SourcedStatement,SourceType,Name,Title,Justification
"“After a series of reasonably amicable negotiations, the co-founders of Anthropic were able to negotiate their exit on mutually agreeable terms,” an Anthropic spokeswoman, Sally Aldous, said.",Named Organization Sources,Anthropic,,a company that has become OpenAI’s biggest rival
"In a second statement, Anthropic added that there was “no attempt to ‘oust’ Sam Altman at the time the founders of Anthropic left OpenAI.”",Named Organization Sources,Anthropic,,a company that has become OpenAI’s biggest rival
"Mr. Altman complained that the research paper seemed to criticize OpenAI’s efforts to keep its A.I. technologies safe while praising the approach taken by Anthropic, a company that has become OpenAI’s biggest rival, according to an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times.",Named Person Sources,Sam Altman,Chief Executive of OpenAI,according to an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times
Ms. Toner defended it as an academic paper that analyzed the challenges that the public faces when trying to understand the intentions of the countries and companies developing A.I.,Named Person Sources,Helen Toner,director of strategy at Georgetown University’s Center for Security and Emerging Technology,a board member and a director of strategy at Georgetown University’s Center for Security and Emerging Technology
He signed a letter with other employees that demanded the independent directors resign.,Named Person Sources,Ilya Sutskever,board member,who had worked closely with Mr. Altman at OpenAI for eight years
The confrontation between Mr. Sutskever and Ms. Brockman was reported earlier by The Wall Street Journal.,Named Person Sources,Anna Brockman,null,Mr. Brockman’s wife
"In the email, Mr. Altman said that he had reprimanded Ms. Toner for the paper and that it was dangerous to the company, particularly at a time, he added, when the Federal Trade Commission was investigating OpenAI over the data used to build its technology.",Document Sources,email,,an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times
"Senior OpenAI leaders, including Mr. Sutskever, who is deeply concerned that A.I. could one day destroy humanity, later discussed whether Ms. Toner should be removed, a person involved in the conversations said.",Unnamed Group of People,Senior OpenAI leaders,,"Senior OpenAI leaders, including Mr. Sutskever, who is deeply concerned that A.I. could one day destroy humanity"
"Senior OpenAI leaders, including Mr. Sutskever, who is deeply concerned that A.I. could one day destroy humanity, later discussed whether Ms. Toner should be removed, a person involved in the conversations said.",Anonymous Sources,null,null,a person involved in the conversations
"After vetting four candidates for one position, the remaining directors couldn’t agree on who should fill it, said the two people familiar with the board’s deliberations.",Anonymous Sources,null,null,the two people familiar with the board’s deliberations
The stalemate hardened the divide between Mr. Altman and Mr. Brockman and other board members.,Anonymous Sources,null,null,the two people familiar with the board’s deliberations
