SourcedStatement,SourceType,Name,Title,Justification
"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.",Named Organization Sources,Mayor London Breed,,"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs."
Mayor Breed's office did not respond to requests for comment.,Named Organization Sources,Mayor Breed's office,,Mayor Breed's office did not respond to requests for comment.
"The Coalition on Homelessness and other unhoused advocates planned to crash an encampment sweep in SoMa last Thursday, which had been scheduled for 12:30 p.m.",Named Organization Sources,The Coalition on Homelessness,,"The Coalition on Homelessness and other unhoused advocates planned to crash an encampment sweep in SoMa last Thursday, which had been scheduled for 12:30 p.m."
"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings.",Named Person Sources,Antonio Robinson,null,"Antonio Robinson watched as a coterie of cops, workers from the city Department of Public Works, and a pair of outreach specialists descended on his tent."
"Robinson’s last encampment was swept about a month ago, and 'nearly everything' was taken, including his state ID card, he said.",Named Person Sources,Antonio Robinson,null,Robinson’s last encampment was swept about a month ago
"Despite Public Works’ policy and procedure for documenting, bagging, and tagging most belongings, Robinson said he was unable to find any of his property at the city’s mandated storage facility at 2323 Cesar Chavez St.",Named Person Sources,Antonio Robinson,null,Robinson said he was unable to find any of his property at the city’s mandated storage facility at 2323 Cesar Chavez St.
"Robinson may have dodged a citation, but his neighbor wasn’t so lucky.",Named Person Sources,Antonio Robinson,null,"Robinson may have dodged a citation, but his neighbor wasn’t so lucky."
"Joey O’Brien, 46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail.",Named Person Sources,Joey O’Brien,null,"Joey O’Brien, 46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail."
"After listening for about two minutes, an officer told him that he was being detained for illegal lodging, then put O’Brien in cuffs and led him to a patrol vehicle away from his camp.",Named Person Sources,Joey O’Brien,null,"After listening for about two minutes, an officer told him that he was being detained for illegal lodging, then put O’Brien in cuffs and led him to a patrol vehicle away from his camp."
"O’Brien was polite and contrite, admitting that he had broken several windows in the past while suffering a mental breakdown.",Named Person Sources,Joey O’Brien,null,"O’Brien was polite and contrite, admitting that he had broken several windows in the past while suffering a mental breakdown."
"More than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and 'bits of silver.'",Named Person Sources,Joey O’Brien,null,"More than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and 'bits of silver.'"
Public Works spokesperson Rachel Gordon only noted that 'the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms.',Named Person Sources,Rachel Gordon,Public Works spokesperson,Public Works spokesperson Rachel Gordon only noted that 'the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms.'
Gordon said claims for lost property can be filed with the City Attorney's office.,Named Person Sources,Rachel Gordon,Public Works spokesperson,Gordon said claims for lost property can be filed with the City Attorney's office.
"Julian Highsmith, communications and policy director for the Coalition on Homelessness, said, 'Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule.'",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,"Julian Highsmith, communications and policy director for the Coalition on Homelessness, said, 'Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule.'"
Highsmith told Gazetteer he believes the city may have gotten wind of the group’s planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.,Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,Highsmith told Gazetteer he believes the city may have gotten wind of the group’s planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.
"'I personally think it’s a little suspicious to do the sweep earlier. It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,' he said.",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,"'I personally think it’s a little suspicious to do the sweep earlier. It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,' he said."
"According to Public Works policy, staff are supposed to provide the resident of an encampment a 'reasonable amount of time (approximately 30 minutes)' to sort through and collect their belongings before the camp is torn down.",Document Sources,Public Works,,According to Public Works policy
"A federal survey released in May counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",Document Sources,federal survey,,A federal survey released in May
"As a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on Cesar Chavez St.",Document Sources,public records,,As a recent batch of public records secured by City Hall watchdog Hazel Williams shows
"Dozens of people lined the sidewalks that had been swept just hours prior, fussing with their belongings, setting up new tents, and discreetly selling wares to one another.",Unnamed Group of People,people,,A visit to Jessie and Sixth streets in SoMa after the rally showed how futile these sweeps can be.
