SourcedStatement,SourceType,Name,Title,Justification
California landlords earn 7 cents of profit on average for every dollar of rent.,Named Organization Sources,National Apartment Association,,Landlord advocates cited recent data from the trade group for property owners.
,Named Organization Sources,L.A. Housing Department,,The city’s housing officials have been in possession of the Economic Roundtable report since May.; They provided the report shortly after LAist’s public records lawyer intervened.
,Named Organization Sources,Apartment Association of Greater Los Angeles,,Landlord advocates strongly disputed the report’s conclusions.
,Named Organization Sources,Public Counsel,,Tenant advocates said the report correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
,Named Organization Sources,Keep L.A. Housed coalition,,Tenant advocates said the report correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
,Named Organization Sources,Economic Roundtable,,The nonprofit research organization the city commissioned to carry out the study.
"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,”",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles representative,Landlord advocates strongly disputed the report’s conclusions.
"“There are plenty of owners out there who have had their renters in place for many years,”",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles representative,Landlord advocates strongly disputed the report’s conclusions.
"“They're way below market. And they're having trouble today keeping up with the growing costs of insurance, maintenance and supplies.”",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles representative,Landlord advocates strongly disputed the report’s conclusions.
"“The cost of electricity is just going to continue going up,”",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles representative,Landlord advocates expressed concerns about the potential cost of proposals to remove gas stoves and install air conditioners.
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,”",Named Person Sources,Christina Boyar,Legal Fellow with Public Counsel and member of the Keep L.A. Housed coalition,Tenant advocates said the report correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,”",Named Person Sources,Christina Boyar,Legal Fellow with Public Counsel and member of the Keep L.A. Housed coalition,Tenant advocates said the report correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Named Person Sources,Christina Boyar,Legal Fellow with Public Counsel and member of the Keep L.A. Housed coalition,Tenant advocates said the report correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“I think when it's a politically contentious issue, there are attempts to manage the conversation,”",Named Person Sources,Daniel Flaming,President of the Economic Roundtable and co-author of the report,The city’s housing officials have been in possession of the Economic Roundtable report since May.
“The substance of the report is final. It was submitted as a final report and accepted by the city as a final work product.”,Named Person Sources,Daniel Flaming,President of the Economic Roundtable and co-author of the report,The city’s housing officials have been in possession of the Economic Roundtable report since May.
"“The Los Angeles ceiling and floor are atypically high for rent-controlled cities,”",Named Person Sources,Daniel Flaming,President of the Economic Roundtable and co-author of the report,The report compares L.A.’s policies to other California cities.
“Among cities that have elected to control rents — and not all cities have — Los Angeles appears to be tilted toward landlords.”,Named Person Sources,Daniel Flaming,President of the Economic Roundtable and co-author of the report,The report compares L.A.’s policies to other California cities.
"“As we await the finalized version of this report, it’s heartening to see so much data supporting the policy changes that renters have been demanding — especially when it comes to preventing excessive rent increases that can devastate working families.”",Named Person Sources,Hugo Soto-Martinez,L.A. City Council Member,Soto-Martinez requested the report be commissioned.
"About 35% of the rent L.A. tenants pay goes to operating expenses for apartment buildings, on average.",Document Sources,Economic Roundtable,,The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.
"From January 2020 through January 2023, 4 in 10 rent-controlled L.A. apartments became vacant.",Document Sources,Economic Roundtable,,The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.
"Many expenses have risen sharply for landlords in recent years, outpacing inflation.",Document Sources,Economic Roundtable,,The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.
About one-fifth of L.A. renters are living below the federal poverty line.,Document Sources,Economic Roundtable,,The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.
"According to U.S. Census data, just over half of those renters spend 90% of their income or more on rent.",Document Sources,Economic Roundtable,,The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.
The city’s current range of allowable annual rent increases — anywhere from 3% to 8% depending on inflation — is higher than the increases permitted in most other California cities with rent control.,Document Sources,Economic Roundtable,,The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,”",Unnamed Group of People,Tenant Advocates,,They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,”",Unnamed Group of People,Tenant Advocates,,They point to other L.A.-area cities that currently limit rent increases to less than 3% with no add-ons for utilities.; They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Unnamed Group of People,Tenant Advocates,,They point to other L.A.-area cities that currently limit rent increases to less than 3% with no add-ons for utilities.; They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“There are plenty of owners out there who have had their renters in place for many years,”",Unnamed Group of People,Landlord Advocates,,They strongly disputed the report’s conclusions.
"“They're way below market. And they're having trouble today keeping up with the growing costs of insurance, maintenance and supplies.”",Unnamed Group of People,Landlord Advocates,,They strongly disputed the report’s conclusions.
