SourcedStatement,SourceType,Name,Title,Justification
"A study by the Vermont nonprofit Crime Research Group shows Brattleboro police are dispatched most to the local Quality Inn, where the state is housing people otherwise without shelter (authorities received 181 calls there in the first half of this year), as well as to such downtown locations as the Whetstone path park (112 calls so far in 2024), the Groundworks Collaborative shelter (93) and Transportation Center parking garage (57).",Named Organization Sources,Crime Research Group,,Vermont nonprofit
its outreach team reports contact with 159 such individuals so far this year,Named Organization Sources,Groundworks Collaborative,,nonprofit
"Compared to communities your size, you are consistently higher.",Named Person Sources,Jim Baker,former commander of the Vermont State Police and one-time Rutland City police chief,consultant for a state public safety enhancement initiative
"The 20 people that are consuming a lot of resources clearly need some, but they’re not getting the right ones.",Named Person Sources,Jeremy Evans,Brattleboro Assistant Police Chief,
We’re trying to get everything we have out to the service providers so that they can use that data to inform their decision-making.,Named Person Sources,Jeremy Evans,Brattleboro Assistant Police Chief,
"The disorder we are witnessing, especially in our downtown area, has many causes and impacts.",Named Person Sources,Jeremy Evans,Brattleboro Assistant Police Chief,
Not all of these are criminal in nature.,Named Person Sources,Jeremy Evans,Brattleboro Assistant Police Chief,
"In the case of people receiving no-trespass notices, offenders are barred from locations if their actions “significantly disrupt the ability to provide services.",Named Person Sources,Jeremy Evans,assistant police chief,
"You have a lot of people looking for help, but there’s a small percentage that, for whatever reason, are unable or unwilling to accept it.",Named Person Sources,Jeremy Evans,assistant police chief,
"Unfortunately, many of those are providers, which creates a huge, huge problem.",Named Person Sources,Jeremy Evans,assistant police chief,
This is something that we see in a lot of different jurisdictions.,Named Person Sources,Robin Joy,statistical director,Crime Research Group’s
This is where the community service providers can really help.,Named Person Sources,Robin Joy,statistical director,Crime Research Group’s
But that’s challenging when “the No. 1 thing” the top 20 people are arrested for is trespassing at those places.,Named Person Sources,Robin Joy,researcher,Crime Research Group’s
We need to consider our own boundaries around increasing safety and reducing risks.,Named Person Sources,Libby Bennett,Groundworks executive director,
We all understand we’re upholding these out of respect for each other.”,Named Person Sources,Libby Bennett,Groundworks executive director,
"All of us area agencies, we are doing everything humanly possible that we can do.",Named Person Sources,Christine Allen,executive director of Turning Point of Windham County,
"We are so straight out, working our tails off — and we can’t do this without the police.",Named Person Sources,Christine Allen,executive director of Turning Point of Windham County,
It was an epiphany.,Named Person Sources,Jim Baker,,
"When you have 20 people who account for some 5% of calls for service and they’re getting passed from one agency to another, there’s not a level of accountability that needs to happen.",Named Person Sources,Jim Baker,,
We were looking at real information that made us have some quite difficult conversations.,Named Person Sources,Daniel Quipp,chair of the selectboard; a staff member of the antipoverty agency Southeastern Vermont Community Action,
"Here’s the name of this person who has trespassed at this place, this place, this place, this place, this place and we know that they need these kinds of services.",Named Person Sources,Daniel Quipp,chair of the selectboard; a staff member of the antipoverty agency Southeastern Vermont Community Action,
"What can we do as a group of people who are working together to try to make a better, safer Brattleboro to actually meet that person’s needs?",Named Person Sources,Daniel Quipp,chair of the selectboard; a staff member of the antipoverty agency Southeastern Vermont Community Action,
"Sharing information, is the first step in holding each other accountable for better outcomes.",Named Person Sources,Jim Baker,,
It is our hope that this data will provide organizations with more knowledge about where and when their services might be most effectively directed and promote discussion on how to best address concerns.,Named Person Sources,Jeremy Evans,,
"This points to a need, to collaborate beyond your borders.”",Named Person Sources,Robin Joy,,
"All of us area agencies, we are doing everything humanly possible that we can do.",Unnamed Group of People,area agencies,,
"We are so straight out, working our tails off — and we can’t do this without the police.",Unnamed Group of People,area agencies,,
Jaws dropped.,Anonymous Sources,,,a consultant for a state public safety enhancement initiative
"The providers recognized those folks and came to the realization that if they’re falling through the cracks in their system, who ends up dealing with them?",Anonymous Sources,,,a consultant for a state public safety enhancement initiative
