SourcedStatement,SourceType,Name,Title,Justification
Democrat Kamala Harris leads Republican Donald Trump 45% to 41% in a Reuters/Ipsos poll published on Thursday that showed the vice president sparking new enthusiasm among voters and shaking up the race ahead of the Nov. 5 election.,Named Organization Sources,Reuters/Ipsos,,
The 4 percentage point advantage among registered voters was wider than a 1 point lead Harris held over the former president in a late July Reuters/Ipsos poll.,Named Organization Sources,Reuters/Ipsos,,
"Across four Reuters/Ipsos polls conducted in July, Harris had a 9 point lead among women and a 6 point lead among Hispanics.",Named Organization Sources,Reuters/Ipsos,,
A separate Bloomberg News/Morning Consult poll published later on Thursday showed that Harris was either leading or tied with Trump in each of those states.,Named Organization Sources,Bloomberg News/Morning Consult,,
That poll showed Harris led Trump by 2 percentage points among registered voters across the seven states and was ahead by 1 point — a statistical tie — among likely voters.,Named Organization Sources,Bloomberg News/Morning Consult,,
Some 73% of Democratic registered voters in the Reuters/Ipsos poll said they were more excited about voting in November after Harris entered the race.,Named Organization Sources,Reuters/Ipsos,,
"And while a March Reuters/Ipsos poll found that 61% respondents who intended to vote for Biden were doing so mainly to stop Trump, 52% of Harris voters in the August poll were voting to support her as a candidate rather than primarily to oppose Trump.",Named Organization Sources,Reuters/Ipsos,,
"&#x20;""It's obvious that running against Harris is more challenging for Trump given the shift in these numbers, but it's certainly not insurmountable,"" Matt Wolking, a Republican campaign strategist who worked on Trump's 2020 campaign, said in response to the Reuters/Ipsos poll results.",Named Person Sources,Matt Wolking,Republican campaign strategist,who worked on Trump's 2020 campaign
"He said Trump needs to stay as focused as possible in his campaign ""so he's not scaring"" away voters who were leaning his way because they didn't like Biden.",Named Person Sources,Matt Wolking,Republican campaign strategist,who worked on Trump's 2020 campaign
"""We see it in this poll that people are more motivated about the future than the past,"" said Aimee Allison, founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office.",Named Person Sources,Aimee Allison,founder of She the People,a liberal group that aims to grow the numbers of women of color in elected office
"""They see Kamala Harris as the future, and Republicans see this election as just about Trump.",Named Person Sources,Aimee Allison,founder of She the People,a liberal group that aims to grow the numbers of women of color in elected office
"Voters are more likely to be engaged when given the option of 'more than' beating Trump.""",Named Person Sources,Aimee Allison,founder of She the People,a liberal group that aims to grow the numbers of women of color in elected office
