SourcedStatement,SourceType,Name,Title,Justification
"This May, the Economic Roundtable, the nonprofit research organization the city commissioned to carry out the study, submitted its report to the L.A. Housing Department.",Named Organization Sources,L.A. Housing Department,,
"When LAist first requested the report, officials told a reporter the study was not subject to disclosure under the California Public Records Act, saying there was an exemption for “deliberative process.”",Named Organization Sources,L.A. Housing Department,,officials
They provided the report shortly after LAist’s public records lawyer intervened.,Named Organization Sources,L.A. Housing Department,,They
"Sharon Sandow, a spokesperson for the L.A. Housing Department, told LAist last week the document was still a “draft report,” and they didn't have a specific date lined up for its release.",Named Organization Sources,L.A. Housing Department,,
"By the end of last week, Sandow sent LAist a version of the report she described as ""final.""",Named Organization Sources,L.A. Housing Department,,
LAist noted in its correspondence with housing department officials that the report was not a draft but was a finished product submitted by the contractor.,Named Organization Sources,L.A. Housing Department,,housing department officials
"Last October, Councilmembers Bob Blumenfield and Hugo Soto-Martinez put forward a motion calling for a fresh look at the city’s decades-old formula for setting annual limits on rent hikes.",Named Person Sources,Bob Blumenfield,Councilmember,
"Last October, Councilmembers Bob Blumenfield and Hugo Soto-Martinez put forward a motion calling for a fresh look at the city’s decades-old formula for setting annual limits on rent hikes.",Named Person Sources,Hugo Soto-Martinez,Councilmember,
Landlord advocates strongly disputed the report’s conclusions.,Named Person Sources,Daniel Yukelson,,with the Apartment Association of Greater Los Angeles
"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,” Yukelson said.",Named Person Sources,Daniel Yukelson,,with the Apartment Association of Greater Los Angeles
"He said the report takes a macroeconomic view of the city’s rental market, but fails to capture the unique struggles facing many small landlords.",Named Person Sources,Daniel Yukelson,,with the Apartment Association of Greater Los Angeles
"“There are plenty of owners out there who have had their renters in place for many years,” Yukelson said.",Named Person Sources,Daniel Yukelson,,with the Apartment Association of Greater Los Angeles
“They're way below market.,Named Person Sources,Daniel Yukelson,,with the Apartment Association of Greater Los Angeles
"And they're having trouble today keeping up with the growing costs of insurance, maintenance and supplies.”",Named Person Sources,Daniel Yukelson,,with the Apartment Association of Greater Los Angeles
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,” said Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition.",Named Person Sources,Christina Boyar,legal fellow,with Public Counsel and a member of the Keep L.A. Housed coalition
"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,” Boyar said.",Named Person Sources,Christina Boyar,legal fellow,with Public Counsel and a member of the Keep L.A. Housed coalition
"“We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Named Person Sources,Christina Boyar,legal fellow,with Public Counsel and a member of the Keep L.A. Housed coalition
"Daniel Flaming, president of the Economic Roundtable and a co-author of the report, said he didn’t have a good answer for why the report was kept under wraps.",Named Person Sources,Daniel Flaming,president,of the Economic Roundtable and a co-author of the report
"“I think when it's a politically contentious issue, there are attempts to manage the conversation,” Flaming said.",Named Person Sources,Daniel Flaming,president,of the Economic Roundtable and a co-author of the report
“The substance of the report is final.,Named Person Sources,Daniel Flaming,president,of the Economic Roundtable and a co-author of the report
It was submitted as a final report and accepted by the city as a final work product.”,Named Person Sources,Daniel Flaming,president,of the Economic Roundtable and a co-author of the report
"Sharon Sandow, a spokesperson for the L.A. Housing Department, told LAist last week the document was still a “draft report,” and they didn't have a specific date lined up for its release.",Named Person Sources,Sharon Sandow,spokesperson,for the L.A. Housing Department
