GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"the passage of the bill “means everything for the thousands of people who have not been full participants in society,” said tj king, a nebraska-based outreach specialist with the advocacy group black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier.","the passage of the bill âmeans everything for the thousands of people who have not been full participants in society,â said tj king, a nebraska-based outreach specialist with the advocacy group black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier.",100,Named_Person,Named_Person,Yes,tj king,tj king,100,"outreach specialist, black and pink",,0,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,,0.0,"outreach specialist, black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier", ,0.0
king said the bill’s passage is the final layer in his ability to be civically engaged and “have a full voice and complete connection to the community.”,king said the billâs passage is the final layer in his ability to be civically engaged and âhave a full voice and complete connection to the community.â,96,Named_Person,Named_Person,Yes,tj king,tj king,100,"outreach specialist, black and pink",,0,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,,0.0,"outreach specialist, black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier", ,0.0
opponents maintained that a two-year waiting period is reasonable and served as a deterrent to committing crime in the first place.,opponents maintained that a two-year waiting period is reasonable and served as a deterrent to committing crime in the first place.,100,Anonymous_Groups,Anonymous_Groups,Yes,republicans,opponents,30,,,0,"for years, wayne’s effort to restore voting rights for felons faced opposition from several republicans in the officially nonpartisan nebraska legislature.",opponents maintained that a two-year waiting period is reasonable and served as a deterrent to committing crime in the first place.,0.25568780303001404," for years, wayne’s effort to restore voting rights for felons faced opposition from several republicans in the officially nonpartisan nebraska legislature.", opponents maintained that a two-year waiting period is reasonable and served as a deterrent to committing crime in the first place.,0.25568780303001404
"“studies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops,” wayne said during a public hearing for the bill last year. “we spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate.","âstudies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops,â wayne said during a public hearing for the bill last year.",100,Named_Person,Named_Person,Yes,justin wayne,wayne,59,omaha state sen.,,0,he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,,0.0,omaha state sen. he prevailed by appealing to the practical sensibilities of law-and-order lawmakers., ,0.0
"“one year, i brought in a little chart that says if we just cut it by 10 percent, we’re saving around $5 million a year.”","âone year, i brought in a little chart that says if we just cut it by 10 percent, weâre saving around $5 million a year.â",100,Named_Person,Named_Person,Yes,justin wayne,wayne,59,omaha state sen.,,0,he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,,0.0,omaha state sen. he prevailed by appealing to the practical sensibilities of law-and-order lawmakers., ,0.0
several of them said they were confused by the arrests because they had been allowed to register to vote.,,0,Anonymous_Groups,,No,,,100,,,0,an election police unit championed by republican gov. ron desantis arrested 20 former felons.,,0.0, an election police unit championed by republican gov. ron desantis arrested 20 former felons.,,0.0
"as of october 2023, 26 states and the district of columbia had expanded voting rights to people living with felony convictions, according to the sentencing project, a nonprofit sentencing advocacy group that studies criminal justice policy.","as of october 2023, 26 states and the district of columbia had expanded voting rights to people living with felony convictions, according to the sentencing project, a nonprofit sentencing advocacy group that studies criminal justice policy.",100,Named_Organization,Named_Organization,Yes,the sentencing project,the sentencing project,100,,,0,a nonprofit sentencing advocacy group that studies criminal justice policy,,0.0, a nonprofit sentencing advocacy group that studies criminal justice policy, ,0.0
"as a result, voting rights have been restored to over 2 million people, said nicole porter, senior director of advocacy at the sentencing project.","as a result, voting rights have been restored to over 2 million people, said nicole porter, senior director of advocacy at the sentencing project.",100,Named_Person,Named_Person,Yes,nicole porter,nicole porter,100,"senior director of advocacy, the sentencing project",,0,,,0.0,"senior director of advocacy, the sentencing project ", ,0.0
,"nebraska lawmakers passed a bill thursday to restore the voting rights of those convicted of felonies upon the completion of their sentences, including prison and parole time.",0,,Named_Organization,No,,nebraska lawmakers,0,,,0,,,0.0,, ,0.0
,"currently, a person who has been convicted of a felony must wait two years after completing all the terms of their conviction before regaining voting rights.",0,,Named_Organization,No,,legislature,0,,,0,,,0.0,, ,0.0
,"for years, wayneâs effort to restore voting rights for felons faced opposition from several republicans in the officially nonpartisan nebraska legislature.",0,,Named_Organization,No,,nebraska legislature,0,,,0,,,0.0,, ,0.0
,"until this year, wayneâs closest brush with success came in 2017, when his bill was passed by the legislature but vetoed by then-republican gov. pete ricketts.",0,,Named_Organization,No,,legislature,0,,,0,,,0.0,, ,0.0
,republican gov. jim pillenâs office did not immediately respond to messages thursday by the associated press asking whether he would sign the bill into law.,0,,Named_Organization,No,,republican gov. jim pillenâs office,0,,,0,,,0.0,, ,0.0
,republican gov. jim pillenâs office did not immediately respond to messages thursday by the associated press asking whether he would sign the bill into law.,0,,Named_Organization,No,,the associated press,0,,,0,,,0.0,, ,0.0
,"in florida, lawmakers weakened a 2018 voter-approved constitutional amendment to restore the voting rights of most convicted felons.",0,,Named_Organization,No,,lawmakers,0,,,0,,,0.0,, ,0.0
,"in tennessee, lawmakers on wednesday killed a bipartisan bill for the year that would have let residents convicted of felonies apply to vote again without also restoring their gun rights.",0,,Named_Organization,No,,lawmakers,0,,,0,,,0.0,, ,0.0
,"the bill, introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term.",0,,Named_Person,No,,justin wayne,0,,state sen.,0,,"introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term.",0.0,,"state sen. introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term.",0.0
,"until this year, wayneâs closest brush with success came in 2017, when his bill was passed by the legislature but vetoed by then-republican gov. pete ricketts.",0,,Named_Person,No,,pete ricketts,0,,,0,,,0.0,, ,0.0
,"âwe spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate.",0,,Named_Person,No,,wayne,0,,,0,,,0.0,, ,0.0
,"following that, an election police unit championed by republican gov. ron desantis arrested 20 former felons.",0,,Named_Person,No,,ron desantis,0,,,0,,,0.0,, ,0.0
,"associated press writer gary fields contributed to this report from washington, d.c.",0,,Named_Person,No,,gary fields,0,,,0,,,0.0,, ,0.0
