GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
some trans voters have expressed confusion and fear of discrimination at the ballot box that could discourage them from participating in public life.,,0,Anonymous_Groups,,No,trans voters,,0,,,0.0,,,0.0, ,,0.0
"“there is a chilling effect,” said lauren kunis, ceo and executive director of voteriders, which helps voters obtain identification. “there is an unsafe and intimidating environment around existing as trans in society, and definitely in being able to go to the polls safely and cast a ballot.”","âthere is a chilling effect,â said lauren kunis, ceo and executive director of voteriders, which helps voters obtain identification. âthere is an unsafe and intimidating environment around existing as trans in society, and definitely in being able to go to the polls safely and cast a ballot.â",100,Named_Person,Named_Person,Yes,lauren kunis,lauren kunis,100,ceo and executive director of voteriders,ceo and executive director of voteriders,1.0,"in eight battleground states, the nonprofit voteriders is on the ground helping voters get the identification they need to cast ballots in the november election — and one that reflects who they are.","ceo and executive director of voteriders, which helps voters obtain identification",0.6234740018844604,"ceo and executive director of voteriders in eight battleground states, the nonprofit voteriders is on the ground helping voters get the identification they need to cast ballots in the november election — and one that reflects who they are.","ceo and executive director of voteriders ceo and executive director of voteriders, which helps voters obtain identification",0.83048415184021
"“a lot is falling on poll workers to correctly enforce the law,” kunis added. “and i would argue that is less of a solid protection in states where anti-trans rhetoric is skyrocketing.”",,0,Named_Person,,No,lauren kunis,,0,ceo and executive director of voteriders,,0.0,"in eight battleground states, the nonprofit voteriders is on the ground helping voters get the identification they need to cast ballots in the november election — and one that reflects who they are.",,0.0,"ceo and executive director of voteriders in eight battleground states, the nonprofit voteriders is on the ground helping voters get the identification they need to cast ballots in the november election — and one that reflects who they are.",,0.0
"at least nine states in the past two years have explicitly regulated gender in this way, according to a tally by the movement advancement project (map), which tracks lgbtq+ policy.","at least nine states in the past two years have explicitly regulated gender in this way, according to a tally by the movement advancement project (map), which tracks lgbtq+ policy.",100,Named_Organization,Documents,No,movement advancement project,movement advancement project (map),90,,,0.0,"the movement advancement project (map), which tracks lgbtq+ policy.","according to a tally by the movement advancement project (map), which tracks lgbtq+ policy",0.9879419207572937," the movement advancement project (map), which tracks lgbtq+ policy."," according to a tally by the movement advancement project (map), which tracks lgbtq+ policy",0.9879419207572937
"anti-transgender rhetoric was front and center at the republican national convention in july, and trump has taken to verbally targeting transgender people in his campaign.",,0,Documents,,No,19th news,,0,,,0.0,,,0.0, ,,0.0
he described democratic vice presidential nominee tim walz recently as “very heavy into the transgender world.”,,0,Named_Person,,No,former president,,0,,,0.0,"anti-transgender rhetoric was front and center at the republican national convention in july, and trump has taken to verbally targeting transgender people in his campaign.",,0.0," anti-transgender rhetoric was front and center at the republican national convention in july, and trump has taken to verbally targeting transgender people in his campaign.",,0.0
"an analysis released in august of respondents to the 2022 u.s. transgender survey, widely seen as the most comprehensive study of binary and nonbinary transgender americans, found that voting-eligible trans people had cast ballots in the last presidential election at a higher rate than the u.s. population. the study included more than 92,000 respondents, including more than 84,000 adults who were 18 and older.","an analysis released in august of respondents to the 2022 u.s. transgender survey, widely seen as the most comprehensive study of binary and nonbinary transgender americans, found that voting-eligible trans people had cast ballots in the last presidential election at a higher rate than the u.s. population.",100,Documents,Documents,Yes,2022 u.s. transgender survey,national center for transgender equality,47,,,0.0,,"an analysis released in august of respondents to the 2022 u.s. transgender survey, widely seen as the most comprehensive study of binary and nonbinary transgender americans",0.0, ," an analysis released in august of respondents to the 2022 u.s. transgender survey, widely seen as the most comprehensive study of binary and nonbinary transgender americans",0.0
"“trans votes count,” said ankit rastogi, director of research for the national center for transgender equality, which conducted the survey and will soon be known as advocates for trans equality education fund. “i think the big takeaway is that our community is really trying to come out and make a difference through the democratic process.”","âtrans votes count,â said ankit rastogi, director of research for the national center for transgender equality, which conducted the survey and will soon be known as advocates for trans equality education fund. âi think the big takeaway is that our community is really trying to come out and make a difference through the democratic process.â",100,Named_Person,Named_Person,Yes,ankit rastogi,ankit rastogi,100,"director of research, national center for transgender equality",director of research for the national center for transgender equality,0.8367233276367188,which conducted the survey,"director of research for the national center for transgender equality, which conducted the survey and will soon be known as advocates for trans equality education fund",0.47870466113090515,"director of research, national center for transgender equality which conducted the survey","director of research for the national center for transgender equality director of research for the national center for transgender equality, which conducted the survey and will soon be known as advocates for trans equality education fund",0.7105227708816528
"forcing a person to show identification that does not align with their gender identity could out them to people in their community, as lucas cameron-vaughn, an attorney for the aclu of tennessee, explained.",,0,Named_Person,,No,lucas cameron-vaughn,,0,"attorney, aclu of tennessee",,0.0,"those that intentionally target government identification that people use in everyday life, like driver’s licenses, are particularly challenging.",,0.0,"attorney, aclu of tennessee those that intentionally target government identification that people use in everyday life, like driver’s licenses, are particularly challenging.",,0.0
"“trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of id. and so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment,” he said.","âtrans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote â all of those things require some form of id. and so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment,â he said.",100,Named_Person,Named_Person,Yes,lucas cameron-vaughn,lucas cameron-vaughn,100,"attorney, aclu of tennessee",attorney for the aclu of tennessee,0.8867443799972534,"those that intentionally target government identification that people use in everyday life, like driver’s licenses, are particularly challenging.",attorney for the aclu of tennessee,0.1587143838405609,"attorney, aclu of tennessee those that intentionally target government identification that people use in everyday life, like driver’s licenses, are particularly challenging.",attorney for the aclu of tennessee attorney for the aclu of tennessee,0.6732852458953857
