GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"u.s. customs and border protection plans to spend about $67.8 million acquiring 277 new surveillance towers and upgrading 191 existing towers along the entire 2,000-mile-long border over the next 14 years, the most recent federal contracts show.",,0,Documents,,No,federal contracts,,0,,,0.0,the spending comes as the biden administration is facing increased political pressure — from leaders in the republican and democratic parties — to take action at the border after illegal crossings soared to record highs last year.,,0.0, the spending comes as the biden administration is facing increased political pressure — from leaders in the republican and democratic parties — to take action at the border after illegal crossings soared to record highs last year.,,0.0
"border advocates are urging the state and federal governments to spend more on humanitarian aid, but state officials say they can’t afford to while facing a budget deficit.",,0,Anonymous_Groups,,No,border advocates,,0,,,0.0,,,0.0, ,,0.0
privacy and human rights advocates also are asking for more transparency about the capabilities of the towers and are questioning why so much money is going toward monitoring migrants.,,0,Anonymous_Groups,,No,privacy and human rights advocates,,0,,,0.0,some of the towers can track movement miles away.,,0.0, some of the towers can track movement miles away.,,0.0
border patrol says capacity and personnel restraints at its facilities can cause delays in processing.,,0,Named_Organization,,No,border patrol,,0,,,0.0,,,0.0, ,,0.0
"the department of homeland security “has also acknowledged the need for better coordination, communication, and oversight,” it said in its 2021 report on its border technology.","the department of homeland security 'has also acknowledged the need for better coordination, communication, and oversight,' it said in its 2021 report on its border technology.",100,Named_Organization,Documents,No,dept of homeland security,department of homeland security,89,,,0.0,"parent organization,it said in its 2021 report on its border technology.","the department of homeland security, its parent organization, says the equipment is necessary,it said in its 2021 report on its border technology",0.9825248122215271," parent organization,it said in its 2021 report on its border technology."," the department of homeland security, its parent organization, says the equipment is necessary,it said in its 2021 report on its border technology",0.9825248122215271
"customs and border protection describes them on its website as “a partner that never sleeps, never needs to take a coffee break, never even blinks.”","customs and border protection describes them on its website as 'a partner that never sleeps, never needs to take a coffee break, never even blinks.'",100,Named_Organization,Documents,No,customs and border protection,customs and border protection,100,,,0.0,"powered by solar panels, the autonomous surveillance towers can detect humans from a mile and a half away and operate around the clock.","customs and border protection describes them on its website,customs and border protection also awarded contracts for surveillance equipment,customs and border protection says the surveillance equipment is necessary to monitor remote, rugged areas",0.3833450973033905," powered by solar panels, the autonomous surveillance towers can detect humans from a mile and a half away and operate around the clock."," customs and border protection describes them on its website,customs and border protection also awarded contracts for surveillance equipment,customs and border protection says the surveillance equipment is necessary to monitor remote, rugged areas",0.3833450973033905
"according to an anduril promotional video, the system alerts border agents on their devices when it detects an object and shows them an image highlighting the item.","according to an anduril promotional video, the system alerts border agents on their devices when it detects an object and shows them an image highlighting the item.",100,Named_Organization,Documents,No,anduril,anduril,100,,,0.0,,"an anduril official said in its promotion video,according to an anduril promotional video",0.0, ," an anduril official said in its promotion video,according to an anduril promotional video",0.0
privacy and human rights advocates say the towers pick up more than just the movement of migrants; some are pointed directly into residents’ backyards. advocates said they’re concerned about the potential monitoring of some 7.3 million people who live on both sides of the 150-mile international border between california and baja california.,,0,Anonymous_Groups,,No,privacy and human rights advocates,,0,,,0.0,some of the towers can track movement miles away.,,0.0, some of the towers can track movement miles away.,,0.0
"on a recent episode of the border chronicles podcast, pinheiro questioned how some $1.4 billion allocated by the federal government to border agencies at the end of title 42 was spent.",,0,Named_Person,,No,erika pinheiro,,0,executive director of al otro lado,,0.0,"the department of homeland security has a budget of $103.2 billion, with an extra $4.7 billion in a southwest border contingency fund, for fiscal 2024.,on a recent episode of the border chronicles podcast,a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the u.s. and tijuana.",,0.0,"executive director of al otro lado the department of homeland security has a budget of $103.2 billion, with an extra $4.7 billion in a southwest border contingency fund, for fiscal 2024.,on a recent episode of the border chronicles podcast,a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the u.s. and tijuana.",,0.0
"gov. gavin newsom has said california cannot continue providing the same level of humanitarian services for the coming fiscal year that it has in the past along the border, not while it is facing a $38 billion budget shortfall.",,0,Named_Person,,No,gavin newsom,,0,gov.,,0.0,,,0.0,gov. ,,0.0
"the state allocated $150 million for the fiscal year ending this june for sheltering services for migrants. that money is “fully committed” for the year, a spokesman said.",,0,Named_Organization,,No,california state,,0,,,0.0,a spokesman said.,,0.0, a spokesman said.,,0.0
