GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"“jaws dropped,” jim baker, a consultant for a state public safety enhancement initiative, recounted at a recent public meeting. “the providers recognized those folks and came to the realization that if they’re falling through the cracks in their system, who ends up dealing with them?”","jaws dropped,â jim baker, a consultant for a state public safety enhancement initiative, recounted at a recent public meeting. âthe providers recognized those folks and came to the realization that if theyâre falling through the cracks in their system, who ends up dealing with them?",100,Named_Person,Named_Person,Yes,jim baker,jim baker,100,"consultant, state public safety enhancement initiative",consultant for a state public safety enhancement initiative,0.8595466017723083,"recounted at a recent public meeting.,former commander of the vermont state police and one-time rutland city police chief","jim baker, a consultant for a state public safety enhancement initiative, recounted at a recent public meeting; former commander of the vermont state police and one-time rutland city police chief",0.940597653388977,"consultant, state public safety enhancement initiative recounted at a recent public meeting.,former commander of the vermont state police and one-time rutland city police chief","consultant for a state public safety enhancement initiative jim baker, a consultant for a state public safety enhancement initiative, recounted at a recent public meeting; former commander of the vermont state police and one-time rutland city police chief",0.940597653388977
"“the 20 people that are consuming a lot of resources clearly need some, but they’re not getting the right ones,” brattleboro assistant police chief jeremy evans recently told the town selectboard. “we’re trying to get everything we have out to the service providers so that they can use that data to inform their decision-making.”","the 20 people that are consuming a lot of resources clearly need some, but theyâre not getting the right ones,â brattleboro assistant police chief jeremy evans recently told the town selectboard. âweâre trying to get everything we have out to the service providers so that they can use that data to inform their decision-making.",99,Named_Person,Named_Person,Yes,jeremy evans,jeremy evans,100,brattleboro assistant police chief,assistant police chief,0.7417542934417725,"wrote the selectboard in a recent memorandum.,recently told the town selectboard.",brattleboro assistant police chief jeremy evans recently told the town selectboard,0.5509610772132874,"brattleboro assistant police chief wrote the selectboard in a recent memorandum.,recently told the town selectboard.",assistant police chief brattleboro assistant police chief jeremy evans recently told the town selectboard,0.7134692668914795
"“compared to communities your size, you are consistently higher,” baker, former commander of the vermont state police and one-time rutland city police chief, recently told local leaders of their figures.",,0,Named_Person,,No,jim baker,,0,"consultant, state public safety enhancement initiative",,0.0,"recounted at a recent public meeting.,former commander of the vermont state police and one-time rutland city police chief",,0.0,"consultant, state public safety enhancement initiative recounted at a recent public meeting.,former commander of the vermont state police and one-time rutland city police chief",,0.0
"a study by the vermont nonprofit crime research group shows brattleboro police are dispatched most to the local quality inn, where the state is housing people otherwise without shelter (authorities received 181 calls there in the first half of this year), as well as to such downtown locations as the whetstone path park (112 calls so far in 2024), the groundworks collaborative shelter (93) and transportation center parking garage (57).","brattleboro police are dispatched most to the local quality inn, where the state is housing people otherwise without shelter (authorities received 181 calls there in the first half of this year), as well as to such downtown locations as the whetstone path park (112 calls so far in 2024), the groundworks collaborative shelter (93) and transportation center parking garage (57).",100,Documents,Named_Organization,No,,brattleboro police department,0,,,0.0,study by the vermont nonprofit crime research group,"brattleboro police are dispatched most to the local quality inn,evans wrote the selectboard in a recent memorandum,the brattleboro police department is creating a hotspot evaluation and analysis team",0.33113354444503784, study by the vermont nonprofit crime research group," brattleboro police are dispatched most to the local quality inn,evans wrote the selectboard in a recent memorandum,the brattleboro police department is creating a hotspot evaluation and analysis team",0.33113354444503784
"“the disorder we are witnessing, especially in our downtown area, has many causes and impacts,” evans wrote the selectboard in a recent memorandum. “not all of these are criminal in nature.”","the disorder we are witnessing, especially in our downtown area, has many causes and impacts,â evans wrote the selectboard in a recent memorandum.",100,Named_Person,Documents,No,jeremy evans,brattleboro police department,29,brattleboro assistant police chief,,0.0,"wrote the selectboard in a recent memorandum.,recently told the town selectboard.","brattleboro police are dispatched most to the local quality inn,evans wrote the selectboard in a recent memorandum,the brattleboro police department is creating a hotspot evaluation and analysis team",0.7625160813331604,"brattleboro assistant police chief wrote the selectboard in a recent memorandum.,recently told the town selectboard."," brattleboro police are dispatched most to the local quality inn,evans wrote the selectboard in a recent memorandum,the brattleboro police department is creating a hotspot evaluation and analysis team",0.5468112826347351
"in the case of people receiving no-trespass notices, offenders are barred from locations if their actions “significantly disrupt the ability to provide services,” the assistant police chief said in an interview.",,0,Named_Person,,No,jeremy evans,,0,brattleboro assistant police chief,,0.0,"wrote the selectboard in a recent memorandum.,recently told the town selectboard.",,0.0,"brattleboro assistant police chief wrote the selectboard in a recent memorandum.,recently told the town selectboard.",,0.0
"“you have a lot of people looking for help,” evans said, “but there’s a small percentage that, for whatever reason, are unable or unwilling to accept it.”",,0,Named_Person,,No,jeremy evans,,0,brattleboro assistant police chief,,0.0,"wrote the selectboard in a recent memorandum.,recently told the town selectboard.",,0.0,"brattleboro assistant police chief wrote the selectboard in a recent memorandum.,recently told the town selectboard.",,0.0
"according to police, the brattleboro individual most reported (identified only as someone cited in 63 calls for the first half of this year) was acting criminally just 14% of the time.",,0,Named_Organization,,No,police,,0,,,0.0,,,0.0, ,,0.0
"authorities believe social services could help with other behavioral issues, although they note the person faces no-trespass notices at 19 locations.",,0,Anonymous_Groups,,No,authorities,,0,,,0.0,,,0.0, ,,0.0
"“unfortunately, many of those are providers,” evans said, “which creates a huge, huge problem.”",,0,Named_Person,,No,jeremy evans,,0,brattleboro assistant police chief,,0.0,"wrote the selectboard in a recent memorandum.,recently told the town selectboard.",,0.0,"brattleboro assistant police chief wrote the selectboard in a recent memorandum.,recently told the town selectboard.",,0.0
"“this is something that we see in a lot of different jurisdictions,” robin joy, the crime research group’s statistical director, told local leaders at another meeting.","this is something that we see in a lot of different jurisdictions,â robin joy, the crime research groupâs statistical director, told local leaders at another meeting.",100,Named_Person,Named_Person,Yes,robin joy,robin joy,100,"crime research group’s statistical director,statistical director, crime research group",statistical director of the crime research group,0.9740761518478394,,"robin joy, the crime research groupâs statistical director, told local leaders at another meeting",0.0,"crime research group’s statistical director,statistical director, crime research group ","statistical director of the crime research group robin joy, the crime research groupâs statistical director, told local leaders at another meeting",0.9734624028205872
"according to joy, brattleboro police calls vary from assaults at 1% to disorderly conduct at 65%.",,0,Named_Person,,No,robin joy,,0,"crime research group’s statistical director,statistical director, crime research group",,0.0,,,0.0,"crime research group’s statistical director,statistical director, crime research group ",,0.0
"“this is where the community service providers can really help,” she said of the latter percentage.",,0,Named_Person,,No,robin joy,,0,"crime research group’s statistical director,statistical director, crime research group",,0.0,,,0.0,"crime research group’s statistical director,statistical director, crime research group ",,0.0
"but that’s challenging when “the no. 1 thing” the top 20 people are arrested for is trespassing at those places, the researcher added.",,0,Named_Person,,No,robin joy,,0,"crime research group’s statistical director,statistical director, crime research group",,0.0,,,0.0,"crime research group’s statistical director,statistical director, crime research group ",,0.0
"“we need to consider our own boundaries around increasing safety and reducing risks,” groundworks executive director libby bennett said upon this april’s first anniversary of the death. “we all understand we’re upholding these out of respect for each other.”","we need to consider our own boundaries around increasing safety and reducing risks,â groundworks executive director libby bennett said upon this aprilâs first anniversary of the death. âwe all understand weâre upholding these out of respect for each other.",99,Named_Person,Named_Person,Yes,libby bennett,libby bennett,100,"executive director, groundworks",executive director of groundworks collaborative,0.7292845845222473,"groundworks collaborative, for example, helps local people without permanent housing (its outreach team reports contact with 159 such individuals so far this year). but the nonprofit had to strengthen its rules against threatening behavior after the 2023 killing of its shelter coordinator, allegedly by a client who is now in prison and awaiting trial on charges of first-degree murder.",groundworks executive director libby bennett said upon this aprilâs first anniversary of the death,0.329933226108551,"executive director, groundworks groundworks collaborative, for example, helps local people without permanent housing (its outreach team reports contact with 159 such individuals so far this year). but the nonprofit had to strengthen its rules against threatening behavior after the 2023 killing of its shelter coordinator, allegedly by a client who is now in prison and awaiting trial on charges of first-degree murder.",executive director of groundworks collaborative groundworks executive director libby bennett said upon this aprilâs first anniversary of the death,0.5061510801315308
"those who spoke said providers and police had yet to find an answer to the no-trespass question, although all expressed hope they could figure out ways to collaborate.",,0,Anonymous_Groups,,No,,,100,,,0.0,the latest selectboard meeting tuesday night.,,0.0, the latest selectboard meeting tuesday night.,,0.0
"“all of us area agencies, we are doing everything humanly possible that we can do,” said christine allen, executive director of turning point of windham county. “we are so straight out, working our tails off — and we can’t do this without the police.”","all of us area agencies, we are doing everything humanly possible that we can do,â said christine allen, executive director of turning point of windham county. âwe are so straight out, working our tails off â and we canât do this without the police.",100,Named_Person,Named_Person,Yes,christine allen,christine allen,100,"executive director, turning point of windham county",executive director of turning point of windham county,0.8746652007102966,,"christine allen, executive director of turning point of windham county",0.0,"executive director, turning point of windham county ","executive director of turning point of windham county christine allen, executive director of turning point of windham county",0.8746652007102966
