GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"shaw, the chairman of the board, provided the only comment: “i would like to say this has been a long, difficult case, and i want to thank all the parties, and especially thank our staff for the diligence, hard work, and all the parties for just the professionalism and decorum shown on this case.”",,0,Named_Person,,No,jason shaw,,0,"chairman of the board, georgia public service commission",,0.0,,,0.0,"chairman of the board, georgia public service commission ",,0.0
"the decision disappointed the landowners, who were not allowed to speak at the meeting but issued a statement vowing to continue fighting to keep their land by appealing in court.",,0,Anonymous_Groups,,No,landowners,,0,,,0.0,,,0.0, ,,0.0
"blaine smith, a black man who is one of the heirs of 600 acres that came into their family in the 1920s, said in a statement: “we’re determined to keep fighting against this attempt to take our ancestral land from us.”","""weâre determined to keep fighting against this attempt to take our ancestral land from us.""",86,Named_Person,Named_Person,Yes,blaine smith,blaine smith,100,,heir of 600 acres,0.0,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,1.0, a black man who is one of the heirs of 600 acres that came into their family in the 1920s,heir of 600 acres a black man who is one of the heirs of 600 acres that came into their family in the 1920s,0.9536318182945251
"“we want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth,” smith added.","""we want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth,"" smith added.",100,Named_Person,Named_Person,Yes,blaine smith,blaine smith,100,,heir of 600 acres,0.0,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,1.0, a black man who is one of the heirs of 600 acres that came into their family in the 1920s,heir of 600 acres a black man who is one of the heirs of 600 acres that came into their family in the 1920s,0.9536318182945251
"the construction would also have an impact on other black residents in the community, who believe it would affect their quality of life.",,0,Anonymous_Groups,,No,other black residents,,0,,,0.0,,,0.0, ,,0.0
"but, some legal experts and landowners told capital b that black communities aren’t experiencing “just” and “fair” processes and say there needs to be more accountability to stop government abuse of eminent domain.","but, some legal experts and landowners told capital b that black communities arenât experiencing 'just' and 'fair' processes and say there needs to be more accountability to stop government abuse of eminent domain.",100,Anonymous_Groups,Anonymous_Groups,Yes,legal experts and landowners,,0,,,0.0,,some legal experts and landowners told capital b,0.0, , some legal experts and landowners told capital b,0.0
"“as black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of,” attorney sharika robinson told capital b last year. “i don’t know what is ‘just’ about replacing that economic liberty with a dollar amount that will not increase in value.”","""as black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of,"" attorney sharika robinson told capital b last year. ""i donât know what is 'just' about replacing that economic liberty with a dollar amount that will not increase in value.""",100,Named_Person,Named_Person,Yes,sharika robinson,sharika robinson,100,attorney,attorney,0.9999998807907104,,attorney sharika robinson told capital b last year,0.0,attorney ,attorney attorney sharika robinson told capital b last year,0.3310108184814453
"“georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use,” said bill maurer, senior attorney for institute for justice who represents the landowners. “building a rail spur that will only be used by a few private companies, and not the public at large, is not a public use. we look forward to making it clear to the court that the [public service commission] made an error in considering sandersville’s land grab as a public use.”","""georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use,"" said bill maurer, senior attorney for institute for justice who represents the landowners. ""building a rail spur that will only be used by a few private companies, and not the public at large, is not a public use. we look forward to making it clear to the court that the [public service commission] made an error in considering sandersvilleâs land grab as a public use.""",100,Named_Person,Named_Person,Yes,bill maurer,bill maurer,100,senior attorney for institute for justice,senior attorney for institute for justice,1.0,"the property owners are represented by the nonprofit institute for justice, a public interest law firm.",senior attorney for institute for justice who represents the landowners,0.6498967409133911,"senior attorney for institute for justice the property owners are represented by the nonprofit institute for justice, a public interest law firm.",senior attorney for institute for justice senior attorney for institute for justice who represents the landowners,0.8214145302772522
"benjamin tarbutton iii, the owner of sandersville railroad, has contended this development is expected to create 20 temporary construction jobs, a dozen permanent jobs with an average salary and benefits package of $90,000, and generate over $1.5 million annually for hancock county.","benjamin tarbutton iii, the owner of sandersville railroad, has contended this development is expected to create 20 temporary construction jobs, a dozen permanent jobs with an average salary and benefits package of $90,000, and generate over $1.5 million annually for hancock county.",100,Named_Person,Named_Person,Yes,benjamin tarbutton iii,benjamin tarbutton iii,100,"owner, sandersville railroad",owner of sandersville railroad,0.8129352927207947,,the owner of sandersville railroad,0.0,"owner, sandersville railroad ",owner of sandersville railroad the owner of sandersville railroad,0.7575080394744873
other residents told capital b they feared potential damage to their homes from the train.,other residents told capital b they feared potential damage to their homes from the train.,100,Anonymous_Groups,Anonymous_Groups,Yes,other residents,residents,75,,,0.0,,other residents told capital b,0.0, , other residents told capital b,0.0
