GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"the passage of the bill “means everything for the thousands of people who have not been full participants in society,” said tj king, a nebraska-based outreach specialist with the advocacy group black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier.","the passage of the bill 'means everything for the thousands of people who have not been full participants in society,' said tj king, a nebraska-based outreach specialist with the advocacy group black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier.",100,Named_Person,Named_Person,Yes,tj king,tj king,100,"outreach specialist, black and pink",nebraska-based outreach specialist with the advocacy group black and pink,0.7318822741508484,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,1.0,"outreach specialist, black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier",nebraska-based outreach specialist with the advocacy group black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,0.6942765116691589
king said the bill’s passage is the final layer in his ability to be civically engaged and “have a full voice and complete connection to the community.”,king said the billâs passage is the final layer in his ability to be civically engaged and 'have a full voice and complete connection to the community.',97,Named_Person,Named_Person,Yes,tj king,tj king,100,"outreach specialist, black and pink",nebraska-based outreach specialist with the advocacy group black and pink,0.7318822741508484,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,1.0,"outreach specialist, black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier",nebraska-based outreach specialist with the advocacy group black and pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier,0.6942765116691589
opponents maintained that a two-year waiting period is reasonable and served as a deterrent to committing crime in the first place.,opponents maintained that a two-year waiting period is reasonable and served as a deterrent to committing crime in the first place.,100,Anonymous_Groups,Anonymous_Groups,Yes,republicans,opponents,30,,,0.0,"for years, wayne’s effort to restore voting rights for felons faced opposition from several republicans in the officially nonpartisan nebraska legislature.",several republicans in the officially nonpartisan nebraska legislature,0.502495527267456," for years, wayne’s effort to restore voting rights for felons faced opposition from several republicans in the officially nonpartisan nebraska legislature.", several republicans in the officially nonpartisan nebraska legislature,0.502495527267456
"“studies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops,” wayne said during a public hearing for the bill last year. “we spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate.","âstudies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops,â wayne said during a public hearing for the bill last year. âwe spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate. one year, i brought in a little chart that says if we just cut it by 10 percent, weâre saving around $5 million a year.â",100,Named_Person,Named_Person,Yes,justin wayne,justin wayne,100,omaha state sen.,omaha state sen.,1.0,he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,"introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term",0.1900750994682312,omaha state sen. he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,"omaha state sen. introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term",0.5761208534240723
"“one year, i brought in a little chart that says if we just cut it by 10 percent, we’re saving around $5 million a year.”","âstudies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops,â wayne said during a public hearing for the bill last year. âwe spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate. one year, i brought in a little chart that says if we just cut it by 10 percent, weâre saving around $5 million a year.â",100,Named_Person,Named_Person,Yes,justin wayne,justin wayne,100,omaha state sen.,omaha state sen.,1.0,he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,"introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term",0.1900750994682312,omaha state sen. he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,"omaha state sen. introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term",0.5761208534240723
several of them said they were confused by the arrests because they had been allowed to register to vote.,,0,Anonymous_Groups,,No,,,100,,,0.0,an election police unit championed by republican gov. ron desantis arrested 20 former felons.,,0.0, an election police unit championed by republican gov. ron desantis arrested 20 former felons.,,0.0
"as of october 2023, 26 states and the district of columbia had expanded voting rights to people living with felony convictions, according to the sentencing project, a nonprofit sentencing advocacy group that studies criminal justice policy.","as of october 2023, 26 states and the district of columbia had expanded voting rights to people living with felony convictions, according to the sentencing project, a nonprofit sentencing advocacy group that studies criminal justice policy.",100,Named_Organization,Named_Organization,Yes,the sentencing project,the sentencing project,100,,,0.0,a nonprofit sentencing advocacy group that studies criminal justice policy,a nonprofit sentencing advocacy group that studies criminal justice policy,1.0, a nonprofit sentencing advocacy group that studies criminal justice policy, a nonprofit sentencing advocacy group that studies criminal justice policy,1.0
"as a result, voting rights have been restored to over 2 million people, said nicole porter, senior director of advocacy at the sentencing project.","as a result, voting rights have been restored to over 2 million people, said nicole porter, senior director of advocacy at the sentencing project.",100,Named_Person,Named_Person,Yes,nicole porter,nicole porter,100,"senior director of advocacy, the sentencing project",senior director of advocacy at the sentencing project,0.6975295543670654,,,0.0,"senior director of advocacy, the sentencing project ",senior director of advocacy at the sentencing project ,0.6975295543670654
,republican gov. jim pillenâs office did not immediately respond to messages thursday by the associated press asking whether he would sign the bill into law.,0,,Named_Organization,No,,the associated press,0,,,0.0,,,0.0,, ,0.0
,he prevailed by appealing to the practical sensibilities of law-and-order lawmakers.,0,,Named_Person,No,,justin wayne,0,,omaha state sen.,0.0,,"introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term",0.0,,"omaha state sen. introduced for years by omaha state sen. justin wayne, passed by a wide margin in the last year of wayneâs second term. he is barred by term limits from running this year for a third term",0.0
