GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"on wednesday, city attorney barbara parker filed a lawsuit in alameda county superior court that accuses the airline of violating oakland and california sick leave laws. according to the complaint, southwest has been denying some of its workers in oakland the right to use earned paid sick leave. the city claims that southwest has also retaliated against workers who tried to use their leave and discouraged them from filing complaints with the city.","according to the complaint, southwest has been denying some of its workers in oakland the right to use earned paid sick leave.",100,Documents,Documents,Yes,lawsuit,alameda county superior court,33,,,0.0,,the complaint filed in alameda county superior court,0.0, , the complaint filed in alameda county superior court,0.0
the city attorney claims that southwest’s violations have potentially affected thousands of workers.,,0,Named_Person,,No,barbara parker,,0,city attorney,,0.0,,,0.0,city attorney ,,0.0
"“the city of oakland is committed to protecting workers by ensuring that all employers in oakland are complying with laws that protect their rights,” parker said in a statement.","âthe city of oakland is committed to protecting workers by ensuring that all employers in oakland are complying with laws that protect their rights,â parker said in a statement.",99,Named_Person,Named_Person,Yes,barbara parker,barbara parker,100,city attorney,city attorney,1.0000001192092896,,city attorney barbara parker filed a lawsuit in alameda county superior court,0.0,city attorney ,city attorney city attorney barbara parker filed a lawsuit in alameda county superior court,0.5090757608413696
the lawsuit — filed just a couple days after labor day—claims that southwest has also violated an existing settlement agreement that was supposed to resolve similar problems.,,0,Documents,,No,lawsuit,,0,,,0.0,,,0.0, ,,0.0
"in 2017, the city received complaints that southwest had a policy whereby it zeroed out unused accumulated sick leave pay on january 1 of every year, rather than carry it forward. in december 2020, the city and southwest signed a settlement in which, among other things, the airline agreed to fully restore the sick leave hours it had canceled for certain workers between 2017 and 2020.","in december 2020, the city and southwest signed a settlement in which, among other things, the airline agreed to fully restore the sick leave hours it had canceled for certain workers between 2017 and 2020.",100,Documents,Documents,Yes,lawsuit,city of oakland and southwest airlines,22,,,0.0,,the 2020 settlement agreement,0.0, , the 2020 settlement agreement,0.0
"according to the city attorney, southwest didn’t restore those hours for all workers.","according to the complaint, southwest has been denying some of its workers in oakland the right to use earned paid sick leave.",71,Named_Person,Documents,No,barbara parker,alameda county superior court,33,city attorney,,0.0,,the complaint filed in alameda county superior court,0.0,city attorney , the complaint filed in alameda county superior court,0.33176252245903015
"the city is demanding that southwest comply with local labor laws and the 2020 settlement agreement; pay restitution, damages and penalties to the affected workers; pay for the cost of the city enforcing the law; and undo any disciplinary actions taken against workers under the allegedly unlawful sick leave policy.",,0,Documents,,No,lawsuit,,0,,,0.0,,,0.0, ,,0.0
a southwest spokesperson told the oaklandside that the assertion that any oakland employee was forced to work while sick or take unpaid absences is unfounded.,a southwest spokesperson told the oaklandside that the assertion that any oakland employee was forced to work while sick or take unpaid absences is unfounded.,100,Named_Organization,Named_Organization,Yes,southwest airlines,southwest airlines,100,,,0.0,,southwest spokesperson,0.0, , southwest spokesperson,0.0
"southwest airlines fully complies with applicable sick leave laws in oakland and california, as well as with the terms of a december 2020 settlement agreement with the city, although southwest remains willing to address the city’s concerns about sick leave policies, the airline is prepared to vigorously defend itself against these frivolous claims in court, including by asking the court to address the city’s own breach of the settlement agreement.","âsouthwest airlines fully complies with applicable sick leave laws in oakland and california, as well as with the terms of a december 2020 settlement agreement with the city,â the spokesperson said in a statement.",100,Named_Organization,Named_Organization,Yes,southwest airlines,southwest airlines,100,,,0.0,,southwest spokesperson,0.0, , southwest spokesperson,0.0
"in a press release, the city attorney said southwest’s practices were especially detrimental during the covid-19 pandemic, when workers were forced to report to work even when they were sick.","in a press release, the city attorney said southwestâs practices were especially detrimental during the covid-19 pandemic, when workers were forced to report to work even when they were sick.",100,Named_Person,Named_Organization,No,barbara parker,city of oakland,14,city attorney,,0.0,,"measure ff, a 2014 ordinance approved by oakland voters,the city attorney",0.0,city attorney ," measure ff, a 2014 ordinance approved by oakland voters,the city attorney",0.9665267467498779
"“we are grateful that the city of oakland is holding southwest accountable. we hope that southwest policies and practices will finally change for good,” eric swygert, a southwest employee and an elected ramp representative with the transport workers union of america local 555, said in a statement.","âwe are grateful that the city of oakland is holding southwest accountable. we hope that southwest policies and practices will finally change for good,â eric swygert, a southwest employee and an elected ramp representative with the transport workers union of america local 555, said in a statement.",100,Named_Person,Named_Person,Yes,eric swygert,eric swygert,100,elected ramp representative with the transport workers union of america local 555,southwest employee and an elected ramp representative with the transport workers union of america local 555,0.8820428252220154,southwest employee,a southwest employee and an elected ramp representative with the transport workers union of america local 555,0.6774856448173523,elected ramp representative with the transport workers union of america local 555 southwest employee,southwest employee and an elected ramp representative with the transport workers union of america local 555 a southwest employee and an elected ramp representative with the transport workers union of america local 555,0.8841198682785034
"oakland has several laws that protect workers, including measure ff, a 2014 ordinance approved by oakland voters that established a minimum wage and requires employers to provide paid sick leave to employees. the law also authorizes the city attorney to file lawsuits to enforce it","oakland has several laws that protect workers, including measure ff, a 2014 ordinance approved by oakland voters that established a minimum wage and requires employers to provide paid sick leave to employees.",100,Documents,Documents,Yes,measure ff,city of oakland,8,,,0.0,,"measure ff, a 2014 ordinance approved by oakland voters,the city attorney",0.0, ," measure ff, a 2014 ordinance approved by oakland voters,the city attorney",0.0
,"some of the newer complaints from southwest workers were filed with oaklandâs department of workforce employment standards, which enforces wage and hour laws in the city.",0,,Named_Organization,No,,oaklandâs department of workforce employment standards,0,,,0.0,,"the order from oaklandâs department of workforce employment standards,enforces wage and hour laws in the city",0.0,," the order from oaklandâs department of workforce employment standards,enforces wage and hour laws in the city",0.0
,"last year, this relatively new department ordered a radisson hotel in east oakland to pay $404,491 to workers who were allegedly underpaid for nearly a year.",0,,Documents,No,,oaklandâs department of workforce employment standards,0,,,0.0,,"the order from oaklandâs department of workforce employment standards,enforces wage and hour laws in the city",0.0,," the order from oaklandâs department of workforce employment standards,enforces wage and hour laws in the city",0.0
