GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"campa’s next goal? to get her son, sergio, who has been diagnosed with autism spectrum disorder, enrolled in kindergarten.",,0,Named_Person,,No,juanita campa,,0,,,0.0,she doesn’t like to think about how her family used to live in the jungle. now she has less than 90 days remaining at the hotel.,,0.0, she doesn’t like to think about how her family used to live in the jungle. now she has less than 90 days remaining at the hotel.,,0.0
"“he’s a very smart kid,” campa said. “he listens.”","âheâs a very smart kid,â campa said. âhe listens.â",86,Named_Person,Named_Person,Yes,juanita campa,juanita campa,100,,,0.0,she doesn’t like to think about how her family used to live in the jungle. now she has less than 90 days remaining at the hotel.,"homeless parent living in interim housing program; evicted from her apartment, homeless for years",0.28294846415519714, she doesn’t like to think about how her family used to live in the jungle. now she has less than 90 days remaining at the hotel.," homeless parent living in interim housing program; evicted from her apartment, homeless for years",0.28294846415519714
campa also hopes to move her family into a more permanent living situation.,,0,Named_Person,,No,juanita campa,,0,,,0.0,she doesn’t like to think about how her family used to live in the jungle. now she has less than 90 days remaining at the hotel.,,0.0, she doesn’t like to think about how her family used to live in the jungle. now she has less than 90 days remaining at the hotel.,,0.0
"since 2020, the number of homeless students in santa clara county has almost doubled, according to the california department of education.","since 2020, the number of homeless students in santa clara county has almost doubled, according to the california department of education.",100,Named_Organization,Documents,No,california department of education,california department of education,100,,,0.0,among the rapidly growing ranks of unhoused students in south bay schools.,according to the california department of education,0.375995397567749, among the rapidly growing ranks of unhoused students in south bay schools., according to the california department of education,0.375995397567749
"about 1,200 students in the east side union high school district and alum rock union school district were reported to be homeless in 2024 — three times the number of homeless students in 2020.",,0,Named_Organization,,No,california department of education,,0,,,0.0,among the rapidly growing ranks of unhoused students in south bay schools.,,0.0, among the rapidly growing ranks of unhoused students in south bay schools.,,0.0
"three other counties in the bay area — alameda, contra costa and san mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023. according to the state, 10% to 12% of those students were living in temporary shelters that year.",,0,Named_Organization,,No,california department of education,,0,,,0.0,among the rapidly growing ranks of unhoused students in south bay schools.,,0.0, among the rapidly growing ranks of unhoused students in south bay schools.,,0.0
"in the alum rock district, superintendent imee almazan said the covid-19 pandemic exacerbated multiple economic issues that were out of the parents’ and the school district’s control, leading to the increase in homeless youth.",,0,Named_Person,,No,imee almazan,,0,"superintendent, alum rock district",,0.0,,,0.0,"superintendent, alum rock district ",,0.0
"“it goes back to economic hardships, loss of jobs, displacement. there’s just a number of reasons why our families are growing in our (homeless youth) population,” almazan said. “and some of our families haven’t bounced back from that yet.”","âit goes back to economic hardships, loss of jobs, displacement. thereâs just a number of reasons why our families are growing in our (homeless youth) population,â almazan said. âand some of our families havenât bounced back from that yet.â",100,Named_Person,Named_Person,Yes,imee almazan,imee almazan,100,"superintendent, alum rock district",superintendent,1.0000001192092896,,superintendent of alum rock district; explains pandemicâs impact on homeless youth,0.0,"superintendent, alum rock district ",superintendent superintendent of alum rock district; explains pandemicâs impact on homeless youth,0.47137048840522766
"maryam adalat, director of student services at east side union high school district, said many families have lost stable housing, their jobs or loved ones who were the family’s main provider since the covid-19 pandemic.",,0,Named_Person,,No,maryam adalat,,0,"director of student services, east side union high school district",,0.0,,,0.0,"director of student services, east side union high school district ",,0.0
"adalat said district staff have seen many families facing unstable housing and multiple families living in a household. “we have students who are living in shelters. we actually have foster youth that are unhoused as well,” she said.",adalat said district staff have seen many families facing unstable housing and multiple families living in a household.,100,Named_Person,Named_Person,Yes,maryam adalat,maryam adalat,100,"director of student services, east side union high school district",director of student services,1.0,,director of student services at east side union high school district; discusses post-pandemic challenges,0.0,"director of student services, east side union high school district ",director of student services director of student services at east side union high school district; discusses post-pandemic challenges,0.5245763063430786
"out of the 1,974 homeless students enrolled at east side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.","out of the 1,974 homeless students enrolled at east side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.",100,Named_Organization,Documents,No,california department of education,state education department,53,,,0.0,among the rapidly growing ranks of unhoused students in south bay schools.,according to the state education department,0.3258278965950012, among the rapidly growing ranks of unhoused students in south bay schools., according to the state education department,0.3258278965950012
"that same year, a majority of homeless students in the district were unable to pass the smarter balanced summative assessments, standardized tests for mathematics and language arts. around 78% of homeless students were unable to meet the standards for mathematics, while 51% were unable to meet the standard for language arts.",,0,Named_Organization,,No,california department of education,,0,,,0.0,among the rapidly growing ranks of unhoused students in south bay schools.,,0.0, among the rapidly growing ranks of unhoused students in south bay schools.,,0.0
