article_w_version,model_name,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
1-Harris-Trump-Reuters-Poll_avg,gemini-2.5-flash,0.925,0.16228070175438597,0.15,0.6988304093567251,0.16228070175438597,1.0,0.6988304093567251,0.16228070175438597,0.16228070175438597,0.15,0.07500000000000001,0.14855072463768115,18.5,3.0,3.5,23.5
10-Nebraska-voting-rights_avg,gemini-2.5-flash,0.9375,0.9375,0.875,0.6607142857142857,0.6607142857142857,0.7142857142857142,0.6607142857142857,0.3839285714285714,0.4464285714285714,0.375,0.0625,0.5989974937343359,7.5,5.5,12.0,20.0
11-Nebraska-felons-crim-justice_avg,gemini-2.5-flash,0.95,1.0,0.95,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8421052631578947,0.9473684210526315,0.8,0.05,0.47368421052631576,19.0,18.0,18.0,38.0
12-kids-lead-poisoning_avg,gemini-2.5-flash,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8666666666666667,2.0,0.0,13.0,15.0
13-pilot-curb-evictions_avg,gemini-2.5-flash,1.0,0.5714285714285714,0.5714285714285714,0.5,0.5,0.875,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.0,0.7019927536231885,14.0,7.0,33.0,47.0
14-many-police-calls_avg,gemini-2.5-flash,0.9782608695652174,0.8893280632411067,0.8695652173913043,0.3557312252964427,0.26679841897233203,0.3,0.3557312252964427,0.39920948616600793,0.7164031620553359,0.13043478260869565,0.021739130434782608,0.4523809523809524,22.5,11.0,19.0,42.0
15-Newsom-declares-emergency_avg,gemini-2.5-flash,0.9333333333333333,0.9285714285714286,0.8666666666666667,0.8571428571428571,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.21428571428571427,0.5,0.4,0.06666666666666667,0.5751633986928104,14.0,12.0,24.0,39.0
16-America's-Sleeping-Giant_avg,gemini-2.5-flash,0.8846153846153846,0.7076923076923077,0.6153846153846154,0.3307692307692308,0.3307692307692308,0.5,0.3307692307692308,0.36923076923076925,0.45769230769230773,0.15384615384615385,0.11538461538461539,0.7100490196078432,11.5,5.0,32.5,45.5
17-homelessness-santa-clara_avg,gemini-2.5-flash,0.9,0.7222222222222222,0.65,0.7777777777777778,0.7222222222222222,1.0,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.0,0.1,0.3939393939393939,18.0,13.0,13.0,33.0
18-wyoming-primary-dems_avg,gemini-2.5-flash,0.8461538461538461,0.8181818181818182,0.6923076923076923,0.8181818181818182,0.7272727272727273,0.8888888888888888,0.8181818181818182,0.0,0.0,0.23076923076923078,0.15384615384615385,0.43478260869565216,11.0,7.0,10.0,23.0
19-oakland-sues-SW-airlines_avg,gemini-2.5-flash,0.8333333333333334,0.9,0.75,0.7,0.7,0.7777777777777778,0.7,0.9,0.9,0.0,0.16666666666666666,0.3333333333333333,10.0,9.0,6.0,18.0
2-Best-DDR-player_avg,gemini-2.5-flash,0.8333333333333333,0.6907894736842105,0.5714285714285714,0.7171052631578947,0.6907894736842105,1.0,0.7171052631578947,0.6134868421052632,0.6134868421052632,0.40476190476190477,0.16666666666666666,0.4026442307692308,17.5,12.0,14.5,35.5
20-bill-easier-access_avg,gemini-2.5-flash,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,0.6666666666666666,0.0,0.8333333333333334,0.625,0.25,0.2727272727272727,6.0,5.0,3.0,11.0
21-trump-kamala-mispronounce_avg,gemini-2.5-flash,1.0,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,1.0,0.8333333333333333,0.16666666666666666,0.6666666666666666,0.5,0.0,0.8738095238095238,3.0,2.5,23.5,26.5
22-Judge-rules-breona-taylor_avg,gemini-2.5-flash,0.6875,0.9090909090909091,0.625,0.8181818181818182,0.8181818181818182,0.9,0.8181818181818182,0.45454545454545453,0.45454545454545453,0.3125,0.3125,0.2727272727272727,11.0,8.0,6.0,22.0
23-black-landowners-11mins_avg,gemini-2.5-flash,0.96875,0.7083333333333333,0.6875,0.58125,0.5479166666666666,0.775,0.58125,0.35625,0.38958333333333334,0.03125,0.03125,0.43842364532019706,15.5,7.5,12.5,28.5
24-what-happens-to-migrants_avg,gemini-2.5-flash,0.8181818181818182,1.0,0.8181818181818182,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,1.0,0.36363636363636365,0.18181818181818182,0.45,9.0,9.0,9.0,20.0
25-ballot-access-trans_avg,gemini-2.5-flash,0.8783783783783784,0.8458254269449715,0.7432432432432432,0.8149905123339658,0.7533206831119544,0.8905835543766578,0.8149905123339658,0.2760910815939279,0.5113851992409867,0.3108108108108108,0.12162162162162163,0.4557646549859399,32.5,24.5,31.0,68.0
26-biden-harris-11M_avg,gemini-2.5-flash,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9473684210526315,1.0,1.0,18.0,19.0
27-general-assembly-landlords_avg,gemini-2.5-flash,1.0,0.9117647058823529,0.9117647058823529,0.20588235294117646,0.17647058823529413,0.19375,0.20588235294117646,0.3235294117647059,0.38235294117647056,0.058823529411764705,0.0,0.7806360306360307,17.0,5.5,60.5,77.5
28-scranton-ukrainian-weapons_avg,gemini-2.5-flash,1.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.9,0.7272727272727273,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.0,0.47619047619047616,11.0,9.0,10.0,21.0
29-tim-scott-deregulate_avg,gemini-2.5-flash,0.875,0.5,0.4375,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.125,0.68,14.0,2.0,34.0,50.0
3-SF renewed-sweeps_avg,gemini-2.5-flash,0.9583333333333334,0.4782608695652174,0.4583333333333333,0.4782608695652174,0.43478260869565216,0.9090909090909091,0.4782608695652174,0.43478260869565216,0.6086956521739131,0.3333333333333333,0.041666666666666664,0.45454545454545453,23.0,10.0,20.0,44.0
30-la-lower-rent-hikes_avg,gemini-2.5-flash,0.8108108108108109,0.9,0.7297297297297298,0.5833333333333333,0.5833333333333333,0.646978021978022,0.5833333333333333,0.21666666666666667,0.21666666666666667,0.14864864864864866,0.1891891891891892,0.47196356275303647,30.0,19.5,33.5,70.5
31-SV-GT-vermont_bill_avg,gemini-2.5-flash,1.0,0.96,0.96,0.96,0.96,1.0,0.96,0.08,0.32,0.24,0.0,0.34210526315789475,25.0,24.0,13.0,38.0
