SourcedStatement,SourceType,Name,Title,Justification
"The Tobyhanna Army Depot, which specializes in logistics support and radar equipment for foreign allies such as Ukraine, estimates that the company has a $2.4 billion dollar impact on the area and that it is the largest industrial employer in the region.",Named Organization Sources,Tobyhanna Army Depot,,The Tobyhanna Army Depot is cited to illustrate its economic impact and role as a major employer in the region.
"Officials at Tobyhanna estimate that its average annual salary is $30,000 higher than the average salary in northeastern Pennsylvania, which is around $58,000 in 2021.",Named Organization Sources,Tobyhanna Army Depot,,The Tobyhanna Army Depot is cited to highlight the economic benefits of its operations for employees in the region.
"We’re all about quality jobs, and that’s a quality organization.",Named Person Sources,Bob Durkin,President and Chief Executive Officer of the Scranton Chamber of Commerce,Bob Durkin is quoted to highlight the economic importance of the Scranton Army Ammunition Plant to the local community.
So the infusion of additional funding to support is important to us.,Named Person Sources,Bob Durkin,President and Chief Executive Officer of the Scranton Chamber of Commerce,Bob Durkin is quoted to highlight the economic importance of the Scranton Army Ammunition Plant to the local community.
"It’s not $277 million that stays here. But, you know, it’s a good chunk of it.",Named Person Sources,Matt Cartwright,Congressman representing Scranton and other parts of Northeastern Pennsylvania,Matt Cartwright is quoted to emphasize the economic impact of defense contracts on the local economy.
And it’s important that we keep that work coming.,Named Person Sources,Matt Cartwright,Congressman representing Scranton and other parts of Northeastern Pennsylvania,Matt Cartwright is quoted to emphasize the economic impact of defense contracts on the local economy.
I don’t really think that people dwell or concentrate on anything that’s going on outside of their sphere of influence.,Named Person Sources,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,Rich Hansen is quoted to provide insight into the focus of workers at the Scranton Army Ammunition Plant.
We’re kind of busy concentrating on what’s going on in Scranton.,Named Person Sources,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,Rich Hansen is quoted to provide insight into the focus of workers at the Scranton Army Ammunition Plant.
"With the Ukraine support, you know, one day I was sitting there thinking about what needs to be done, and it kind of hit me that what we were doing directly affects whether people live or die.",Named Person Sources,Jim Jarick,Senior Technology Center Engineer at the Tobyhanna Army Depot,Jim Jarick is quoted to highlight the critical importance of the work being done at the Tobyhanna Army Depot.
"If we aren’t doing our job correctly, people could die tomorrow. And that just put this whole thing in perspective for me.",Named Person Sources,Jim Jarick,Senior Technology Center Engineer at the Tobyhanna Army Depot,Jim Jarick is quoted to highlight the critical importance of the work being done at the Tobyhanna Army Depot.
"At the height of last year’s counteroffensive, the Ukrainians were firing about 6,000 a day.",Named Person Sources,Mark Cancian,Senior Advisor at the Center for Strategic and International Studies,Mark Cancian is quoted to provide expert analysis on the scale of artillery usage in the Ukraine conflict.
"The Russians are [firing] probably about 10,000 a day.",Named Person Sources,Mark Cancian,Senior Advisor at the Center for Strategic and International Studies,Mark Cancian is quoted to provide expert analysis on the scale of artillery usage in the Ukraine conflict.
Our first task is to save our people.,Named Person Sources,Col. Olksandr Popov,Commander of a Ukrainian artillery unit,Col. Olksandr Popov is quoted to emphasize the critical need for artillery shells in Ukraine's defense efforts.
"Without artillery, we cannot do this.",Named Person Sources,Col. Olksandr Popov,Commander of a Ukrainian artillery unit,Col. Olksandr Popov is quoted to emphasize the critical need for artillery shells in Ukraine's defense efforts.
We had a job fair in the middle of a heat wave and there was still a line going out of the door.,Unnamed Group of People,null,,"The text refers to attendees of a job fair at the Tobyhanna Army Depot, illustrating the high demand for jobs in the defense manufacturing sector."
"We had another one when it was pouring rain, and the same thing happened.",Unnamed Group of People,null,,"The text refers to attendees of a job fair at the Tobyhanna Army Depot, illustrating the high demand for jobs in the defense manufacturing sector."
