SourcedStatement,SourceType,Name,Title,Justification
"The L.A. City Council, which sets policy, has been at the center of that tension. Last October, Councilmembers Bob Blumenfield and Hugo Soto-Martinez put forward a motion calling for a fresh look at the city’s decades-old formula for setting annual limits on rent hikes. The council approved that motion and called for a study to “conclude within 3 months.”",Named Organization Sources,L.A. City Council,,sets policy; approved the motion for the study
"The National Apartment Association, a trade group for property owners, concluding that California landlords earn 7 cents of profit on average for every dollar of rent.",Named Organization Sources,National Apartment Association,,a trade group for property owners
Public Counsel and a member of the Keep L.A. Housed coalition.,Named Organization Sources,Public Counsel,,legal advocacy organization; part of the Keep L.A. Housed coalition
"Under state public records law, preliminary drafts must be released if they are retained in the ordinary course of business, as this one has been. LAist noted in its correspondence with housing department officials that the report was not a draft but was a finished product submitted by the contractor.",Named Organization Sources,state public records law,,legal framework governing document disclosure
"Daniel Yukelson with the Apartment Association of Greater Los Angeles pointed to recent data from the National Apartment Association, a trade group for property owners, concluding that California landlords earn 7 cents of profit on average for every dollar of rent.",Named Person Sources,Daniel Yukelson,Executive Director (assumed),with the Apartment Association of Greater Los Angeles
"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,” Yukelson said.",Named Person Sources,Daniel Yukelson,Executive Director (assumed),with the Apartment Association of Greater Los Angeles
"He said the report takes a macroeconomic view of the city’s rental market, but fails to capture the unique struggles facing many small landlords.",Named Person Sources,Daniel Yukelson,Executive Director (assumed),with the Apartment Association of Greater Los Angeles
"“There are plenty of owners out there who have had their renters in place for many years,” Yukelson said. “They're way below market. And they're having trouble today keeping up with the growing costs of insurance, maintenance and supplies.”",Named Person Sources,Daniel Yukelson,Executive Director (assumed),with the Apartment Association of Greater Los Angeles
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,” said Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition.",Named Person Sources,Christina Boyar,legal fellow,with Public Counsel and a member of the Keep L.A. Housed coalition
"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,” Boyar said. “We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Named Person Sources,Christina Boyar,legal fellow,with Public Counsel and a member of the Keep L.A. Housed coalition
"Sharon Sandow, a spokesperson for the L.A. Housing Department, told LAist last week the document was still a “draft report,” and they didn't have a specific date lined up for its release.",Named Person Sources,Sharon Sandow,spokesperson,for the L.A. Housing Department
"Daniel Flaming, president of the Economic Roundtable and a co-author of the report, said he didn’t have a good answer for why the report was kept under wraps.",Named Person Sources,Daniel Flaming,president,of the Economic Roundtable and a co-author of the report
"“I think when it's a politically contentious issue, there are attempts to manage the conversation,” Flaming said. “The substance of the report is final. It was submitted as a final report and accepted by the city as a final work product.”",Named Person Sources,Daniel Flaming,president,of the Economic Roundtable and a co-author of the report
"In an email reacting to the Economic Roundtable report, Soto-Martínez told LAist, “As we await the finalized version of this report, it’s heartening to see so much data supporting the policy changes that renters have been demanding — especially when it comes to preventing excessive rent increases that can devastate working families.”",Named Person Sources,Hugo Soto-Martinez,Councilmember,one of the council members who requested the report be commissioned
"The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants. The report recommends changes that could lower the rent hikes tenants face each year, setting up what is sure to be a fierce debate at city hall.",Document Sources,Economic Roundtable,,The report was commissioned by the L.A. City Council and submitted to the L.A. Housing Department; LAist obtained the report through a public records request.
"About 35% of the rent L.A. tenants pay goes to operating expenses for apartment buildings, on average. This includes maintenance, utilities, insurance, payroll and other routine costs. Landlords can use the remainder to cover mortgages and turn a profit.",Document Sources,Economic Roundtable,,The report was commissioned by the L.A. City Council and submitted to the L.A. Housing Department; LAist obtained the report through a public records request.
"From January 2020 through January 2023, 4 in 10 rent-controlled L.A. apartments became vacant. When a tenant leaves a rent-controlled unit, the city’s rules allow landlords to raise rents to market rates. These higher rents helped landlords absorb the impact of a nearly four-year freeze on rent hikes.",Document Sources,Economic Roundtable,,The report was commissioned by the L.A. City Council and submitted to the L.A. Housing Department; LAist obtained the report through a public records request.
"Many expenses have risen sharply for landlords in recent years, outpacing inflation. Property insurance costs have roughly doubled since 2020. However, the report notes these expenses make up a relatively small portion of overall costs.",Document Sources,Economic Roundtable,,The report was commissioned by the L.A. City Council and submitted to the L.A. Housing Department; LAist obtained the report through a public records request.
"About one-fifth of L.A. renters are living below the federal poverty line. According to U.S. Census data, just over half of those renters spend 90% of their income or more on rent. Rent increases can leave these low-income renters vulnerable to displacement and homelessness.",Document Sources,Economic Roundtable,,The report was commissioned by the L.A. City Council and submitted to the L.A. Housing Department; LAist obtained the report through a public records request.
The city’s current range of allowable annual rent increases — anywhere from 3% to 8% depending on inflation — is higher than the increases permitted in most other California cities with rent control.,Document Sources,Economic Roundtable,,The report was commissioned by the L.A. City Council and submitted to the L.A. Housing Department; LAist obtained the report through a public records request.
Tenant advocates took a very different view of the report. They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.,Unnamed Group of People,tenant advocates,,They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
Landlord advocates strongly disputed the report’s conclusions.,Unnamed Group of People,landlord advocates,,strongly disputed the report’s conclusions
