SourcedStatement,SourceType,Name,Title,Justification
"In Kansas, lawyers for the American Civil Liberties Union have drafted a letter reminding election workers that a gender marker on a person’s identification does not need to match or correspond to a voter’s gender expression.",Named Organization Sources,American Civil Liberties Union,,
Staff for the organization have also held clinics elsewhere to prepare trans Americans for the identification requirements they will have to navigate.,Named Organization Sources,American Civil Liberties Union,,
"In eight battleground states, the nonprofit VoteRiders is on the ground helping voters get the identification they need to cast ballots in the November election — and one that reflects who they are.",Named Organization Sources,VoteRiders,,
"Equality Florida, the state’s leading LGBTQ+ advocacy group, is holding “know your rights” trainings in the wake of new regulations barring many transgender voters from obtaining photo identification that reflects their gender.",Named Organization Sources,Equality Florida,,
"Last year, Tennessee Gov. Bill Lee, a Republican, signed a bill into law that defines sex as “determined by anatomy and genetics existing at the time of birth.”",Named Organization Sources,Tennessee,,
The state’s Department of Safety and Homeland Security then created a rule banning transgender people from changing gender markers on their driver’s licenses.,Named Organization Sources,Tennessee’s Department of Safety and Homeland Security,,
"The ACLU sued the agency for discrimination, claiming the rule was adopted illegally because it didn’t follow proper administrative procedure.",Named Organization Sources,ACLU,,
"In Florida, which has emerged as a national epicenter of policies targeting LGBTQ+ people in recent years, the state’s Department of Highway Safety and Motor Vehicles issued a new regulation barring residents from updating their gender identity on their drivers’ license.",Named Organization Sources,Florida’s Department of Highway Safety and Motor Vehicles,,
"The ACLU, which is tracking some of these laws and rules, has tried to prepare election workers on how to process trans voters who come into their polling sites.",Named Organization Sources,ACLU,,
VoteRiders is conducting year-round voter education.,Named Organization Sources,VoteRiders,,
"“There is a chilling effect,” said Lauren Kunis, CEO and executive director of VoteRiders, which helps voters obtain identification.",Named Person Sources,Lauren Kunis,,
"“There is an unsafe and intimidating environment around existing as trans in society, and definitely in being able to go to the polls safely and cast a ballot.”",Named Person Sources,Lauren Kunis,,
"“A lot is falling on poll workers to correctly enforce the law,” Kunis added.",Named Person Sources,Lauren Kunis,,
“And I would argue that is less of a solid protection in states where anti-trans rhetoric is skyrocketing.”,Named Person Sources,Lauren Kunis,,
He described Democratic vice presidential nominee Tim Walz recently as “very heavy into the transgender world.”,Named Person Sources,Donald Trump,,
"“Trans votes count,” said Ankit Rastogi, director of research for the National Center for Transgender Equality, which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund.",Named Person Sources,Ankit Rastogi,,
“I think the big takeaway is that our community is really trying to come out and make a difference through the democratic process.”,Named Person Sources,Ankit Rastogi,,
"Forcing a person to show identification that does not align with their gender identity could out them to people in their community, as Lucas Cameron-Vaughn, an attorney for the ACLU of Tennessee, explained.",Named Person Sources,Lucas Cameron-Vaughn,,
"“Trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of ID.",Named Person Sources,Lucas Cameron-Vaughn,,
"And so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment,” he said.",Named Person Sources,Lucas Cameron-Vaughn,,
"Last year, Tennessee Gov. Bill Lee, a Republican, signed a bill into law that defines sex as “determined by anatomy and genetics existing at the time of birth.”",Named Person Sources,Bill Lee,,
"“It’s a tactic that’s designed to splinter support for trans rights and suggest sort of who is harmed by protecting trans people — to frame that as cisgender women being the people harmed by protections for trans people,” said Rose Saxe, who is deputy project director for the ACLU’s LGBT & HIV Project.",Named Person Sources,Rose Saxe,,
"To Quinn Diaz, a public policy associate at advocacy group Equality Florida, the failure of most anti-LGBTQ+ bills introduced in this year’s legislative session showed that the tide in Florida is turning.",Named Person Sources,Quinn Diaz,,
"But the new gender marker regulation signals yet another way that state agencies in Florida have overstepped their bounds and been “weaponized” to target transgender Floridians, they argued.",Named Person Sources,Quinn Diaz,,
"“We saw it as a move to inflict maximum chaos and misunderstanding,” Diaz said.",Named Person Sources,Quinn Diaz,,
“And really to scare trans folks from even participating and getting the license if they needed to update it.”,Named Person Sources,Quinn Diaz,,
"“With these laws in Florida, you’re forced to choose between living authentically and just not really participating in public life,” Diaz said.",Named Person Sources,Quinn Diaz,,
"Diaz, who is transgender, moved to Florida from Massachusetts, where they had an “X” gender marker on their driver’s license.",Named Person Sources,Quinn Diaz,,
"Because they didn’t have all the necessary documentation and weren’t established yet with a local provider when they transferred their license to Florida, they forfeited that marker and defaulted to a license with their sex assigned at birth.",Named Person Sources,Quinn Diaz,,
"Diaz said they didn’t have any problems voting in person in the 2022 midterms, but they plan to vote by mail this November.",Named Person Sources,Quinn Diaz,,
"“I can imagine that a lot of trans folks in Florida who might not have access … to an accurate and affirming ID might not want to engage in that process at all, especially in such a heightened political environment,” Diaz said.",Named Person Sources,Quinn Diaz,,
"“Gender nonconforming people are already under such public scrutiny nationwide,” Diaz said.",Named Person Sources,Quinn Diaz,,
“That’s when you’re gonna see the convergence of those two elements.,Named Person Sources,Quinn Diaz,,
"It really seems like it would only result in more discrimination, more discomfort for trans people, more interrogation and potentially just being turned away.”",Named Person Sources,Quinn Diaz,,
"Hazel Krebs, a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law, felt the weight of that increased scrutiny as she cast her ballot in March.",Named Person Sources,Hazel Krebs,,
Krebs wondered whether her identification — one that for weeks no longer reflected her gender identity — might impact her ability to vote.,Named Person Sources,Hazel Krebs,,
"She chatted with the election workers in the mostly empty precinct, then showed her ID.",Named Person Sources,Hazel Krebs,,
"She did her homework, learned that gender is not required information to vote and showed up ready to explain it.",Named Person Sources,Hazel Krebs,,
But no one questioned her.,Named Person Sources,Hazel Krebs,,
Krebs voted and was out of the polling site within minutes.,Named Person Sources,Hazel Krebs,,
"Still, she worries that, under the same circumstances, another trans person might have stayed home.",Named Person Sources,Hazel Krebs,,
"“They won’t stop me, but I can see how it would stop others,” she said.",Named Person Sources,Hazel Krebs,,
“It is almost certainly stopping some people from showing up at the polls.”,Named Person Sources,Hazel Krebs,,
Trans voters can obtain a U.S. passport or passport card that reflects their gender identity without needing to provide underlying documentation.,Named Person Sources,Lauren Kunis,,
"“Our ability to participate in this democracy in Florida, it’s been on the line for a while,” Diaz said.",Named Person Sources,Quinn Diaz,,
"Transgender people, they said, are being “forced to choose between participating in our greatest civic right or just sitting out because the state doesn’t see us for who we are.”",Named Person Sources,Quinn Diaz,,
"“Something that’s very frustrating for us at VoteRiders is you will never be able to capture the number of people who do not feel safe voting, and who therefore stay home.",Named Person Sources,Lauren Kunis,,
And you also won’t be able to capture the people who are trans and show up to try and vote and are turned away.”,Named Person Sources,Lauren Kunis,,
Kunis said.,Named Person Sources,Lauren Kunis,,
"“And we know that is happening, but it is difficult to quantify.”",Named Person Sources,Lauren Kunis,,
Cameron-Vaughn said he also worries about a scenario where a trans person is stopped at a polling place because of mismatching information on their identification and must fill out a provisional ballot — a voting option that often requires a person to return at a later date with more documentation to ensure their vote is counted.,Named Person Sources,Lucas Cameron-Vaughn,,
"“There are definitely the physical dangers, the dangers for harassment, discrimination — but also ultimately, voter suppression,” he said.",Named Person Sources,Lucas Cameron-Vaughn,,
"Josie Caballero, director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey, said it’s important to remember that barriers to voting existed for trans people before the latest slate of laws and rules targeting sex classification, particularly around voter ID rules.",Named Person Sources,Josie Caballero,,
Trans people turned out to vote despite those policy roadblocks.,Named Person Sources,Josie Caballero,,
"“It really shows the resiliency of the trans community to ensure that our voices are heard and we have visibility at the ballot box,” she said.",Named Person Sources,Josie Caballero,,
"Krebs, who plans to vote in November, is worried about how the dynamics of a crowded polling site might impact her ability to vote.",Named Person Sources,Hazel Krebs,,
"But she is determined to access the ballot, and to stay in Kansas despite the heightened scrutiny.",Named Person Sources,Hazel Krebs,,
"“There’s nothing these laws will do to stop me from living my best life,” she said.",Named Person Sources,Hazel Krebs,,
“It just puts my energy and passion towards making this place better for me and other trans people.”,Named Person Sources,Hazel Krebs,,
"At least nine states in the past two years have explicitly regulated gender in this way, according to a tally by the Movement Advancement Project (MAP), which tracks LGBTQ+ policy.",Document Sources,Movement Advancement Project (MAP),,which tracks LGBTQ+ policy
"An analysis released in August of respondents to the 2022 U.S. Transgender Survey, widely seen as the most comprehensive study of binary and nonbinary transgender Americans, found that voting-eligible trans people had cast ballots in the last presidential election at a higher rate than the U.S. population.",Document Sources,National Center for Transgender Equality,,widely seen as the most comprehensive study of binary and nonbinary transgender Americans
"The study included more than 92,000 respondents, including more than 84,000 adults who were 18 and older.",Document Sources,National Center for Transgender Equality,,
"Nearly 21 million voting-eligible U.S. citizens do not have a current driver’s license, according to the Center for Democracy and Civic Engagement at the University of Maryland, whose research was partially supported by VoteRiders.",Document Sources,Center for Democracy and Civic Engagement at the University of Maryland,,
"The Williams Institute at the University of California, Los Angeles School of Law, estimated ahead of the 2022 midterm election that more than 200,000 voting-eligible transgender Americans may find it difficult to vote at the time because of voter ID laws.",Document Sources,"The Williams Institute at the University of California, Los Angeles School of Law",,
