SourcedStatement,SourceType,Name,Title,Justification
"I wouldn’t be scared of going out with a bonnet or a head wrap if this bill was in place at the time of these incidents,",Named Person Sources,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network,personal experience with hair discrimination in school
"I think it’s a huge problem in our schools and this bill would help address it,",Named Person Sources,Addie Lentzner,executive director of the student anti-racism network,expertise on hair discrimination in schools
"an erasure and minimization of the experiences of marginalized people, particularly Black and brown people, ... hair type, textures, styles, protective hairstyles are a symbol of one’s identity and ability to show up authentically,",Named Person Sources,Rep. Saudia LaMont,D-Morristown,sponsor of the bill and personal experience with daughter's hair discrimination
"Hair and head coverings do not determine behavior, capacity or competency and people should not be penalized, discriminated against or treated as such,",Named Person Sources,Rep. Saudia LaMont,D-Morristown,sponsor of the bill and expertise on hair discrimination
"Hair discrimination is degrading, disrespectful and invades people’s privacy in deep ways, ... It seems like a small bill but in actuality, it’s another big block in the foundation of equity in the state,",Named Person Sources,Rep. Kevin “Coach” Christie,D-Hartford,primary sponsor of the bill and expertise on equity
"a step in the right direction towards people feeling safe and welcome in our state, no matter where they are in Vermont,",Named Person Sources,Rep. Daisy Berbeco,D-Winooski,sponsor of the bill and representation of Vermont's most diverse community
"The reality that people of color are often ostracized or mistreated because of their hair. It can be as seemingly innocent as people wanting to touch it — which is really an invasion of people’s space,",Named Person Sources,Rep. Mike Mrowicki,D-Putney,sponsor of the bill and constituent feedback on hair discrimination
"a 2023 study that found 66% of Black girls in predominantly white schools and 44% of Black girls in all schools report experiencing hair discrimination, and that the experiences typically happen before they are 10.",Document Sources,null,,data supporting the prevalence of hair discrimination among Black girls
students said she looked like Marge Simpson and that she looked too African for their comfort.,Unnamed Group of People,students,,context of Aaliyah Wilburn's experiences with hair discrimination in school
"students being punished for wearing braids in Massachusetts, a basketball player who referees initially barred from a game because of beads in her hair in New Jersey and a high school in Texas disciplining a student who refused to change his locs.",Unnamed Group of People,students/athletes,,examples of hair discrimination incidents nationwide
