SourcedStatement,SourceType,Name,Title,Justification
"HUD told me in a statement that AHF 'is part of a team that applied for these awards. The team is not only eligible, but the best qualified applicant.'",Named Organization Sources,U.S. Department of Housing and Urban Development (HUD),,Provided a statement regarding the grant awarded to AHF.
A detailed Los Angeles Times investigation published in November 2023 reported a number of issues at AHF-owned properties.,Named Organization Sources,Los Angeles Times,,Conducted an investigation into AHF-owned properties.
"Britain's new Labor government wants to build new towns to combat the country's housing cost crisis, reports The New York Times.",Named Organization Sources,The New York Times,,Reported on Britain's new Labor government's plans to combat the housing cost crisis.
Minnesota YIMBYs regroup after a bruising legislative session where most of their bills went nowhere.,Named Organization Sources,Minnesota YIMBYs,,Mentioned in the Quick Links section as regrouping after a legislative session.
"Housing policy is inherently local, and federal legislators should encourage local solutions to local problems.",Named Person Sources,Tim Scott,Senator (R–S.C.),Lead sponsor of the Renewing Opportunity in the American Dream (ROAD) to Housing Act.
"We find that new construction differentially declined in the upzoned, affordability-mandated areas.",Named Person Sources,Jacob Krimmel,Researcher,Co-author of a study on Seattle's Mandatory Housing Affordability Program.
"We find that new construction differentially declined in the upzoned, affordability-mandated areas.",Named Person Sources,Betty X. Wang,Researcher,Co-author of a study on Seattle's Mandatory Housing Affordability Program.
Kevin Erdmann on RealPage and its incoherent critics.,Named Person Sources,Kevin Erdmann,,Author of an article mentioned in the Quick Links section.
"More than 80% of housing properties that have received D.C. funding aren't bringing in enough rental income to pay their mortgages and maintenance costs, according to the District's Department of Housing and Community Development.",Document Sources,District's Department of Housing and Community Development,,Report by the Department of Housing and Community Development.
"The scale of the crisis is viewed as existential: 22,000 units that house 48,000 vulnerable residents are at risk of foreclosure today, according to DHCD.",Document Sources,DHCD,,Report highlighting the crisis in D.C.'s affordable housing.
"Delinquencies have risen dramatically, the report [by Apartment and Office Building Association] concludes, because of D.C.'s pandemic-era policies that have tripled the length of the legal process required to evict nonpaying tenants.",Document Sources,Apartment and Office Building Association,,Report analyzing the impact of D.C.'s pandemic-era policies on delinquencies.
Developers intentionally avoided MHA-zoned areas – despite their upzoning– opting instead to build on nearby blocks without affordability requirements.,Unnamed Group of People,Developers,,Researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.
"Many tenants continue living in units without paying rent and rack up tens of thousands of dollars in debts, a massive financial hole that is difficult to escape from.",Unnamed Group of People,Tenants,,Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies.
