SourcedStatement,SourceType,Name,Title,Justification
"HUD's decision to give this grant to AHF is highly questionable, given the organization's track record of managing its own residential properties.",Named Organization Sources,U.S. Department of Housing and Urban Development (HUD),,As the granting authority for the 'tenant empowerment' grant.
"The city is being sued by one Seattle homeowner over a $77,000 MHA fee that was charged when trying to add more units on her property to house her adult children.",Named Organization Sources,City of Seattle,,As the implementing authority for the Mandatory Housing Affordability (MHA) Program.
According to the District's Department of Housing and Community Development.,Named Organization Sources,District of Columbia's Department of Housing and Community Development,,"As the authority on subsidized housing units in Washington, D.C."
"Aids Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant...",Named Organization Sources,AIDS Healthcare Foundation (AHF),,As the recipient of the 'tenant empowerment' grant.
"Housing policy is inherently local, and federal legislators should encourage local solutions to local problems.",Named Person Sources,Tim Scott,Senator (R–S.C.),As stated in the press release on the ROAD to Housing Act.
"We find that new construction differentially declined in the upzoned, affordability-mandated areas.",Named Person Sources,Jacob Krimmel,Researcher,"Along with Betty X. Wang, published a new study confirming the complaints of MHA's critics."
"We find that new construction differentially declined in the upzoned, affordability-mandated areas.",Named Person Sources,Betty X. Wang,Researcher,"Along with Jacob Krimmel, published a new study confirming the complaints of MHA's critics."
"HUD told me in a statement that AHF 'is part of a team that applied for these awards. The team is not only eligible, but the best qualified applicant.'",Named Person Sources,[HUD Representative's Name Not Provided],,In response to inquiries about the grant to AHF.
A detailed Los Angeles Times investigation published in November 2023 reported a number of issues at AHF-owned properties...,Document Sources,Los Angeles Times,,A detailed investigation published in November 2023.
"More than 80% of housing properties that have received D.C. funding aren't bringing in enough rental income to pay their mortgages and maintenance costs, according to the District's Department of Housing and Community Development.",Document Sources,District's Department of Housing and Community Development,,According to the District's official report.
"Delinquencies have risen dramatically, the report [by Apartment and Office Building Association] concludes, because of D.C.'s pandemic-era policies...",Document Sources,Apartment and Office Building Association,,A report by the Apartment and Office Building Association concludes.
Developers intentionally avoided MHA-zoned areas – despite their upzoning– opting instead to build on nearby blocks without affordability requirements.,Unnamed Group of People,Developers,,Researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.
"Many tenants continue living in units without paying rent and rack up tens of thousands of dollars in debts, a massive financial hole that is difficult to escape from.",Unnamed Group of People,Tenants,,Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies.
