SourcedStatement,SourceType,Name,Title,Justification
Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.,Named Organization Sources,Alameda County,,Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.
"“This mistake has caused families stress, anxiety and panic, further limiting our community’s trust in this district,” said Max Simmons, one of OUSD’s student directors.",Named Person Sources,Max Simmons,student director,"Max Simmons, one of OUSD’s student directors, expressed concerns about the district’s handling of the lead contamination issue."
"“I sincerely apologize for the stress and concern this has caused our school sites, students and families. We understand the gravity of this situation and we are fully committed to taking immediate, transparent and corrective action,” she said.",Named Person Sources,Kyla Johnson-Trammell,Superintendent,"Kyla Johnson-Trammell, the Superintendent, apologized for the delay in notifying school communities about the lead levels and committed to corrective action."
"“There is so much trust rebuilding that has to be done for our community. We have failed. And when I say ‘we’ I mean OUSD has failed at its most basic job of not poisoning our students,” said Stuart Loebl, a sixth-grade science teacher at Frick.",Named Person Sources,Stuart Loebl,sixth-grade science teacher,"Stuart Loebl, a sixth-grade science teacher at Frick, criticized the district’s handling of the lead contamination issue and called for an independent audit."
"“Why didn’t you do your job? You knew months ago that the water was contaminated. You didn’t act, and you let those kids come back to school and drink poisoned water,” said Marina Muñoz, a parent at Madison Park Academy and an organizer with Communities for a Better Environment.",Named Person Sources,Marina Muñoz,parent and organizer,"Marina Muñoz, a parent at Madison Park Academy and an organizer with Communities for a Better Environment, demanded accountability and testing for all students."
"“This is not new to Oakland, but it is something that we need to tackle as an entire city, and we need to have community partners, philanthropic partners, as well as our county and state folks to support us in dealing with this issue,” she said.",Named Person Sources,Valarie Bachelor,Director and chair of OUSD’s facilities committee,"Valarie Bachelor, the chair of OUSD’s facilities committee, emphasized the need for community and external support to address the lead contamination issue."
The district’s safe drinking water policy states that any water sources showing lead at above 5 parts per billion must be taken offline and repaired.,Document Sources,Oakland Unified School District,,The district’s safe drinking water policy states that any water sources showing lead at above 5 parts per billion must be taken offline and repaired.
"In 2017, when OUSD was considering its clean drinking water policy, the cost to upgrade all the pipes would have been $38 million, Thomas said.",Document Sources,Oakland Unified School District,,"In 2017, when OUSD was considering its clean drinking water policy, the cost to upgrade all the pipes would have been $38 million, Thomas said."
"During the first week of school, messages went out to families that some of the water fountains on their campuses had been put out of service and were being repaired because of elevated lead levels.",Unnamed Group of People,families,,"Community members, many of whom raised concerns two weeks ago, were skeptical."
"Teachers from Frick United Academy of Language demanded to know why, if testing took place in April, fountains weren’t shut down until August.",Unnamed Group of People,teachers,,The school hosted students for summer programming when fountains would have still been in use.
Community members pointed out that other districts have lower thresholds for remediation.,Unnamed Group of People,community members,,"Community members, many of whom raised concerns two weeks ago, were skeptical."
