SourcedStatement,SourceType,Name,Title,Justification
"The Tobyhanna Army Depot, which specializes in logistics support and radar equipment for foreign allies such as Ukraine, estimates that the company has a $2.4 billion dollar impact on the area and that it is the largest industrial employer in the region.",Named Organization Sources,Tobyhanna Army Depot,,which specializes in logistics support and radar equipment for foreign allies such as Ukraine
"Officials at Tobyhanna estimate that its average annual salary is $30,000 higher than the average salary in northeastern Pennsylvania, which is around $58,000 in 2021.",Named Organization Sources,Tobyhanna Army Depot,,
"Ukraine has said that it will need more ammunition from The United States and other allies, since Russia is able to produce ammunition at a much faster rate. The Biden administration announced this month it would be sending an additional $250 million dollars worth of new military aid to Ukraine, including air defense missiles and 155mm howitzer rounds.",Named Organization Sources,Ukraine,,
"“We’re all about quality jobs, and that’s a quality organization,”",Named Person Sources,Bob Durkin,president and chief executive officer of the Scranton Chamber of Commerce,
“So the infusion of additional funding to support is important to us.”,Named Person Sources,Bob Durkin,president and chief executive officer of the Scranton Chamber of Commerce,
"“It’s not $277 million that stays here. But, you know, it’s a good chunk of it,”",Named Person Sources,Matt Cartwright,Congressman; sits on the House Appropriations Committee and represents Scranton and other parts of Northeastern Pennsylvania,
“And it’s important that we keep that work coming.”,Named Person Sources,Matt Cartwright,Congressman; sits on the House Appropriations Committee and represents Scranton and other parts of Northeastern Pennsylvania,
"“I don’t really think that people dwell or concentrate on anything that’s going on outside of their sphere of influence,”",Named Person Sources,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,
we’re kind of busy concentrating on what’s going on in Scranton.”,Named Person Sources,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,
"“We had a job fair in the middle of a heat wave and there was still a line going out of the door,”",Named Person Sources,Danielle Weinschenk,lead Public Affairs Specialist at the Tobyhanna Army Depot,
"“We had another one when it was pouring rain, and the same thing happened.”",Named Person Sources,Danielle Weinschenk,lead Public Affairs Specialist at the Tobyhanna Army Depot,
"“With the Ukraine support, you know, one day I was sitting there thinking about what needs to be done, and it kind of hit me that what we were doing directly affects whether people live or die,”",Named Person Sources,Jim Jarick,senior technology center engineer at the Tobyhanna Army Depot,
"“If we aren’t doing our job correctly, people could die tomorrow. And that just put this whole thing in perspective for me.”",Named Person Sources,Jim Jarick,senior technology center engineer at the Tobyhanna Army Depot,
"Mark Cancian, a senior advisor at the Center for Strategic and International Studies, told Morning Edition that Ukraine receives around 90,000 artillery shells a month, but that’s still not enough to keep up with Russia’s firing power.",Named Person Sources,Mark Cancian,senior advisor at the Center for Strategic and International Studies,
"“At the height of last year’s counteroffensive, the Ukrainians were firing about 6,000 a day, ”",Named Person Sources,Mark Cancian,senior advisor at the Center for Strategic and International Studies,
"“The Russians are [firing] probably about 10,000 a day.”",Named Person Sources,Mark Cancian,senior advisor at the Center for Strategic and International Studies,
"Col. Olksandr Popov, the commander of a Ukrainian artillery unit, estimates that they need about 30 to 40 shells to take out one Russian target, which is why these artillery shells are at the top of Ukraine’s list of needs.",Named Person Sources,Olksandr Popov,Col.; commander of a Ukrainian artillery unit,
"“Our first task is to save our people,”",Named Person Sources,Olksandr Popov,Col.; commander of a Ukrainian artillery unit,
"“Without artillery, we cannot do this.”",Named Person Sources,Olksandr Popov,Col.; commander of a Ukrainian artillery unit,
"This plant makes weapons for Ukraine and Taiwan, but cannot give specific numbers on how many are going to each country for security reasons.",Anonymous Sources,,,
"The U.S. Army was making 14,000 artillery shells a month prior to the conflict. Now, officials at the plant told Morning Edition that the army is producing 36,000 shells a month, up from 24,000 just six months ago.",Anonymous Sources,,officials,at the plant
