SourcedStatement,SourceType,Name,Title,Justification
,Named Organization Sources,Republican National Convention,,event where nearly half of the speakers who mentioned Harris’s first name mispronounced it
,Named Organization Sources,Goya Foods,,"company led by Bob Unanue, who mocked Kamala Harris’s name"
,Named Organization Sources,The Daily Show,,TV show where Kamala Harris addressed the issue of mispronouncing her name during an interview with Trevor Noah
"“That the highest elected leaders should conduct themselves like they did when they were children on the playground, it speaks poorly of their appreciation for the responsibility of the role that they have,”",Named Person Sources,Kamala Harris,Vice President of the United States,first female Vice President of the United States; addressing the issue of mispronouncing her name with grace and insight during a 2020 interview with Trevor Noah on The Daily Show
"“I don’t pay attention to the name-calling, Trevor. There’s some of us who have lived a lifetime of being called names. It is predictable, it is childish, and it will not distract me.”",Named Person Sources,Kamala Harris,Vice President of the United States,first female Vice President of the United States; addressing the issue of mispronouncing her name with grace and insight during a 2020 interview with Trevor Noah on The Daily Show
,Named Person Sources,Joe W. Bowers Jr,,author of the opinion piece; providing analysis on Trump’s repeated mispronunciation of Kamala Harris’s name
,Named Person Sources,Donald Trump,Former President,repeatedly mispronouncing Kamala Harris’s name; example of a leader showing disrespect and desperation
,Named Person Sources,Elon Musk,,example of an influential person mispronouncing Kamala Harris’s name
,Named Person Sources,Bob Unanue,CEO of Goya Foods,example of an influential person mocking Kamala Harris’s name
,Named Person Sources,Trevor Noah,,host of The Daily Show; conducting an interview with Kamala Harris where she addressed the issue of mispronouncing her name
,Named Person Sources,Shyamala Gopalan,,Kamala Harris’s mother; passing down her Indian cultural heritage through her name
