SourcedStatement,SourceType,Name,Title,Justification
"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city's labyrinthine network of shelter and supportive housing programs.",Named Organization Sources,Mayor's Office,,Mayor London Breed's office
"Robinson's last encampment was swept about a month ago, and ""nearly everything"" was taken, including his state ID card, he said. Despite Public Works' policy and procedure for documenting, bagging, and tagging most belongings, Robinson said he was unable to find any of his property at the city's mandated storage facility at 2323 Cesar Chavez St.",Named Person Sources,Antonio Robinson,null,38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point
"""All they do is tell me to go back to the Hunters Point Navigation Center. And I don't want to do that. I had bad experiences,"" he said.",Named Person Sources,Antonio Robinson,null,38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point
"""It's quiet here,"" he said.",Named Person Sources,Antonio Robinson,null,38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point
"""I don't understand,"" O'Brien kept repeating.",Named Person Sources,Joey O'Brien,null,"46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail"
"""Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn't follow that usual rule,"" Highsmith said.",Named Person Sources,Julian Highsmith,communications and policy director,communications and policy director for the Coalition on Homelessness
"""I personally think it's a little suspicious to do the sweep earlier. It doesn't seem like the city wants attention on the encampment sweeps, and I don't think they want people to see what happens during that process,"" he said.",Named Person Sources,Julian Highsmith,communications and policy director,communications and policy director for the Coalition on Homelessness
"In a response to Gazetteer's questions about potential breaches in protocol, Public Works spokesperson Rachel Gordon only noted that ""the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms."" Gordon said claims for lost property can be filed with the City Attorney's office.",Named Person Sources,Rachel Gordon,Public Works spokesperson,Public Works spokesperson
"According to Public Works policy, staff are supposed to provide the resident of an encampment a ""reasonable amount of time (approximately 30 minutes)"" to sort through and collect their belongings before the camp is torn down.",Document Sources,Public Works,,Public Works policy
"as a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city's storage facility on Cesar Chavez St.",Document Sources,null,,recent batch of public records secured by City Hall watchdog Hazel Williams
There were 178 people on the Department of Homelessness and Supportive Housing's online waitlist for shelter on Monday afternoon.,Document Sources,Department of Homelessness and Supportive Housing,,Department of Homelessness and Supportive Housing's online waitlist
"A federal survey released in May counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",Document Sources,null,,federal survey released in May
"Dozens of people lined the sidewalks that had been swept just hours prior, fussing with their belongings, setting up new tents, and discreetly selling wares to one another.",Unnamed Group of People,people,,people lined the sidewalks that had been swept just hours prior
