SourcedStatement,SourceType,Name,Title,Justification
"The new poll, which was conducted in the eight days ended Wednesday and had a 2 percentage point margin of error, showed Harris picking up support among women and Hispanics.",Named Organization Sources,Reuters/Ipsos,,referenced as the conductor of the poll
"She the People, a liberal group that aims to grow the numbers of women of color in elected office.",Named Organization Sources,She the People,,referenced to provide context for Aimee Allison's quote
"It's obvious that running against Harris is more challenging for Trump given the shift in these numbers, but it's certainly not insurmountable.",Named Person Sources,Matt Wolking,Republican campaign strategist,quoted to provide analysis on the poll results from a Republican perspective
We see it in this poll that people are more motivated about the future than the past.,Named Person Sources,Aimee Allison,Founder of She the People,quoted to provide interpretation of the poll results from a liberal group's perspective
A separate Bloomberg News/Morning Consult poll published later on Thursday showed that Harris was either leading or tied with Trump in each of those states.,Document Sources,Bloomberg News/Morning Consult poll,,referenced to provide additional polling data from another source
The issue is salient for Democrats after the conservative U.S. Supreme Court in 2022 struck down women's national right to abortion.,Document Sources,null,,referenced to provide historical context for the abortion policy issue; implied document: U.S. Supreme Court ruling
"They see Kamala Harris as the future, and Republicans see this election as just about Trump. Voters are more likely to be engaged when given the option of 'more than' beating Trump.",Unnamed Group of People,Voters,,referenced in the context of comparing motivations for voting for Harris vs. Trump
Some 73% of Democratic registered voters... said they were more excited about voting in November after Harris entered the race.,Unnamed Group of People,Democratic registered voters,,referenced to illustrate the impact of Harris' candidacy on Democratic voter enthusiasm
Some 41% of voters... and 70% of Democrats... said they were worried the next president might sign a national ban on abortions.,Unnamed Group of People,Voters; Democrats,,referenced to highlight concerns about abortion policy
"Trump voters also voiced enthusiasm about their candidate, with 64% saying their choice was more motivated by backing Trump than opposing Harris.",Unnamed Group of People,Trump voters,,referenced to compare motivations for voting for Trump vs. opposing Harris
