SourcedStatement,SourceType,Name,Title,Justification
The Movement Advancement Project (MAP) has tracked LGBTQ+ policy and found that at least nine states in the past two years have explicitly regulated gender in this way.,Named Organization Sources,Movement Advancement Project,,MAP tracks LGBTQ+ policy
"The Williams Institute at the University of California, Los Angeles School of Law estimated ahead of the 2022 midterm election that more than 200,000 voting-eligible transgender Americans may find it difficult to vote at the time because of voter ID laws.",Named Organization Sources,"The Williams Institute at the University of California, Los Angeles School of Law",,The Williams Institute estimated the impact of voter ID laws on transgender Americans
The Center for Democracy and Civic Engagement at the University of Maryland found that nearly 21 million voting-eligible U.S. citizens do not have a current driver’s license.,Named Organization Sources,The Center for Democracy and Civic Engagement at the University of Maryland,,The Center for Democracy and Civic Engagement found that many U.S. citizens do not have a current driver’s license
"There is a chilling effect. There is an unsafe and intimidating environment around existing as trans in society, and definitely in being able to go to the polls safely and cast a ballot.",Named Person Sources,Lauren Kunis,CEO and executive director of VoteRiders,Kunis helps voters obtain identification
Trans votes count. I think the big takeaway is that our community is really trying to come out and make a difference through the democratic process.,Named Person Sources,Ankit Rastogi,director of research for the National Center for Transgender Equality,Rastogi conducted the 2022 U.S. Transgender Survey
"Trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of ID. And so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment.",Named Person Sources,Lucas Cameron-Vaughn,attorney for the ACLU of Tennessee,Cameron-Vaughn explained the impact of forcing a person to show identification that does not align with their gender identity
It’s a tactic that’s designed to splinter support for trans rights and suggest sort of who is harmed by protecting trans people — to frame that as cisgender women being the people harmed by protections for trans people.,Named Person Sources,Rose Saxe,deputy project director for the ACLU’s LGBT & HIV Project,Saxe discussed the framing of laws targeting transgender people
We saw it as a move to inflict maximum chaos and misunderstanding. And really to scare trans folks from even participating and getting the license if they needed to update it.,Named Person Sources,Quinn Diaz,public policy associate at advocacy group Equality Florida,Diaz discussed the impact of the new gender marker regulation in Florida
"With these laws in Florida, you’re forced to choose between living authentically and just not really participating in public life.",Named Person Sources,Quinn Diaz,public policy associate at advocacy group Equality Florida,Diaz discussed the impact of the new gender marker regulation in Florida
"They won’t stop me, but I can see how it would stop others. It is almost certainly stopping some people from showing up at the polls.",Named Person Sources,Hazel Krebs,,Krebs is a 42-year-old transgender woman living in Kansas
"Our ability to participate in this democracy in Florida, it’s been on the line for a while.",Named Person Sources,Quinn Diaz,public policy associate at advocacy group Equality Florida,Diaz discussed the impact of the new gender marker regulation in Florida
"Something that’s very frustrating for us at VoteRiders is you will never be able to capture the number of people who do not feel safe voting, and who therefore stay home. And you also won’t be able to capture the people who are trans and show up to try and vote and are turned away.",Named Person Sources,Lauren Kunis,CEO and executive director of VoteRiders,Kunis helps voters obtain identification
"There are definitely the physical dangers, the dangers for harassment, discrimination — but also ultimately, voter suppression.",Named Person Sources,Lucas Cameron-Vaughn,attorney for the ACLU of Tennessee,Cameron-Vaughn explained the impact of forcing a person to show identification that does not align with their gender identity
It really shows the resiliency of the trans community to ensure that our voices are heard and we have visibility at the ballot box.,Named Person Sources,Josie Caballero,director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey,Caballero discussed the results of the 2022 U.S. Transgender Survey
There’s nothing these laws will do to stop me from living my best life.,Named Person Sources,Hazel Krebs,,Krebs is a 42-year-old transgender woman living in Kansas
Trans voters have expressed confusion and fear of discrimination at the ballot box that could discourage them from participating in public life.,Unnamed Group of People,trans voters,,transgender and nonbinary Americans facing new laws and rules that effectively prohibit them and others from obtaining documentation like birth certificates and driver’s licenses that align with their gender identities
Gender nonconforming people are already under such public scrutiny nationwide.,Unnamed Group of People,gender nonconforming people,,transgender people around the country have had to jump through logistical and administrative hoops to get an affirming identification
