SourcedStatement,SourceType,Name,Title,Justification
The Poor People’s Campaign is planning simultaneous actions on March 2 at over 30 state capitols to launch “the campaign and highlight the policies being promulgated in state houses across the country that are hurting the poor or distracting from addressing the real issues facing poor and low-wealth people.”,Named Organization Sources,Poor People’s Campaign,,organizing simultaneous actions across state capitols; advocating for poor and low-wealth people
"The Biden administration’s decision to let states “unwind” Medicaid when the White House declared the pandemic was over. As a consequence, several million people lost their subsidized coverage including over three million children.",Named Organization Sources,Biden administration,,making policy decisions affecting poor and low-wealth people; referenced in the context of the Poor People’s Campaign
"Congress’s decision to roll back the expansion of the Earned Income Child Tax Credit, which caused a major spike in childhood poverty.",Named Organization Sources,Congress,,making policy decisions affecting poor and low-wealth people; referenced in the context of the Poor People’s Campaign
They’re saying that they’re not voting because people are not speaking to their issues and that they’re just not interested in those candidates.,Named Person Sources,Robert Paul Hartley,Columbia University researcher,conducted a study on the 2016 electorate with the support of the Poor People’s Campaign
"In 2024, the election is going to be about mobilization. There is no question that the biggest contest between the two parties is going to be who can get their voters out to vote.",Named Person Sources,Celinda Lake,President of Lake Research Partners,respected pollster; analyzing the 2024 election
"For far too long extremists have blamed poor people and low wage people for their plight while moderates too often have ignored poor people, appealing instead to the so-called middle class while the poor and low wage people have become nearly half of this country.",Named Person Sources,Rev. Dr. William Barber,Leader of the Poor People’s Campaign,leading the Poor People’s Campaign; advocating for poor and low-wage people
"I work for MassHealth as a Personal Care Attendant, helping to take care of people with disabilities and who are sick and need help with their daily activities. But I do not have health insurance myself.",Named Person Sources,Janice Guzman,Organizer with the Massachusetts Poor People's Campaign and SEIU 1199,essential worker living paycheck-to-paycheck; illustrating the struggles of poor and low-wage people
"We are mobilizing, organizing, registering and educating people for a movement that votes, votes for healthcare and debt cancellation, votes for living wages and strong anti-poverty programs and votes for fair taxes and the demilitarizing of our communities and world.",Named Person Sources,Rev. Dr. Liz Theoharis,Leader of the Poor People’s Campaign,co-leading the Poor People’s Campaign; outlining the campaign’s goals
"Columbia University study undertaken of the 2016 electorate with the support of the Poor People’s Campaign, which studied the low-wage voter cohort and found a majority of them did not vote.",Document Sources,Columbia University,,undertaken with the support of the Poor People’s Campaign; studied the low-wage voter cohort
They’re saying that they’re not voting because people are not speaking to their issues and that they’re just not interested in those candidates.,Unnamed Group of People,low-wage voter cohort,,surveyed by Columbia University researcher Robert Paul Hartley; didn’t hear candidates discuss issues relevant to their lives
"Moderates too often have ignored poor people, appealing instead to the so-called middle class while the poor and low wage people have become nearly half of this country.",Unnamed Group of People,poor and low wage people,,making up more than a quarter of the electorate; affected by policies in state houses across the country
Dozens of local leaders from the state chapters of the Poor People’s Campaign were on hand in person and virtually for the high spirited kick off.,Unnamed Group of People,local leaders,,part of the Poor People’s Campaign state chapters; participating in the kick-off event
