SourcedStatement,SourceType,Name,Title,Justification
A United Airlines spokesperson said the three-hour warning was issued by mistake: somehow the company posted a years-old notice to the Chicago-bound boarding pass.,Named Organization Sources,United Airlines,,issued a corrected advisory
The Standard viewed one Friday-morning boarding pass for a Chicago-bound flight that warned of long security lines and recommended arriving three hours early.,Named Organization Sources,United Airlines,,posted notice on boarding pass
"There are no major projects on the freeways near SFO, so with a bit of luck, drivers headed to the airport shouldn’t face major delays, Caltrans officials said.",Named Organization Sources,Caltrans,,officials provided traffic update
"More than 930,000 travelers will funnel through SFO from Thursday through Tuesday, according to SFO spokesperson Doug Yakel.",Named Person Sources,Doug Yakel,SFO Spokesperson,SFO spokesperson
That’s 8.7% more than last year’s Labor Day weekend.,Named Person Sources,Doug Yakel,SFO Spokesperson,SFO spokesperson
"This year’s prediction is 97% of what the airport handled five years ago, Yakel said by email.",Named Person Sources,Doug Yakel,SFO Spokesperson,SFO spokesperson
"To make it on time, holiday travelers should arrive at the airport two hours before domestic flights and three hours before international ones, Yakel said.",Named Person Sources,Doug Yakel,SFO Spokesperson,SFO spokesperson
"Yakel said SFO has not been advised of staffing woes for Thursday, which was expected to be the busiest day of travel at the airport.",Named Person Sources,Doug Yakel,SFO Spokesperson,SFO spokesperson
"Parking at airport garages will be in short supply this weekend, so travelers who want to leave cars at SFO should reserve spaces online as soon as possible, Yakel said.",Named Person Sources,Doug Yakel,SFO Spokesperson,SFO spokesperson
"“I have TSA Pre, so that should make it a little easier,”",Named Person Sources,Katelin Tharp,,"Bay Area resident who was booted from an overbooked flight to Boston, where she’s beginning her fifth year at Northeastern University"
"“We’re sad since we just said goodbye to our one friend, and we don’t know if we’re ever going to see her again,”",Named Person Sources,Ellie Mitchell,,"of the United Kingdom, part of a quartet of friends who were at the airport to say goodbye to one of the crew who was homeward bound to Australia; had worked together at a New York summer camp"
"“We’re sad since we just said goodbye to our one friend, and we don’t know if we’re ever going to see her again,”",Unnamed Group of People,A quartet of friends,,who were at the airport to say goodbye to one of the crew who was homeward bound to Australia; had worked together at a New York summer camp
"“I have TSA Pre, so that should make it a little easier,”",Unnamed Group of People,Bay Area resident,,"who was booted from an overbooked flight to Boston, where she’s beginning her fifth year at Northeastern University"
