SourcedStatement,SourceType,Name,Title,Justification
"The L.A. City Council, which sets policy, has been at the center of that tension.",Named Organization Sources,L.A. City Council,,"The L.A. City Council, which sets policy, has been at the center of that tension."
"This May, the Economic Roundtable, the nonprofit research organization the city commissioned to carry out the study, submitted its report to the L.A. Housing Department.",Named Organization Sources,L.A. Housing Department,,The L.A. Housing Department received the report from the Economic Roundtable in May.
"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,” Yukelson said.",Named Person Sources,Daniel Yukelson,"Executive Director, Apartment Association of Greater Los Angeles","Daniel Yukelson with the Apartment Association of Greater Los Angeles pointed to recent data from the National Apartment Association, a trade group for property owners, concluding that California landlords earn 7 cents of profit on average for every dollar of rent."
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,” said Christina Boyar.",Named Person Sources,Christina Boyar,"Legal Fellow, Public Counsel","Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition."
"“As we await the finalized version of this report, it’s heartening to see so much data supporting the policy changes that renters have been demanding — especially when it comes to preventing excessive rent increases that can devastate working families.”",Named Person Sources,Hugo Soto-Martínez,Councilmember,"Soto-Martinez, one of the council members who requested the report be commissioned."
The independent analysis found some of the city’s rules governing rent increases have favored landlords over tenants.,Document Sources,Economic Roundtable,,"This May, the Economic Roundtable, the nonprofit research organization the city commissioned to carry out the study, submitted its report to the L.A. Housing Department."
"The report recommends changes that could lower the rent hikes tenants face each year, setting up what is sure to be a fierce debate at city hall.",Document Sources,Economic Roundtable,,"This May, the Economic Roundtable, the nonprofit research organization the city commissioned to carry out the study, submitted its report to the L.A. Housing Department."
The report notes that because L.A. has a 3% floor on annual increases — even in years when the consumer price index is lower — landlords have often been allowed to raise rents above inflation.,Document Sources,Economic Roundtable,,"This May, the Economic Roundtable, the nonprofit research organization the city commissioned to carry out the study, submitted its report to the L.A. Housing Department."
Tenant advocates have called for a 3% ceiling on annual rent hikes and elimination of the 2% surcharge for landlords who provide gas and electricity.,Unnamed Group of People,Tenant advocates,,Tenant advocates took a very different view of the report. They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,” Boyar said. “We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Unnamed Group of People,Tenant advocates,,Tenant advocates took a very different view of the report. They said it correctly identifies problems with L.A. rent control and validates their demands for stronger limits.
"“I think when it's a politically contentious issue, there are attempts to manage the conversation,” Flaming said.",Anonymous Sources,null,null,"Daniel Flaming, president of the Economic Roundtable and a co-author of the report, said he didn’t have a good answer for why the report was kept under wraps."
"“There are several rounds of revisions left to go before this report is considered final,” Sandow said in an email.",Anonymous Sources,null,null,"Sharon Sandow, a spokesperson for the L.A. Housing Department, told LAist last week the document was still a “draft report,” and they didn't have a specific date lined up for its release."
