SourcedStatement,SourceType,Name,Title,Justification
"Her neighbors call her “the crazy Democrat,” although it’s more a term of endearment than derision.",Named Person Sources,Becky Blackburn,,"In Niobrara County, Wyoming, the least-populated county in the least-populated state, Becky Blackburn is one of just 32 left."
"“Normally I just roll my eyes and walk away because I’m fighting a losing battle and I’m fully aware of that,” she said.",Named Person Sources,Becky Blackburn,,"A paralegal for the Republican county attorney, Blackburn hears a lot of right-wing views around town."
"“Maybe that is why I’m well-liked, because I keep my mouth shut 10 times more than I want to.”",Named Person Sources,Becky Blackburn,,"A paralegal for the Republican county attorney, Blackburn hears a lot of right-wing views around town."
"She flies an LGBTQ+ flag in support of her lesbian daughter at her house in Lusk, a ranching town of 1,500 and the Niobrara County seat.",Named Person Sources,Becky Blackburn,,Not that she’s politically shy.
"In political season, Blackburn stocks up on Democratic political signs to replace those that get swiped.",Named Person Sources,Becky Blackburn,,
"She speaks approvingly of policing reform, taxation for government services and the transgender social media celebrity Dylan Mulvaney.",Named Person Sources,Becky Blackburn,,
“I won two elections here.,Named Person Sources,Becky Blackburn,,"Blackburn really does seem well-liked in Lusk, where she recently served nine years on the Town Council."
"Even though that’s nonpartisan, people still knew I had left-leaning values,” she said.",Named Person Sources,Becky Blackburn,,"Blackburn really does seem well-liked in Lusk, where she recently served nine years on the Town Council."
“You feel skeevy and dirty when you do it.,Named Person Sources,Becky Blackburn,,"many Democrats have been switching their registration to vote in more competitive Republican primaries, then changing back for the general election."
"But you do it anyway and you change it back as soon as you can, because you don’t want to start getting the Republican mailings,” Blackburn said.",Named Person Sources,Becky Blackburn,,"many Democrats have been switching their registration to vote in more competitive Republican primaries, then changing back for the general election."
"“I am who I am, and I have the views that I have,” she said.",Named Person Sources,,,
“And I don’t care if it bothers people or not.”,Named Person Sources,,,
"Party-switching had “undermined the sanctity of Wyoming’s primary process,” Wyoming’s Republican secretary of state, Chuck Gray, said in a statement of approval.",Named Person Sources,,,
"A former middle school English teacher, Diercks was a Republican before deciding the GOP didn’t do enough to support public education.",Named Person Sources,,,
He beat a Republican incumbent in 1992 to launch an 18-year run in the Legislature.,Named Person Sources,,,
Knowing voters personally and keeping up on issues helped him hold office.,Named Person Sources,,,
"When he got a C-minus on a National Rifle Association questionnaire, for example, he resolved to improve.",Named Person Sources,,,
"For subsequent elections, he scored A’s on the survey.",Named Person Sources,,,
Many Republican lawmakers are friends.,Named Person Sources,,,
"When one from just down the road died, he sang at his funeral.",Named Person Sources,,,
"Then in 2022, Diercks temporarily switched parties to vote in the GOP primary against Harriet Hageman, who was challenging then-Rep. Liz Cheney for the state’s lone House seat.",Named Person Sources,,,
"Hageman, the daughter of the lawmaker he sang for at his funeral, nonetheless won the race by a wide margin.",Named Person Sources,,,
The new law keeping Diercks and others from switching their registration so easily has him exasperated with the GOP.,Named Person Sources,,,
“How far are they going to go to limit one’s ability to vote?,Named Person Sources,,,
"If it really comes down to purifying the party, on a voting level all the way up to the elected officials, pretty soon there isn’t going to be anyone left who’s pure enough to be in the party,” Diercks said.",Named Person Sources,,,
"Truck driver Pat Jordan supports many left-leaning goals, including universal healthcare, but said he only registers as a Republican.",Named Person Sources,,,
"“The best way to participate in meaningful change is to try to sway the dominant party,” said Jordan, who lives in Niobrara County.",Named Person Sources,,,
"“You know, we need to have a government that serves the people, all of them, not just Republicans and not just rural and not just urban and not just Democrats — and definitely not just the rich and the wealthy.”",Named Person Sources,,,
He said people know his views but rarely put him on the spot about politics.,Named Person Sources,,,
"“Most people don’t want to dive into those type of discussions,” he said.",Named Person Sources,,,
"“They respect you for what you do, how you work.”",Named Person Sources,,,
"Niobrara County’s Democrats, who account for just 2.6% of registered voters, are the most outnumbered by Republicans in the 30 states that track local party affiliation, according to Associated Press election data.",Document Sources,Associated Press,,according to Associated Press election data
"Nationwide, Democrats account for fewer than 3% of voters in three counties this year, up from one county in 2020 but down from seven in 2016.",Document Sources,Associated Press,,according to the AP data
"There were none with such a low percentage of Democratic registrations in the presidential election years of 2012, 2008 and 2004, according to the AP data.",Document Sources,Associated Press,,according to the AP data
