SourcedStatement,SourceType,Name,Title,Justification
She then told me that I felt like a sheep and she imitated the noises of one.,Named Person,Aaliyah Wilburn,"leader, Vermont Student Anti-Racism Network; senior, North Country Union High School",Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before; a leader with the Vermont Student Anti-Racism Network; a senior at North Country Union High School in Newport
"Later in the day, someone took it off me.",Named Person,Aaliyah Wilburn,"leader, Vermont Student Anti-Racism Network; senior, North Country Union High School",Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before; a leader with the Vermont Student Anti-Racism Network; a senior at North Country Union High School in Newport
I wouldn’t be scared of going out with a bonnet or a head wrap if this bill was in place at the time of these incidents.,Named Person,Aaliyah Wilburn,"leader, Vermont Student Anti-Racism Network; senior, North Country Union High School",Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before; a leader with the Vermont Student Anti-Racism Network; a senior at North Country Union High School in Newport
I think it’s a huge problem in our schools and this bill would help address it.,Named Person,Addie Lentzner,"executive director, Vermont Student Anti-Racism Network",executive director of the student anti-racism network
"Modeled after language promoted as the CROWN Act and already enacted in 23 other states, including New York and Maine, the bill aims to prevent “an erasure and minimization of the experiences of marginalized people,” particularly Black and brown people;",Named Person,Rep. Saudia LaMont,D-Morristown,D-Morristown; discussing the bill on the House floor
"She cited a 2023 study that found 66% of Black girls in predominantly white schools and 44% of Black girls in all schools report experiencing hair discrimination, and that the experiences typically happen before they are 10.",Named Person,Rep. Saudia LaMont,D-Morristown,D-Morristown; discussing the bill on the House floor
So it was in fact my 4-year-old’s idea to make a sign as a signal to her peers to stop violating her body and personal space.,Named Person,Rep. Saudia LaMont,D-Morristown,D-Morristown; discussing the bill on the House floor; shared personal experience of her daughter
"Hair type, textures, styles, protective hairstyles are a symbol of one’s identity and ability to show up authentically, which includes the freedom to take pride in one’s appearance in ways people choose that feels in alignment with the traits that are associated with their race (and) improves confidence, self esteem, dignity and respect.",Named Person,Rep. Saudia LaMont,D-Morristown,D-Morristown; discussing the bill on the House floor; shared personal experience of her daughter
"Black women’s hair is more likely to be perceived as unprofessional, she said, citing surveys.",Named Person,Rep. Saudia LaMont,D-Morristown,D-Morristown; discussing the bill on the House floor; shared personal experience of her daughter
"Hair and head coverings do not determine behavior, capacity or competency and people should not be penalized, discriminated against or treated as such.",Named Person,Rep. Saudia LaMont,D-Morristown,D-Morristown; discussing the bill on the House floor; shared personal experience of her daughter
"It seems like a small bill but in actuality, it’s another big block in the foundation of equity in the state.",Named Person,Rep. Kevin “Coach” Christie,D-Hartford; primary sponsor of the bill,one of the bill’s primary sponsors; D-Hartford; pointed to incidents of hair discrimination nationwide
"It pains him when families choose to leave Vermont after facing racial bullying, hazing and harassment.",Named Person,Rep. Kevin “Coach” Christie,D-Hartford; primary sponsor of the bill,one of the bill’s primary sponsors; D-Hartford; pointed to incidents of hair discrimination nationwide
"The bill is an important step in advancing equity and a step in the right direction towards people feeling safe and welcome in our state, no matter where they are in Vermont.",Named Person,Rep. Daisy Berbeco,D-Winooski,D-Winooski; bill sponsor; representing Vermont’s most diverse community
The reality that people of color are often ostracized or mistreated because of their hair. It can be as seemingly innocent as people wanting to touch it — which is really an invasion of people’s space.,Named Person,Rep. Mike Mrowicki,D-Putney,D-Putney; bill sponsor; has heard from constituents who have faced discrimination due to their hair
