SourcedStatement,SourceType,Name,Title,Justification
"The property owners are represented by the nonprofit Institute for Justice, a public interest law firm.",Named Organization Sources,Institute for Justice,,"The property owners are represented by the nonprofit Institute for Justice, a public interest law firm."
"The railroad project involves constructing a 4.5-mile rail spur to connect the Hanson Quarry, a rock mine owned by Heidelberg Materials, to a main train line along a nearby highway.",Named Organization Sources,Heidelberg Materials,,"The railroad project involves constructing a 4.5-mile rail spur to connect the Hanson Quarry, a rock mine owned by Heidelberg Materials, to a main train line along a nearby highway."
"The battle over the project began last year when several property owners — Black and white — refused to sell parcels of their land to the company, which is located 25 miles away.",Named Organization Sources,Sandersville Railroad Co.,,"The battle over the project began last year when several property owners — Black and white — refused to sell parcels of their land to the company, which is located 25 miles away."
The company filed a petition using eminent domain with the state’s public service commission to condemn land from 18 parcels of land from owners along Shoals Road.,Named Organization Sources,Sandersville Railroad Co.,,The company filed a petition using eminent domain with the state’s public service commission to condemn land from 18 parcels of land from owners along Shoals Road.
"Shaw, the chairman of the board, provided the only comment: “I would like to say this has been a long, difficult case, and I want to thank all the parties, and especially thank our staff for the diligence, hard work, and all the parties for just the professionalism and decorum shown on this case.”",Named Person Sources,Jason Shaw,chairman of the board,"Shaw, the chairman of the board, provided the only comment during the 11-minute, livestreamed meeting."
"Blaine Smith, a Black man who is one of the heirs of 600 acres that came into their family in the 1920s, said in a statement: “We’re determined to keep fighting against this attempt to take our ancestral land from us.”",Named Person Sources,Blaine Smith,heir of 600 acres,"Blaine Smith, a Black man who is one of the heirs of 600 acres that came into their family in the 1920s, said in a statement."
"“We want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth,” Smith added.",Named Person Sources,Blaine Smith,heir of 600 acres,"Blaine Smith, a Black man who is one of the heirs of 600 acres that came into their family in the 1920s, said in a statement."
"“As Black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of,” attorney Sharika Robinson told Capital B last year.",Named Person Sources,Sharika Robinson,attorney,"Sharika Robinson, an attorney, told Capital B last year about the value of land ownership for Black people."
"“Georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use,” said Bill Maurer, senior attorney for Institute for Justice who represents the landowners.",Named Person Sources,Bill Maurer,senior attorney for Institute for Justice,"Bill Maurer, senior attorney for Institute for Justice who represents the landowners, spoke about Georgia law regarding eminent domain."
"Benjamin Tarbutton III, the owner of Sandersville Railroad, has contended this development is expected to create 20 temporary construction jobs, a dozen permanent jobs with an average salary and benefits package of $90,000, and generate over $1.5 million annually for Hancock County.",Named Person Sources,Benjamin Tarbutton III,owner of Sandersville Railroad,"Benjamin Tarbutton III, the owner of Sandersville Railroad, has contended the economic benefits of the development."
"“The reality is if you’ve ever lived near a train, or you’ve ever ridden on a train or been near a train, it’s not the same as trucks driving by,” Rush said last year.",Named Person Sources,Jamie Rush,senior staff attorney with the Southern Poverty Law Center’s Economic Justice Project,"Jamie Rush, senior staff attorney with the Southern Poverty Law Center’s Economic Justice Project, spoke about the impact of trains on nearby properties."
"“Even if the train is not going through your property, the fact that a train is near your property — all of the noise pollution, the vibrations of a train ... all of that affects your property value, your peace of mind and your home.”",Named Person Sources,Jamie Rush,senior staff attorney with the Southern Poverty Law Center’s Economic Justice Project,"Jamie Rush, senior staff attorney with the Southern Poverty Law Center’s Economic Justice Project, spoke about the impact of trains on nearby properties."
"Two weeks after the hearing, Georgia state Rep. Spencer Fyre sent a letter to the commission describing the land acquisition as a “heist attempt,” where private businesses are looking to increase their profits by taking folks’ land despite their resistance to sell.",Named Person Sources,Spencer Fyre,Georgia state Rep.,Georgia state Rep. Spencer Fyre sent a letter to the commission describing the land acquisition as a “heist attempt.”
"“I truly hate to have to say this, but if David v. Goliath had been decided by the GA Public Service Commission, they’d have confiscated David’s slingshot and handed it to the Philistines,” Fyre wrote.",Named Person Sources,Spencer Fyre,Georgia state Rep.,Georgia state Rep. Spencer Fyre sent a letter to the commission describing the land acquisition as a “heist attempt.”
"The proposed condemnation ... serves a legitimate public purpose and is necessary for the proper accommodation of the business,” Bond wrote. “The petition of Sandersville Railroad, as amended, is granted.",Document Sources,Georgia Public Service Commission,,"Thomas K. Bond, a hearing officer with the Georgia Public Service Commission, approved Sandersville’s request to move forward with condemning properties to construct their railroad spur."
"The decision disappointed the landowners, who were not allowed to speak at the meeting but issued a statement vowing to continue fighting to keep their land by appealing in court.",Unnamed Group of People,landowners,,"The landowners, who were not allowed to speak at the meeting but issued a statement vowing to continue fighting to keep their land by appealing in court."
Other residents told Capital B they feared potential damage to their homes from the train.,Unnamed Group of People,residents,,Other residents told Capital B they feared potential damage to their homes from the train.
