SourcedStatement,SourceType,Name,Title,Justification
"According to a post by Love on Instagram earlier this hour, the judge did not rule in Love’s favor.",Named Organization Sources,Instagram,,
The Alameda County Registrar is scheduled to send the final ballot for printing on Friday.,Named Organization Sources,Alameda County Registrar,,
"“While we are disappointed by the court’s decision not to place us on the ballot in November, I remain undeterred in my commitment to serving Oakland and our communities,” she wrote.",Named Person Sources,Tonya Love,,
“My dedication to our city does not begin nor end with a campaign.,Named Person Sources,Tonya Love,,
There are many ways to effect change and ensure our voices are heard.,Named Person Sources,Tonya Love,,
"I will continue to work alongside each of you, advocating for public health, safety, and equitable development in Oakland.”",Named Person Sources,Tonya Love,,
"Judge Markman said that it appeared that the county registrar, Tim Dupuis, didn’t do “anything wrong” in this instance.",Named Person Sources,Michael Markman,Judge,
"“My understanding is that there are other candidates for this particular district city council who would’ve liked the opportunity to have more time to gather and submit signatures, and the process needs to be uniform,” he said.",Named Person Sources,Michael Markman,Judge,
"“In its implementation, it looks like the ROV attempted to do that here.”",Named Person Sources,Michael Markman,Judge,
The judge also noted that he was wary of approving the request lest it turn the courts into “a clearing house for attempting to verify signatures.”,Named Person Sources,Michael Markman,Judge,
"“There are only three in this one,” he said, “but I can imagine scenarios where it could be 23 in future cases.”",Named Person Sources,Michael Markman,Judge,
"In an interview with The Oaklandside last week, Newton was resigned to his failure to gather enough signatures–he picked up 37–but said he would work with whoever came out ahead in the race to help improve the community.",Named Person Sources,David Newton,,a nephew of Black Panther Party founder Huey Newton
"“We are moving forward because our campaign is committed to fighting for equity and social justice for our community in District 7,” she wrote.",Named Person Sources,Tonya Love,,
“We believe that every resident deserves to be represented and have access to the resources and opportunities to thrive.”,Named Person Sources,Tonya Love,,
