SourcedStatement,SourceType,Name,Title,Justification
"During his first presidency he established the “Muslim ban”, the “Remain in Mexico” policy, and family separation policies which drastically impacted asylum seekers.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
"Trump’s first administration introduced numerous policies that limited asylum to the United States, including the Asylum Cooperative Agreements with the governments of El Salvador, Guatemala, and Honduras which required migrants to seek asylum in those countries instead of the U.S.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
"Other policies included an asylum ban, which barred individuals from seeking asylum in the U.S. unless they had first sought asylum in one of the transit countries and been denied.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
"Other changes included increasing the time frame for asylum seekers to apply for a work permit from 150 days to one year, and narrowing the protected groups in asylum law, making it harder for victims of domestic violence and gang violence to qualify for asylum in the U.S.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
"Among the most controversial policies is the “zero-tolerance” policy, also known as family separation, which criminally prosecuted adults who entered the United States illegally as well as those seeking asylum.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
"Migrant Protection Protocols (MPP), commonly known as the “Remain in Mexico” policy, was implemented in 2019 to deter asylum seekers from entering the United States by making them wait in Mexico for their court hearings.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
"During the Covid-19 pandemic, Trump also reinterpreted Title 42 — a health measure commonly used to stop the introduction of communicable diseases — as a means of deterring migration in the border.",Named Organization Sources,Trump administration,,The Trump administration's past policies are referenced to provide context for potential future actions.
Trump’s campaign platform has indicated that measures to “stop the invasion” and “close the borders” would be taken on day one.,Named Organization Sources,Trump campaign,,The Trump campaign's platform is referenced to provide insight into potential future actions.
Other policies in his agenda related to asylum seekers include bringing back the travel ban as well as reinstating Title 42 and Migrant Protections Protocols.,Named Organization Sources,Trump campaign,,The Trump campaign's platform is referenced to provide insight into potential future actions.
Project 2025 is a plan created by a conservative think tank with ties to Trump that lays out what the president should change in the first 180 days after taking office.,Named Organization Sources,Project 2025,,Project 2025 is referenced as a potential blueprint for Trump's second administration.
"Additional anti-asylum measures in Project 2025 include increasing the credible fear threshold, limiting the funds assigned to NGOs helping asylum seekers and codifying asylum bars and the third country transit rules.",Named Organization Sources,Project 2025,,Project 2025 is referenced as a potential blueprint for Trump's second administration.
"Brian Manning, a political asylum lawyer and former government asylum officer, said that asylum could be impacted by a second Trump presidency more drastically than before.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,Brian Manning provides expert insight into the potential impacts of a second Trump presidency on asylum policies.
"""There is concern that they’ll [asylum restrictions] actually be implemented more effectively. Last time, he didn’t expect to win and didn’t have a professional class built around him that could actually get things done in government in general,"" Manning said.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,Brian Manning provides expert insight into the potential impacts of a second Trump presidency on asylum policies.
"He added that now Trump could surround himself with people who can push for policies that would stand in court, as opposed to the executive actions that were challenged during the first administration.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,Brian Manning provides expert insight into the potential impacts of a second Trump presidency on asylum policies.
"""It is safe to assume that after the many missteps of his first presidency, that his administration would be better equipped to learn from their past mistakes and more effectively attack immigrant communities from the White House,"" Marlene Galaz, Director of Immigrant Rights Policy, New York Immigration Coalition, said.",Named Person Sources,Marlene Galaz,"Director of Immigrant Rights Policy, New York Immigration Coalition",Marlene Galaz provides insight into the potential actions of a second Trump administration based on past experiences.
"""We anticipate the president, Trump, to use its executive authority to implement these policies — but again, we anticipate we should be able to challenge,"" Nils Kinuani, Federal Policy Manager at African Communities Together (ACT), said.",Named Person Sources,Nils Kinuani,Federal Policy Manager at African Communities Together (ACT),Nils Kinuani discusses the potential challenges to Trump's policies based on past litigation successes.
He added that in the past ACT and other partner organizations have successfully challenged Trump’s policies through litigation.,Named Person Sources,Nils Kinuani,Federal Policy Manager at African Communities Together (ACT),Nils Kinuani discusses the potential challenges to Trump's policies based on past litigation successes.
"""It is not impossible but it becomes harder to challenge that. But, again … it is very unlikely given the current political climate.""",Named Person Sources,Nils Kinuani,Federal Policy Manager at African Communities Together (ACT),Nils Kinuani discusses the potential challenges to Trump's policies based on past litigation successes.
