SourcedStatement,SourceType,Name,Title,Justification
"Robinson’s last encampment was swept about a month ago, and “nearly everything” was taken, including his state ID card, he said. Despite Public Works’ policy and procedure for documenting, bagging, and tagging most belongings, Robinson said he was unable to find any of his property at the city’s mandated storage facility at 2323 Cesar Chavez St.",Named Person,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings."
"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.",Named Person,London Breed,Mayor,
"A federal survey released in May counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",Document,federal survey,,
"According to Public Works policy, staff are supposed to provide the resident of an encampment a “reasonable amount of time (approximately 30 minutes)” to sort through and collect their belongings before the camp is torn down.",Document,Public Works policy,,
"He was neither detained nor cited for illegal lodging, and told Gazetteer he had spoken to a member of the “Encampment Resolution Team,” who offered temporary shelter. Robinson did not accept it.",Named Person,Antonio Robinson,,"On Thursday morning, as the laughter of department workers and police swirled around him, Robinson packed his things into a jumble of luggage, awkwardly piled up on a too-small wagon."
"“All they do is tell me to go back to the Hunters Point Navigation Center. And I don’t want to do that. I had bad experiences,” he said.",Named Person,Antonio Robinson,,
"Joey O’Brien, 46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail. After listening for about two minutes, an officer told him that he was being detained for illegal lodging, then put O’Brien in cuffs and led him to a patrol vehicle away from his camp.",Named Person,Joey O’Brien,,"Robinson may have dodged a citation, but his neighbor wasn’t so lucky."
"“I don’t understand,” O’Brien kept repeating.",Named Person,Joey O’Brien,,
"As it turned out, O’Brien had a warrant for failing to appear for a previous court date. O’Brien was polite and contrite, admitting that he had broken several windows in the past while suffering a mental breakdown. More than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and “bits of silver.”",Named Person,Joey O’Brien,,
"“The other stuff is under all that over there,” the officer said with a shrug. “You’re going to have to pick it up later.”",Unnamed Person,,officer,
"as a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on Cesar Chavez St.",Document,public records,,secured by City Hall watchdog Hazel Williams
"Many unhoused people, including Robinson, say it can be challenging to identify and retrieve their belongings at the facility. When they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.",Unnamed Group of People,unhoused people,,
"In a response to Gazetteer's questions about potential breaches in protocol, Public Works spokesperson Rachel Gordon only noted that ""the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms."" Gordon said claims for lost property can be filed with the City Attorney's office.",Named Person,Rachel Gordon,"Spokesperson, Public Works",
"Instead, the city swooped down on the encampments at Sixth and Jessie streets earlier than scheduled, said Julian Highsmith, communications and policy director for the Coalition on Homelessness.",Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
"“Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule,” Highsmith said.",Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
Highsmith told Gazetteer he believes the city may have gotten wind of the group’s planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.,Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
"“I personally think it’s a little suspicious to do the sweep earlier. It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,” he said.",Named Person,Julian Highsmith,"communications and policy director, Coalition on Homelessness",
"When asked where he would move next, he shrugged and noted in his characteristic whisper that he was staying in the neighborhood.",Named Person,Antonio Robinson,,
"“It’s quiet here,” he said.",Named Person,Antonio Robinson,,
There were 178 people on the Department of Homelessness and Supportive Housing’s online waitlist for shelter on Monday afternoon.,Named Organization,Department of Homelessness and Supportive Housing,,
