SourcedStatement,SourceType,Name,Title,Justification
A spokesperson for Southern California Edison on Monday said the power outages will impact some homes longer than others: They say 20 will be without power indefinitely and 38 will be without power for one to three weeks.,Named Organization Sources,Southern California Edison,,A spokesperson for Southern California Edison
The rest were slated to be without power for 24 hours.,Named Organization Sources,Southern California Edison,,A spokesperson for Southern California Edison
"On Thursday, SoCalGas announced that it was shutting off gas service to additional 29 homes in the western Seaview area and another 25 homes in the Portuguese Bend Beach Club starting at 3 p.m. Friday.",Named Organization Sources,SoCalGas,,null
"The shut-offs are expected to last indefinitely, the utility added.",Named Organization Sources,SoCalGas,,null
A spokesperson for Southern California Edison told LAist that the utility is not providing generators because they feel the ground is too unstable for that to be a long-term solution.,Named Organization Sources,Southern California Edison,,A spokesperson for Southern California Edison
"On Sunday, Southern California Edison indefinitely cut off electricity to about 140 homes in the Portuguese Bend area of Rancho Palos Verdes.",Named Organization Sources,Southern California Edison,,Southern California Edison officials
"On Sunday, Southern California Edison officials said they will provide a vehicle to serve people who need to charge devices or get information.",Named Organization Sources,Southern California Edison,,Southern California Edison officials
"Gov. Gavin Newsom on Tuesday declared a state of emergency for the city of Rancho Palos Verdes ""to protect public safety amid ongoing land movement that has resulted in disrupted utility services and evacuation warnings for impacted residents.""",Named Person Sources,Gavin Newsom,Gov.,null
"In February, Rancho Palos Verdes Mayor John Cruikshank said a state of emergency declaration from the governor would allow them to bypass state permit requirements for repair efforts.",Named Person Sources,John Cruikshank,Mayor,Rancho Palos Verdes Mayor
"“The land movement has created a dangerous situation, and Edison is deciding to disconnect to keep that community safe,” said Jim Hanggi, a spokesperson for the utility.",Named Person Sources,Jim Hanggi,spokesperson,a spokesperson for the utility
“It is a fluid situation and we’re working on solutions to keep the power flowing but as conditions change we’ll need to adjust to keep the community safe.”,Named Person Sources,Jim Hanggi,spokesperson,a spokesperson for the utility
Gordon Leon told LAist he plans to move into a tiny home on his property and bought four generators to power it.,Named Person Sources,Gordon Leon,null,null
"He said he’s had no gas for weeks now, but water is still running.",Named Person Sources,Gordon Leon,null,null
"The power in his house has been shut off indefinitely, so his plan is to move off the grid.",Named Person Sources,Gordon Leon,null,null
"Leon said he and his neighbors are just trying to ""figure out how to survive.”",Named Person Sources,Gordon Leon,null,
"Leon doesn't want to leave his neighborhood because he loves its beauty and that he gets to look at the ocean every day, he said.",Named Person Sources,Gordon Leon,null,null
"The city’s mayor, John Cruikshank, told LAist on Monday that Southern California Edison should have done more earlier to transition residents off grid and prevent additional outages.",Named Person Sources,John Cruikshank,mayor,The city’s mayor
Cruikshank said he’s working with private energy companies — and that he has even reached out to Elon Musk — to figure out how to shift those residents off the grid longer-term.,Named Person Sources,John Cruikshank,mayor,The city’s mayor
"“We’re hearing that our residents want to stay in their homes, and we're doing everything we can to keep them in their homes,” Cruikshank said.",Named Person Sources,John Cruikshank,mayor,The city’s mayor
“We're going to do everything we can to push the governor and the federal government to provide them funds.”,Named Person Sources,John Cruikshank,mayor,The city’s mayor
"Cruikshank has called on state and federal officials to declare a state of emergency — so far, that step has not been taken.",Named Person Sources,John Cruikshank,null,null
"Impacted residents, many of whom are older, have disabilities and bought their homes decades ago, have experienced a range of difficult emotions as they’ve been displaced in recent months and watched their community dramatically change due to the land movement.",Unnamed Group of People,Impacted residents,,"many of whom are older, have disabilities and bought their homes decades ago"
Some say they weren’t given sufficient warning about the power shutoffs and aren’t sure where to go.,Unnamed Group of People,Impacted residents,,"many of whom are older, have disabilities and bought their homes decades ago"
Others plan to stay.,Unnamed Group of People,Impacted residents,,"many of whom are older, have disabilities and bought their homes decades ago"
"Some, he said, are getting ready to leave permanently.",Unnamed Group of People,neighbors,,null
Many impacted residents have purchased generators so they can stay on their properties despite power outages.,Unnamed Group of People,impacted residents,,null
