SourcedStatement,SourceType,Name,Title,Justification
"The federal government has given a ""tenant empowerment"" grant to the AIDS Healthcare Foundation, which just settled a lawsuit filed by its own tenants about the ""inhumane"" condition of its properties.",Named Organization Sources,AIDS Healthcare Foundation,,"The federal government has given a ""tenant empowerment"" grant to the AIDS Healthcare Foundation, which just settled a lawsuit filed by its own tenants about the ""inhumane"" condition of its properties."
"The federal government has given a ""tenant empowerment"" grant to the AIDS Healthcare Foundation, which just settled a lawsuit filed by its own tenants about the ""inhumane"" condition of its properties.",Named Organization Sources,federal government,,"The federal government has given a ""tenant empowerment"" grant to the AIDS Healthcare Foundation, which just settled a lawsuit filed by its own tenants about the ""inhumane"" condition of its properties."
"Manufactured housing, which is built off-site and shipped to its destination, is regulated by the U.S. Department of Housing and Urban Development.",Named Organization Sources,U.S. Department of Housing and Urban Development,,"Manufactured housing, which is built off-site and shipped to its destination, is regulated by the U.S. Department of Housing and Urban Development."
"Housing wonks have long singled out HUD's requirement that manufactured homes sit on a permanent steel chassis, even once they're delivered, as a major headwind on manufactured home productions.",Named Organization Sources,HUD,,"Housing wonks have long singled out HUD's requirement that manufactured homes sit on a permanent steel chassis, even once they're delivered, as a major headwind on manufactured home productions."
"There's some debate about whether HUD's chassis requirement is primarily responsible for a massive, post-1970s drop in manufactured home production, or whether it's a slightly less ruinous but still unnecessary, costly regulation.",Named Organization Sources,HUD,,"There's some debate about whether HUD's chassis requirement is primarily responsible for a massive, post-1970s drop in manufactured home production, or whether it's a slightly less ruinous but still unnecessary, costly regulation."
"Scott's bill would also repeal the cap on the number of public housing units that can be ""converted"" to other types of subsidized affordable housing under HUD's Rent Assistance Demonstration (RAD) program.",Named Organization Sources,HUD,,"Scott's bill would also repeal the cap on the number of public housing units that can be ""converted"" to other types of subsidized affordable housing under HUD's Rent Assistance Demonstration (RAD) program."
"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing.",Named Organization Sources,U.S. Department of Housing and Urban Development,,"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing."
"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing.",Named Organization Sources,HUD,,"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing."
"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing.",Named Organization Sources,AIDS Healthcare Foundation,,"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing."
"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing.",Named Organization Sources,Massachusetts Alliance of HUD Tenants,,"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing."
"HUD's decision to give this grant to AHF is highly questionable, given the organization's track record of managing its own residential properties.",Named Organization Sources,HUD,,"HUD's decision to give this grant to AHF is highly questionable, given the organization's track record of managing its own residential properties."
"HUD's decision to give this grant to AHF is highly questionable, given the organization's track record of managing its own residential properties.",Named Organization Sources,AHF,,"HUD's decision to give this grant to AHF is highly questionable, given the organization's track record of managing its own residential properties."
"On Thursday, a group of Republican senators led by Sen. Tim Scott (R–S.C.) introduced the Renewing Opportunity in the American Dream (ROAD) to Housing Act, which proposes a grab bag of reforms to federal housing programs.",Named Person Sources,Tim Scott,Sen.,"On Thursday, a group of Republican senators led by Sen. Tim Scott (R–S.C.) introduced the Renewing Opportunity in the American Dream (ROAD) to Housing Act, which proposes a grab bag of reforms to federal housing programs."
"You are reading Rent Free, Christian Britschgi's weekly newsletter on urban issues.",Named Person Sources,Christian Britschgi,,"You are reading Rent Free, Christian Britschgi's weekly newsletter on urban issues."
"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.",Named Person Sources,Jacob Krimmel,researcher,"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics."
"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.",Named Person Sources,Betty X. Wang,researcher,"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics."
Kevin Erdmann on RealPage and its incoherent critics.,Named Person Sources,Kevin Erdmann,,
"""We find that new construction differentially declined in the upzoned, affordability-mandated areas,"" they write.",Document Sources,Jacob Krimmel and Betty X. Wang,,"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics."
"""Developers intentionally avoided MHA-zoned areas – despite their upzoning– opting instead to build on nearby blocks without affordability requirements.""",Document Sources,Jacob Krimmel and Betty X. Wang,,"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics."
"More than 80% of housing properties that have received D.C. funding aren't bringing in enough rental income to pay their mortgages and maintenance costs, according to the District's Department of Housing and Community Development.",Document Sources,District's Department of Housing and Community Development,,"More than 80% of housing properties that have received D.C. funding aren't bringing in enough rental income to pay their mortgages and maintenance costs, according to the District's Department of Housing and Community Development."
"The scale of the crisis is viewed as existential: 22,000 units that house 48,000 vulnerable residents are at risk of foreclosure today, according to DHCD.",Document Sources,DHCD,,"The scale of the crisis is viewed as existential: 22,000 units that house 48,000 vulnerable residents are at risk of foreclosure today, according to DHCD."
"Delinquencies have risen dramatically, the report [ by Apartment and Office Building Association] concludes, because of D.C.'s pandemic-era policies that have tripled the length of the legal process required to evict nonpaying tenants.",Document Sources,Apartment and Office Building Association,,"Delinquencies have risen dramatically, the report [ by Apartment and Office Building Association] concludes, because of D.C.'s pandemic-era policies that have tripled the length of the legal process required to evict nonpaying tenants."
The tenant groups will use that money to ensure their landlords maintain their buildings and provide habitable living conditions.,Unnamed Group of People,tenant groups,,"The U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing."
"Just yesterday, AHF settled a class action lawsuit filed by tenants of one its Los Angeles buildings.",Unnamed Group of People,tenants,,"Just yesterday, AHF settled a class action lawsuit filed by tenants of one its Los Angeles buildings."
"The nonprofit agreed to refund tenants a portion of their rent, hire an elevator consultant, and work with pest control experts to fight bug infestations in its buildings.",Unnamed Group of People,tenants,,"Just yesterday, AHF settled a class action lawsuit filed by tenants of one its Los Angeles buildings."
That leaves the properties themselves at the risk of foreclosure and affordable housing tenants at risk that they'll be forced to vacate their homes once they're foreclosed on.,Unnamed Group of People,tenants,,"The vast majority of subsidized housing units in Washington, D.C., aren't making enough money to cover their operating expenses, reports BisNow."
"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent.",Unnamed Group of People,,,"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent."
"While cases have been delayed, many tenants continue living in units without paying rent and rack up tens of thousands of dollars in debts, a massive financial hole that is difficult to escape from.",Unnamed Group of People,,,"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent."
"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent.",Unnamed Group of People,,,"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent."
They have left landlords with substantially less revenue to maintain their operations and few options to generate more income.,Unnamed Group of People,,,"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent."
Atlanta is threatening landlords of allegedly blighted properties with eminent domain if they don't repair their buildings to the city's satisfaction.,Unnamed Group of People,,,Atlanta is threatening landlords of allegedly blighted properties with eminent domain if they don't repair their buildings to the city's satisfaction.
California voters will decide whether to repeal state limits on local rent control policies when they vote on Prop. 33 this November.,Unnamed Group of People,,,California voters will decide whether to repeal state limits on local rent control policies when they vote on Prop. 33 this November.
"In anticipation of it passing, San Francisco politicians are already drafting an ordinance to expand rent control to units built after 1979.",Unnamed Group of People,,,"In anticipation of it passing, San Francisco politicians are already drafting an ordinance to expand rent control to units built after 1979."
Minnesota YIMBYs regroup after a bruising legislative session where most of their bills went nowhere.,Unnamed Group of People,,,Minnesota YIMBYs regroup after a bruising legislative session where most of their bills went nowhere.
