SourcedStatement,SourceType,Name,Title,Justification
"Voting, King said in an interview, gives “a little bit of your strength back and a little bit of your voice back. Being able to vote, being able to have a say in what happens in your society, in your state, is extremely important.”",Named Person,TJ King,"Outreach Specialist, Nebraska AIDS Project","TJ King had candidates and causes to support, but couldn’t vote in Nebraska’s last election; he came off probation in August after serving time for drug and theft convictions."
"At least 14 states have introduced proposals this year focused on restoration of voting rights, according to the Brennan Center for Justice.",Named Organization,Brennan Center for Justice,null,null
"An Oregon proposal would allow felons to vote while incarcerated. A Tennessee bill would automatically restore voting rights once a sentence is completed, except for a small group of crimes. Texas legislation would restore voting rights to those on probation or parole.",Named Organization,Brennan Center for Justice,null,null
"“Restoring voting rights really is an issue where we’ve seen bipartisan momentum,”",Named Person,Patrick Berry,Counsel for the Democracy program at the Brennan Center,null
"More than 4.6 million people are disenfranchised in the United States because of felony convictions, according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons.",Named Organization,The Sentencing Project,null,studies the issue and advocates for restoration of voting rights for former felons
"In Nebraska, nearly 18,000 people are unable to vote because of felony convictions, said the Sentencing Project’s director of advocacy, Nicole Porter. That includes 7,072 who fall under the two-year wait requirement and are currently unable to cast a ballot.",Named Person,Nicole Porter,"Director of Advocacy, The Sentencing Project",null
"“You’re civically dead and you can’t vote for the people who are levying those taxes,”",Named Person,Steve Smith,null,"of Civic Nebraska, part of a large coalition of groups supporting the measure"
"Nebraska is alone in requiring a general waiting period beyond imprisonment and release from parole or probation, said Margaret Love, co-founder and director of the Collateral Consequences Resource Center, which keeps a 50-state database on restoration of rights.",Named Person,Margaret Love,"Co-founder and Director, Collateral Consequences Resource Center",keeps a 50-state database on restoration of rights
"“When people get out of our system, they’ve got to feel engaged in their community, and the number one way for a person to feel engaged in their community is to be able to vote for the leadership of that community,”",Named Person,Justin Wayne,Democratic State Senator,author of the bill; represents parts of Omaha with strong minority populations
"“I do think that hopefully the waiting period reinforces the fact that voting is something very special, and hopefully that will be part of the things that an individual would consider if they’re tempted to break the law again,”",Named Person,Kathy Wilcot,"Member, University of Nebraska Board of Regents",speaking as an individual and not on behalf of the university; lone dissenter from among the nearly 20 witnesses who spoke on Wayne’s bill
"“I felt so hopeless and helpless not being able to have my voice heard in this last election,”",Named Person,TJ King,"Outreach Specialist, Nebraska AIDS Project","TJ King had candidates and causes to support, but couldn’t vote in Nebraska’s last election; he came off probation in August after serving time for drug and theft convictions."
"“I don’t have a say in anything that goes on in my country because I’m a felon,”",Named Person,Demetrius Gatson,null,"among the more than 10,000 people in Nebraska who has no right to vote because they haven’t completed their sentences; has obtained graduate degrees and served in a variety of volunteer roles; set up her own nonprofit and is executive director of Q.U.E.E.N.S Butterfly House"
"“You can’t harm society by voting,”",Named Person,Steven Scott,null,was paroled in 2015 after serving more than four years on assault and other charges; now married with two small children and owns his own business
