SourcedStatement,SourceType,Name,Title,Justification
"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city's labyrinthine network of shelter and supportive housing programs.",Named Organization Sources,Mayor's Office,,
"Robinson's last encampment was swept about a month ago, and 'nearly everything' was taken, including his state ID card, he said. Despite Public Works' policy and procedure for documenting, bagging, and tagging most belongings, Robinson said he was unable to find any of his property at the city's mandated storage facility at 2323 Cesar Chavez St.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings"
"'All they do is tell me to go back to the Hunters Point Navigation Center. And I don't want to do that. I had bad experiences,' he said.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings"
"'It's quiet here,' he said.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings"
"'I don't understand,' O'Brien kept repeating.",Named Person Sources,Joey O'Brien,,"46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail"
"'Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn't follow that usual rule,' Highsmith said.",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,communications and policy director for the Coalition on Homelessness
"'I personally think it's a little suspicious to do the sweep earlier. It doesn't seem like the city wants attention on the encampment sweeps, and I don't think they want people to see what happens during that process,' he said.",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,communications and policy director for the Coalition on Homelessness
"In a response to Gazetteer's questions about potential breaches in protocol, Public Works spokesperson Rachel Gordon only noted that 'the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms.' Gordon said claims for lost property can be filed with the City Attorney's office.",Named Person Sources,Rachel Gordon,Public Works spokesperson,Public Works spokesperson
"A federal survey released in May counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",Document Sources,,,federal survey released in May
"as a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city's storage facility on Cesar Chavez St.",Document Sources,,,recent batch of public records secured by City Hall watchdog Hazel Williams
