SourcedStatement,SourceType,Name,Title,Justification
"About 1,200 students in the East Side Union High School District and Alum Rock Union School District were reported to be homeless in 2024 — three times the number of homeless students in 2020.",Named Organization Sources,East Side Union High School District and Alum Rock Union School District,,local school districts with significant homeless student populations.
"Three other counties in the Bay Area — Alameda, Contra Costa and San Mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023.",Named Organization Sources,"Alameda, Contra Costa and San Mateo counties",,comparative context for homeless student enrollment in the Bay Area.
"“It goes back to economic hardships, loss of jobs, displacement. There’s just a number of reasons why our families are growing in our (homeless youth) population,”",Named Person Sources,Imee Almazan,"Superintendent, Alum Rock Union School District",expertise in overseeing the district’s response to homeless youth.
"“We have students who are living in shelters. We actually have foster youth that are unhoused as well,”",Named Person Sources,Maryam Adalat,"Director of Student Services, East Side Union High School District",insight into the district’s homeless student population.
"“Whenever a child presents inside a classroom, all of those things come with that child. And all of those things are impacting their ability to engage, their ability to receive information and process it and retain it,”",Named Person Sources,Annya Artigas,"Director of Social Emotional Learning, Alum Rock Union School District",expertise in social emotional learning and its impact on homeless students.
"“They leave the home really traumatized to begin with, and then they end up on the streets,”",Named Person Sources,Maureen Smith,"Professor, San Jose State University",expertise in childhood adolescent development.
"“He’s a very smart kid,”; “I felt like I wasn’t doing my job as a mom because we’re homeless,”; “We were working but it wasn’t enough. ... I don’t want to be back here.”",Named Person Sources,Juanita Campa,,personal experience as a homeless mother.
"Since 2020, the number of homeless students in Santa Clara County has almost doubled, according to the California Department of Education.",Document Sources,California Department of Education,,official education statistics provider.
"Out of the 1,974 homeless students enrolled at East Side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.",Document Sources,California Department of Education,,official education statistics provider.
"Around 78% of homeless students were unable to meet the standards for mathematics, while 51% were unable to meet the standard for language arts.",Document Sources,Smarter Balanced Summative Assessments,,standardized tests for mathematics and language arts.
"There are a number of kids that we knew who were homeless who would show up late. Before we brought them to the classroom, we bring them to the cafeteria and grab them something to eat and grab them some milk so that they can have something in their stomach before they went into the classroom.",Unnamed Group of People,homeless children,,students in the district who struggle to find timely transportation to school and rely on school lunch as their only meal.
"Many homeless children struggle to find timely transportation to school, and once they arrive at school, the only meal they may eat is their school lunch.",Unnamed Group of People,homeless children,,students in the district who struggle to find timely transportation to school and rely on school lunch as their only meal.
Some homeless students may also miss class or arrive late because they live in temporary shelters outside of the district.,Unnamed Group of People,homeless students,,students in the district who live in temporary shelters outside of the district.
