SourcedStatement,SourceType,Name,Title,Justification
,Named Organization Sources,Institute for Justice,,Representing the landowners in the case (mentioned in the context of Bill Maurer's statement)
,Named Organization Sources,Southern Poverty Law Center’s Economic Justice Project,,Representing the No Railroad In Our Community Coalition (mentioned in the context of Jamie Rush's statement)
,Named Organization Sources,Heidelberg Materials,,"Owner of the Hanson Quarry, a rock mine connected to the proposed rail spur"
,Named Organization Sources,Sandersville Railroad Co.,,Proponent of the proposed rail spur project
,Named Organization Sources,Georgia Public Service Commission,,Regulatory authority that approved the rail spur project
“We’re determined to keep fighting against this attempt to take our ancestral land from us.”,Named Person Sources,Blaine Smith,,Heir of 600 acres in the family since the 1920s
"“We want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth,”",Named Person Sources,Blaine Smith,,Heir of 600 acres in the family since the 1920s
"“As Black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of,”",Named Person Sources,Sharika Robinson,Attorney,Expertise in land ownership and economic freedom for Black people
“I don’t know what is ‘just’ about replacing that economic liberty with a dollar amount that will not increase in value.”,Named Person Sources,Sharika Robinson,Attorney,Expertise in land ownership and economic freedom for Black people
"“Georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use,”",Named Person Sources,Bill Maurer,Senior Attorney for Institute for Justice,Representing the landowners in the case
"“Building a rail spur that will only be used by a few private companies, and not the public at large, is not a public use. We look forward to making it clear to the court that the [Public Service Commission] made an error in considering Sandersville’s land grab as a public use.”",Named Person Sources,Bill Maurer,Senior Attorney for Institute for Justice,Representing the landowners in the case
"“The reality is if you’ve ever lived near a train, or you’ve ever ridden on a train or been near a train, it’s not the same as trucks driving by,”",Named Person Sources,Jamie Rush,Senior Staff Attorney with the Southern Poverty Law Center’s Economic Justice Project,Representing the No Railroad In Our Community Coalition
"“Even if the train is not going through your property, the fact that a train is near your property — all of the noise pollution, the vibrations of a train … all of that affects your property value, your peace of mind and your home.”",Named Person Sources,Jamie Rush,Senior Staff Attorney with the Southern Poverty Law Center’s Economic Justice Project,Representing the No Railroad In Our Community Coalition
"“I would like to say this has been a long, difficult case, and I want to thank all the parties, and especially thank our staff for the diligence, hard work, and all the parties for just the professionalism and decorum shown on this case.”",Named Person Sources,Jason Shaw,Chairman of the Georgia Public Service Commission,Presiding over the case
"“The proposed condemnation … serves a legitimate public purpose and is necessary for the proper accommodation of the business,” Bond wrote. “The petition of Sandersville Railroad, as amended, is granted.”",Document Sources,Georgia Public Service Commission (petition approval document),,Official document approving Sandersville’s request to condemn properties
"“I truly hate to have to say this, but if David v. Goliath had been decided by the GA Public Service Commission, they’d have confiscated David’s slingshot and handed it to the Philistines,” Fyre wrote.",Document Sources,Letter from Georgia state Rep. Spencer Fyre to the commission,,Official letter expressing opposition to the land acquisition
"The construction would also have an impact on other Black residents in the community, who believe it would affect their quality of life.",Unnamed Group of People,Black residents in the community,,They believe it would affect their quality of life
Other residents told Capital B they feared potential damage to their homes from the train.,Unnamed Group of People,residents,,They would be affected by the train's potential damage to their homes
