article_w_version,model_name,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
1-Harris-Trump-Reuters-Poll_avg,deepseek-chat-0.6,0.55,0.18181818181818182,0.1,0.6818181818181819,0.18181818181818182,1.0,0.6818181818181819,0.18181818181818182,0.18181818181818182,0.1,0.45,0.023809523809523808,11.0,2.0,0.5,20.5
10-Nebraska-voting-rights_avg,deepseek-chat-0.6,0.8125,0.8452380952380952,0.6875,0.9285714285714286,0.7738095238095238,0.9166666666666667,0.9285714285714286,0.4642857142857143,0.6190476190476191,0.625,0.1875,0.1919191919191919,6.5,5.0,2.0,10.0
11-Nebraska-felons-crim-justice_avg,deepseek-chat-0.6,0.7833333333333332,0.8534356725146198,0.6666666666666666,0.7664473684210527,0.7002923976608186,0.8222222222222223,0.7664473684210527,0.4247076023391813,0.6403508771929824,0.5499999999999999,0.2166666666666667,0.3326364692218351,15.666666666666666,11.0,11.333333333333334,31.333333333333332
12-kids-lead-poisoning_avg,deepseek-chat-0.6,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,2.0,0.0,6.0,8.0
13-pilot-curb-evictions_avg,deepseek-chat-0.6,0.8928571428571428,0.4675324675324675,0.42857142857142855,0.4675324675324675,0.4675324675324675,1.0,0.4675324675324675,0.4675324675324675,0.5584415584415584,0.35714285714285715,0.10714285714285714,0.4825268817204301,12.5,6.0,13.5,27.5
14-many-police-calls_avg,deepseek-chat-0.6,0.7391304347826088,0.8833161334709322,0.6521739130434782,0.5468868249054007,0.529342965256278,0.6041666666666666,0.74812521499828,0.4647402820777433,0.7569315445476437,0.3333333333333333,0.2608695652173913,0.15887820512820514,17.0,13.666666666666666,4.666666666666667,27.666666666666668
15-Newsom-declares-emergency_avg,deepseek-chat-0.6,0.9111111111111111,0.8791208791208791,0.8000000000000002,0.7326007326007327,0.7326007326007327,0.8333333333333334,0.7326007326007327,0.07326007326007326,0.36630036630036633,0.2888888888888889,0.08888888888888889,0.2694508009153318,13.666666666666666,11.0,5.666666666666667,20.666666666666668
16-America's-Sleeping-Giant_avg,deepseek-chat-0.6,0.6153846153846154,0.9166666666666667,0.576923076923077,0.7833333333333333,0.7,0.75,0.7833333333333333,0.13333333333333333,0.18333333333333335,0.2692307692307693,0.3846153846153846,0.09375,8.0,6.0,1.5,14.5
17-homelessness-santa-clara_avg,deepseek-chat-0.6,0.5666666666666668,0.73986013986014,0.4166666666666667,0.7778554778554779,0.7142191142191142,0.9629629629629629,0.7778554778554779,0.0,0.0,0.31666666666666665,0.43333333333333335,0.043478260869565216,11.333333333333334,8.0,1.0,21.0
18-wyoming-primary-dems_avg,deepseek-chat-0.6,0.6410256410256411,0.8425925925925926,0.5384615384615384,0.8796296296296297,0.8425925925925926,1.0,0.8379629629629629,0.6435185185185185,0.6435185185185185,0.4615384615384615,0.35897435897435903,0.1488095238095238,8.333333333333334,7.0,2.3333333333333335,15.333333333333334
19-oakland-sues-SW-airlines_avg,deepseek-chat-0.6,0.5833333333333334,0.9523809523809524,0.5555555555555555,0.5793650793650793,0.5793650793650793,0.611111111111111,0.5793650793650793,0.08928571428571429,0.1865079365079365,0.16666666666666666,0.4166666666666667,0.05128205128205129,7.0,4.0,0.6666666666666666,12.666666666666666
2-Best-DDR-player_avg,deepseek-chat-0.6,0.5714285714285714,0.875,0.5,0.875,0.875,1.0,0.875,0.5,0.5,0.21428571428571427,0.42857142857142855,0.06620553359683795,12.0,10.5,1.5,22.5
20-bill-easier-access_avg,deepseek-chat-0.6,0.6875,0.8166666666666667,0.5625,1.0,0.8166666666666667,1.0,1.0,0.0,0.0,0.375,0.3125,0.1919191919191919,5.5,4.5,2.0,10.0
21-trump-kamala-mispronounce_avg,deepseek-chat-0.6,0.8888888888888888,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.6,2.6666666666666665,2.6666666666666665,5.333333333333333,8.333333333333334
22-Judge-rules-breona-taylor_avg,deepseek-chat-0.6,0.6666666666666666,0.7962962962962964,0.5416666666666666,0.7053872053872053,0.6776094276094277,0.8757575757575758,0.7634680134680135,0.3274410774410774,0.4503367003367004,0.3333333333333333,0.3333333333333333,0.07407407407407407,10.666666666666666,7.666666666666667,1.3333333333333333,17.333333333333332
23-black-landowners-11mins_avg,deepseek-chat-0.6,0.625,0.7286324786324786,0.4583333333333333,0.6242877492877493,0.6242877492877493,0.8555555555555556,0.649928774928775,0.4686609686609686,0.6146723646723647,0.2916666666666667,0.375,0.09368191721132897,10.0,5.666666666666667,1.6666666666666667,17.666666666666668
24-what-happens-to-migrants_avg,deepseek-chat-0.6,0.6363636363636364,1.0,0.6363636363636364,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.42857142857142855,0.5454545454545454,0.3636363636363636,0.30952380952380953,7.0,6.0,5.666666666666667,16.666666666666668
25-ballot-access-trans_avg,deepseek-chat-0.6,0.45045045045045046,0.9004629629629629,0.40540540540540543,0.9004629629629629,0.8819444444444445,0.9791666666666666,0.9004629629629629,0.21296296296296294,0.39814814814814814,0.3333333333333333,0.5495495495495496,0.15197210197210198,16.666666666666668,14.666666666666666,6.666666666666667,43.666666666666664
26-biden-harris-11M_avg,deepseek-chat-0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7777777777777778,1.0,1.0,3.6666666666666665,4.666666666666667
27-general-assembly-landlords_avg,deepseek-chat-0.6,0.5882352941176471,0.9393939393939394,0.5490196078431372,0.7348484848484849,0.7348484848484849,0.7833333333333333,0.6212121212121212,0.4204545454545454,0.4204545454545454,0.2745098039215686,0.411764705882353,0.12017543859649123,10.0,7.333333333333333,2.3333333333333335,19.333333333333332
28-scranton-ukrainian-weapons_avg,deepseek-chat-0.6,0.8787878787878788,0.7555555555555555,0.6666666666666666,0.6518518518518518,0.6518518518518518,0.8611111111111112,0.6518518518518518,0.38518518518518524,0.48888888888888893,0.5151515151515151,0.12121212121212122,0.19145299145299144,9.666666666666666,6.333333333333333,2.6666666666666665,13.666666666666666
29-tim-scott-deregulate_avg,deepseek-chat-0.6,0.4375,0.27579365079365076,0.125,0.2341269841269841,0.14484126984126985,0.611111111111111,0.2341269841269841,0.0,0.0,0.0,0.5625,0.16903369534948479,7.0,1.0,3.3333333333333335,19.333333333333332
3-SF renewed-sweeps_avg,deepseek-chat-0.6,0.5,0.7730158730158729,0.3888888888888889,0.7452380952380953,0.7452380952380953,0.9666666666666667,0.7452380952380953,0.3277777777777778,0.36111111111111116,0.2916666666666667,0.5000000000000001,0.13073133762788935,12.0,9.0,3.6666666666666665,27.666666666666668
30-la-lower-rent-hikes_avg,deepseek-chat-0.6,0.5405405405405406,0.948849104859335,0.5135135135135136,0.7519181585677749,0.7301790281329923,0.7698863636363636,0.7519181585677749,0.1751918158567775,0.1751918158567775,0.10810810810810811,0.4594594594594595,0.16590678824721378,20.0,16.5,7.5,44.5
33-human-border_patrol_towers_avg,deepseek-chat-0.6,0.6428571428571428,0.8836367880485527,0.5714285714285715,0.8114495798319328,0.7146942110177404,0.807142857142857,0.8114495798319328,0.13719654528478056,0.13719654528478056,0.3214285714285714,0.35714285714285715,0.06597453961191446,18.0,13.0,2.0,30.0
34-human-ca_guanranteed_income_avg,deepseek-chat-0.6,0.4814814814814814,0.9465811965811967,0.4567901234567901,0.9465811965811967,0.9465811965811967,1.0,0.9465811965811967,0.22161172161172163,0.22161172161172163,0.4567901234567901,0.5185185185185185,0.05788177339901477,13.0,12.333333333333334,1.6666666666666667,28.666666666666668
4-SFO-Labor-Day_avg,deepseek-chat-0.6,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.9666666666666667,0.10000000000000002,0.7333333333333334,0.7333333333333334,0.0,0.2673992673992674,10.0,9.666666666666666,3.6666666666666665,13.666666666666666
5-Humboldt-SF-homeless-bus_avg,deepseek-chat-0.6,0.5277777777777778,0.888888888888889,0.47222222222222227,0.6825396825396824,0.6825396825396824,0.7714285714285714,0.6825396825396824,0.15873015873015872,0.6825396825396824,0.27777777777777773,0.47222222222222227,0.0,6.333333333333333,5.333333333333333,0.0,12.0
6-OUSD-basic-job_avg,deepseek-chat-0.6,0.4266666666666667,0.9444444444444445,0.39999999999999997,0.8493265993265994,0.8493265993265994,0.8993265993265993,0.8122895622895623,0.2154882154882155,0.31986531986531985,0.22666666666666666,0.5733333333333334,0.038461538461538464,10.666666666666666,7.0,1.0,26.0
7-District7-Candidate-Sues_avg,deepseek-chat-0.6,0.3333333333333333,0.6130952380952381,0.20634920634920637,0.42658730158730157,0.42658730158730157,0.6888888888888888,0.42658730158730157,0.0,0.0,0.1111111111111111,0.6666666666666666,0.0974703557312253,7.0,3.0,2.3333333333333335,23.333333333333332
8-primary-recount-complete_avg,deepseek-chat-0.6,0.8000000000000002,1.0,0.8000000000000002,1.0,1.0,1.0,1.0,0.75,0.75,0.8000000000000002,0.20000000000000004,0.0,4.0,4.0,0.0,5.0
9-steph-curry-gold_avg,deepseek-chat-0.6,0.6296296296296297,0.7000000000000001,0.4444444444444444,0.7000000000000001,0.7000000000000001,1.0,0.7000000000000001,0.17777777777777778,0.17777777777777778,0.25925925925925924,0.3703703703703703,0.09393939393939395,5.666666666666667,4.0,1.0,10.0
