SourcedStatement,SourceType,Name,Title,Justification
"Party-switching had ""undermined the sanctity of Wyoming’s primary process,"" Wyoming’s Republican secretary of state, Chuck Gray, said in a statement of approval.",Named Organization Sources,Wyoming Republican Party,,"Wyoming’s Republican secretary of state, Chuck Gray, issued a statement on party-switching."
"""Normally I just roll my eyes and walk away because I’m fighting a losing battle and I’m fully aware of that,"" she said. ""Maybe that is why I’m well-liked, because I keep my mouth shut 10 times more than I want to.""",Named Person Sources,Becky Blackburn,Paralegal,"A paralegal for the Republican county attorney, Blackburn hears a lot of right-wing views around town."
"""I won two elections here. Even though that’s nonpartisan, people still knew I had left-leaning values,"" she said.",Named Person Sources,Becky Blackburn,Former Town Council Member,Blackburn recently served nine years on the Town Council.
"""You feel skeevy and dirty when you do it. But you do it anyway and you change it back as soon as you can, because you don’t want to start getting the Republican mailings,"" Blackburn said.",Named Person Sources,Becky Blackburn,Paralegal,"Blackburn, a Democrat, discusses switching party registration to vote in Republican primaries."
"""How far are they going to go to limit one’s ability to vote? If it really comes down to purifying the party, on a voting level all the way up to the elected officials, pretty soon there isn’t going to be anyone left who’s pure enough to be in the party,"" Diercks said.",Named Person Sources,Ross Diercks,Former State Representative,"Diercks, a former state representative, discusses the new law limiting party registration changes."
"""The best way to participate in meaningful change is to try to sway the dominant party,"" said Jordan, who lives in Niobrara County. ""You know, we need to have a government that serves the people, all of them, not just Republicans and not just rural and not just urban and not just Democrats — and definitely not just the rich and the wealthy.""",Named Person Sources,Pat Jordan,Truck Driver,"Jordan, a truck driver, supports left-leaning goals but registers as a Republican."
"""Most people don’t want to dive into those type of discussions,"" he said. ""They respect you for what you do, how you work.""",Named Person Sources,Ed Fullmer,High School Basketball Coach,"Fullmer, a high school basketball coach, discusses how people react to his political views."
"""I am who I am, and I have the views that I have,"" she said. ""And I don’t care if it bothers people or not.""",Named Person Sources,Becky Blackburn,Paralegal,Blackburn expresses her determination to hold her political ground.
"In Niobrara County, Wyoming, the least-populated county in the least-populated state, Becky Blackburn is one of just 32 left.",Document Sources,Associated Press,,according to Associated Press election data
"Nationwide, Democrats account for fewer than 3% of voters in three counties this year, up from one county in 2020 but down from seven in 2016.",Document Sources,Associated Press,,according to the AP data
"There were none with such a low percentage of Democratic registrations in the presidential election years of 2012, 2008 and 2004, according to the AP data.",Document Sources,Associated Press,,according to the AP data
