SourcedStatement,SourceType,Name,Title,Justification
"The Tennessee Association of Realtors is the sixth largest spender on Tennessee politics, according to the Tennessee Lookout’s database, having spent $6.5 million on lobbying, campaign donations and other political expenditures since 2009.",Named Organization Sources,The Tennessee Association of Realtors,,"the sixth largest spender on Tennessee politics, according to the Tennessee Lookout’s database, having spent $6.5 million on lobbying, campaign donations and other political expenditures since 2009"
"The Tennessee Association of Realtors has been Swann’s top funder since the start of 2009, according to the Tennessee Lookout, giving him $18,750. It has also given Boyd $11,500 since 2009, making it his No. 6 funder.",Named Organization Sources,The Tennessee Association of Realtors,,"has been Swann’s top funder since the start of 2009, according to the Tennessee Lookout, giving him $18,750. It has also given Boyd $11,500 since 2009, making it his No. 6 funder"
TAR representatives did not return a pair of phone calls from MLK50.,Named Organization Sources,The Tennessee Association of Realtors,,representatives did not return a pair of phone calls from MLK50
"“It just shortens the whole timeline in which a person can lose their home,” said Brian Rees, a staff attorney at The Works Inc. nonprofit who has represented hundreds of tenants in eviction proceedings in recent years. “Things (can now) happen very, very quickly.”",Named Person Sources,Brian Rees,staff attorney at The Works Inc. nonprofit,who has represented hundreds of tenants in eviction proceedings in recent years
"House Bill 2267, which cut tenants’ right to a continuance in half, hadn’t yet been signed by Gov. Bill Lee. If the governor signed it, Henderson said, it would have “devastating” consequences for renters.",Named Person Sources,Deborah Henderson,Judge,who judges thousands of eviction cases per year
"“Landlords have always had a very strong lobbying group,” she said.",Named Person Sources,Deborah Henderson,Judge,who judges thousands of eviction cases per year
"Sen. Art Swann (R-Maryville), who sponsored the legislation in the Senate, provided MLK50 with a statement but did not respond to follow-up questions.",Named Person Sources,Art Swann,Senator,who sponsored the legislation in the Senate
"In the statement, Swann said the bill will help landlords free up apartments more quickly for the thousands of Tennesseeans seeking a home. He also said it would help the apartment industry develop new apartments, but he didn’t make clear how it would.",Named Person Sources,Art Swann,Senator,who sponsored the legislation in the Senate
"“(TAR) has the connection with a lot of legislators, especially on the commerce committee, where this was going to be,” Thompson said. “(And) they were just ironclad.”",Named Person Sources,Dwayne Thompson,Representative,who sought to create a registry of all the city’s rental housing
Thompson told the subcommittee that registration had worked well for Nashville but failed to convince them.,Named Person Sources,Dwayne Thompson,Representative,who sought to create a registry of all the city’s rental housing
"“How are you going to find the (bad actors)? It looks to me like the good people will do it but the bad people aren’t going to change,” Marsh said during the subcommittee hearing.",Named Person Sources,Pat Marsh,Representative,who opposed the bill during the subcommittee hearing
"“I really am happy to see that pass,” Rees said. “I think it’s important that tenants do have good quality contact information for their property manager or owner.”",Named Person Sources,Brian Rees,staff attorney at The Works Inc. nonprofit,who has represented hundreds of tenants in eviction proceedings in recent years
Participants of “The People vs The State of TN” march in front of the capitol in Nashville on April 17.,Unnamed Group of People,Participants,,Participants of “The People vs The State of TN” march in front of the capitol in Nashville on April 17.
