,article_w_version,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
0,1-Harris-Trump-Reuters-Poll_avg,0.55,0.2002952602952603,0.11000000000000001,0.7346853146853147,0.2002952602952603,1.0,0.7346853146853147,0.22029526029526028,0.22029526029526028,0.11000000000000001,0.45,0.049523809523809526,11.0,2.2,1.2,21.2
1,1-Harris-Trump-Reuters-Poll_vv3,0.55,0.18181818181818182,0.1,0.7272727272727273,0.18181818181818182,1.0,0.7272727272727273,0.18181818181818182,0.18181818181818182,0.1,0.45,0.0,11.0,2.0,0.0,20.0
2,1-Harris-Trump-Reuters-Poll_vv4,0.65,0.23076923076923078,0.15,0.8461538461538461,0.23076923076923078,1.0,0.8461538461538461,0.23076923076923078,0.23076923076923078,0.15,0.35,0.2,13.0,3.0,5.0,25.0
3,1-Harris-Trump-Reuters-Poll_vv5,0.6,0.16666666666666666,0.1,0.8333333333333334,0.16666666666666666,1.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.1,0.4,0.0,12.0,2.0,0.0,20.0
4,1-Harris-Trump-Reuters-Poll_vv6,0.5,0.2,0.1,0.6,0.2,1.0,0.6,0.3,0.3,0.1,0.5,0.047619047619047616,10.0,2.0,1.0,21.0
5,1-Harris-Trump-Reuters-Poll_vv7,0.45,0.2222222222222222,0.1,0.6666666666666666,0.2222222222222222,1.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.1,0.55,0.0,9.0,2.0,0.0,20.0
6,10-Nebraska-voting-rights_avg,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,1.0,0.5333333333333333,0.6666666666666666,0.575,0.25,0.19676767676767676,6.0,5.0,2.0,10.0
7,10-Nebraska-voting-rights_vv3,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,1.0,0.5,0.6666666666666666,0.625,0.25,0.1111111111111111,6.0,5.0,1.0,9.0
8,10-Nebraska-voting-rights_vv4,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,1.0,0.6666666666666666,0.6666666666666666,0.625,0.25,0.2,6.0,5.0,2.0,10.0
9,10-Nebraska-voting-rights_vv5,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,1.0,0.5,0.6666666666666666,0.375,0.25,0.2,6.0,5.0,2.0,10.0
10,10-Nebraska-voting-rights_vv6,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,1.0,0.5,0.6666666666666666,0.625,0.25,0.2,6.0,5.0,2.0,10.0
11,10-Nebraska-voting-rights_vv7,0.75,0.8333333333333334,0.625,1.0,0.8333333333333334,1.0,1.0,0.5,0.6666666666666666,0.625,0.25,0.2727272727272727,6.0,5.0,3.0,11.0
