SourcedStatement,SourceType,Name,Title,Justification
"Teachers from Frick United Academy of Language demanded to know why, if testing took place in April, fountains weren’t shut down until August.",Named Organization Sources,,,
"In Berkeley Unified, water fixtures testing above 1 part per billion are taken offline and repaired.",Named Organization Sources,,,
Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.,Named Organization Sources,,,
"“This mistake has caused families stress, anxiety and panic, further limiting our community’s trust in this district,” said Max Simmons, one of OUSD’s student directors.",Named Person Sources,Max Simmons,student director,one of OUSD’s student directors
“How can our schools be a safe place and support students in our district if we can’t even keep our water clean?,Named Person Sources,Max Simmons,student director,one of OUSD’s student directors
"When I hear that something as major as lead contamination reports getting lost in the system or not being communicated to the appropriate school or staff, it is absolutely horrifying and heartbreaking.”",Named Person Sources,Max Simmons,,one of OUSD’s student directors
"As soon as OUSD staff learned about the test results in August, they closed access to the impacted water sources, Johnson-Trammell said.",Named Person Sources,,,
"“I sincerely apologize for the stress and concern this has caused our school sites, students and families.",Named Person Sources,,,
"We understand the gravity of this situation and we are fully committed to taking immediate, transparent and corrective action,” she said.",Named Person Sources,,,
“There is so much trust rebuilding that has to be done for our community.,Named Person Sources,,,
We have failed.,Named Person Sources,,,
"And when I say ‘we’ I mean OUSD has failed at its most basic job of not poisoning our students,” said Stuart Loebl, a sixth-grade science teacher at Frick.",Named Person Sources,,,
"“To start, we need an independent audit.",Named Person Sources,,,
It is not enough for Oakland Unified School District to do an internal investigation because we need to know what has happened.”,Named Person Sources,,,
"District leaders on Wednesday said the lead came from the water fixtures, such as a sink faucet or water fountain spigot, and denied that it was an issue with pipes or the water source.",Named Person Sources,,,
“Why didn’t you do your job?,Named Person Sources,,,
You knew months ago that the water was contaminated.,Named Person Sources,,,
"You didn’t act, and you let those kids come back to school and drink poisoned water,” said Marina Muñoz, a parent at Madison Park Academy and an organizer with Communities for a Better Environment.",Named Person Sources,,,
Muñoz spoke in Spanish and had her comments translated by OUSD interpreter Rebeca Walker-Marquez.,Named Person Sources,,,
“Now who is going to cover our medical bills?,Named Person Sources,,,
I demand you test all the kids in the district.,Named Person Sources,,,
I want to find out which kids are sick with lead poisoning!”,Named Person Sources,,,
"School sites will continue to be tested in five stages, district leaders said.",Named Person Sources,,,
"More of the FloWater stations are being delivered to schools this week, and schools will be prioritized based on the percentage of fountains that are out of service and the number of students that attend the school, Thomas said.",Named Person Sources,,,
"In 2017, when OUSD was considering its clean drinking water policy, the cost to upgrade all the pipes would have been $38 million, Thomas said.",Named Person Sources,,,
"Today, that number could be $50 or $60 million.",Named Person Sources,,,
"Director Valarie Bachelor, the chair of OUSD’s facilities committee, said lead abatement will continue to be a topic at every facilities meeting until the issue is resolved.",Named Person Sources,,,
"“This is not new to Oakland, but it is something that we need to tackle as an entire city, and we need to have community partners, philanthropic partners, as well as our county and state folks to support us in dealing with this issue,” she said.",Named Person Sources,,,
"“As we talk about budget adjustments and what we need to be funding … I will be pushing to make sure that we have a robust deferred maintenance budget so that we don’t have these issues, and so that we can tackle these issues as they happen, versus when tragedies like this occur.”",Named Person Sources,,,
"An average of two months passed between when Oakland schools were tested for lead this spring and when those school communities were notified of high lead levels in August, according to a report from this week’s Oakland Unified school board meeting.",Document Sources,Oakland Unified school board,,a report from this week’s Oakland Unified school board meeting
The district’s safe drinking water policy states that any water sources showing lead at above 5 parts per billion must be taken offline and repaired.,Document Sources,,,The district’s safe drinking water policy
"In stage two, 15 elementary schools were tested between Aug. 17 and Aug. 22, requiring six fixtures to be repaired, according to the report.",Document Sources,,,the report
"In an update at Wednesday’s school board meeting, parents, students and school staff demanded transparency and answers about why they were kept in the dark.",Unnamed Group of People,"parents, students and school staff",,In an update at Wednesday’s school board meeting
"Community members, many of whom raised concerns two weeks ago, were skeptical.",Unnamed Group of People,Community members,,many of whom raised concerns two weeks ago
Community members pointed out that other districts have lower thresholds for remediation.,Unnamed Group of People,Community members,,
