SourcedStatement,SourceType,Name,Title,Justification
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Organization Sources,Memphis Area Legal Services,,"last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
The initial goal was for MALS to use the money to hire a few employees — including a former code inspector since property conditions almost always drive the disputes.,Named Organization Sources,Memphis Area Legal Services,,The initial goal was for MALS to use the money to hire a few employees
"Ultimately, MALS wasn’t able to launch the program in earnest until June.",Named Organization Sources,Memphis Area Legal Services,,MALS wasn’t able to launch the program in earnest until June
"Recently, MALS worked with a woman who was living in a house that “should not be lived in by anyone” and was starting to fall behind on rent, Henderson said.",Named Organization Sources,Memphis Area Legal Services,,"Recently, MALS worked with a woman who was living in a house"
Though the program has only helped a couple of tenants so far — not 300 — Henderson believes it’s already proving its value.,Named Organization Sources,Memphis Area Legal Services,,Though the program has only helped a couple of tenants so far
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Named Organization Sources,Memphis Area Legal Services,,"Henderson and MALS attorney Cedric Harris, who is leading the program"
"Nicole Grida, the new MALS CEO, said her team has started creating marketing materials for the program, building partnerships with local nonprofits and screening folks who call in for other services to see if they will fit the program’s criteria, which has resulted in many promising leads.",Named Organization Sources,Memphis Area Legal Services,,her team has started creating marketing materials for the program
"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists.",Named Organization Sources,Memphis Area Legal Services,,raising greater awareness will be key
"Though the mediation program just launched, it’s going to have to quickly prove its impact.",Named Organization Sources,Memphis Area Legal Services,,it’s going to have to quickly prove its impact
"Meanwhile, Grida said MALS is looking for other funders interested in backing the effort.",Named Organization Sources,Memphis Area Legal Services,,MALS is looking for other funders interested in backing the effort
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Erika Sugarmon,Shelby County Commissioner,Shelby County Commissioner
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Cindy Ettingoff,then-CEO of Memphis Area Legal Services,then-CEO of Memphis Area Legal Services
"The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said.",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
"Recently, MALS worked with a woman who was living in a house that “should not be lived in by anyone” and was starting to fall behind on rent, Henderson said.",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
Though the program has only helped a couple of tenants so far — not 300 — Henderson believes it’s already proving its value.,Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
"“There are no income limits or income requirements,” Henderson told a WLOK-AM audience earlier this summer. “If you’re a tenant who is having trouble with your landlord, you need to give us a call. … If you’re a landlord and you have a troublesome tenant … give us a call.”",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
"Nicole Grida, the new MALS CEO, said her team has started creating marketing materials for the program, building partnerships with local nonprofits and screening folks who call in for other services to see if they will fit the program’s criteria, which has resulted in many promising leads.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,the new MALS CEO
"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,the new MALS CEO
"“We could have drafted a document that ensured the landlord (followed the verbal agreement),” she said.",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
Henderson believes the program will require a much longer pilot period before it’s able to produce the proof necessary to create a housing court.,Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
"But, despite the rough start, she remains “very hopeful” for its future.",Named Person Sources,Deborah Henderson,Judge,one of the court’s judges
