SourcedStatement,SourceType,Name,Title,Justification
"When Taylor’s family settled their lawsuit against the city of Louisville and the officers who opened fire for $12 million, the settlement included agreed upon police reforms such as limiting the use of no-knock warrants.",Named Organization Sources,city of Louisville,,Taylor’s family settled their lawsuit against the city of Louisville and the officers who opened fire for $12 million.
"Christopher 2X, a longtime community organizer, and friend of Taylor’s family, said, “I was just thinking about her mother [Tamika Palmer] in regards to how she would interpret that particular ruling by the judge.”",Named Person Sources,Christopher 2X,community organizer,"Christopher 2X, a longtime community organizer, and friend of Taylor’s family."
Christopher 2X said Harris should talk more on the campaign trail about policing reforms.,Named Person Sources,Christopher 2X,community organizer,"Christopher 2X, a longtime community organizer, and friend of Taylor’s family."
"“With this ruling by Judge Simpson, the conversation of police reform keeps going on. There’s no backtracking in this conversation. People can, in the most civil way, have the conversation, debate about it, [especially] when these incidents are right in front of your face, the ruling is right in front of your face, the conversation doesn’t stop,” Christopher 2X said.",Named Person Sources,Christopher 2X,community organizer,"Christopher 2X, a longtime community organizer, and friend of Taylor’s family."
"The founder of Game Changers, a nonprofit organization dedicated to educating children about violence in order to end violence in the long term, Christopher 2X said Harris should answer questions about policing reform just like it was a question about the economy.",Named Person Sources,Christopher 2X,founder of Game Changers,"The founder of Game Changers, a nonprofit organization dedicated to educating children about violence in order to end violence in the long term."
"“She’s a former prosecutor. I believe, respectfully, that she should talk about it (police reform) with force, and with great understanding of the atmosphere that’s still asking for that conversation,” Christopher 2X said, adding, “She should be willing and ready to address this whole issue that still, there’s no answers to.”",Named Person Sources,Christopher 2X,founder of Game Changers,"The founder of Game Changers, a nonprofit organization dedicated to educating children about violence in order to end violence in the long term."
"Hawk Newsome, co-founder of Black Lives Matter of Greater New York and Black Opportunities, wrote in an email to Capital B that the organization’s Black Agenda 2024 consists of dozens of proposed policies created by a multigenerational group of leaders from across the country, and for people who “don’t attend your churches or community meetings, engage in local politics, or take your polls.”",Named Person Sources,Hawk Newsome,co-founder of Black Lives Matter of Greater New York and Black Opportunities,"Hawk Newsome, co-founder of Black Lives Matter of Greater New York and Black Opportunities."
"If the latter goes in effect, “it would prevent the necessity for cases like Breonna Taylor’s because we would be attacking the root cause of crime, which brings down crime rates,” Newsome said, adding, “Less crime means politicians are less likely to allow illegal and overzealous policing.”",Named Person Sources,Hawk Newsome,co-founder of Black Lives Matter of Greater New York and Black Opportunities,"Hawk Newsome, co-founder of Black Lives Matter of Greater New York and Black Opportunities."
"Researchers behind Mapping Police Violence released a new database Wednesday that focuses on nonfatal police encounters in the United States between 2017 and 2022, the Guardian first reported.",Document Sources,Mapping Police Violence,,"The database found that in each year, over 300,000 people experienced use of force by police that includes chemical sprays, K-9 dog attacks, neck restraints, stun guns as well as beanbags and baton strikes."
"The decision to blame Taylor’s boyfriend for her death, and not the officers, is another stark reminder of the need for the George Floyd Justice in Policing Act, which includes ending qualified immunity, advocates said.",Unnamed Group of People,advocates,,"The decision to blame Taylor’s boyfriend for her death, and not the officers, is another stark reminder of the need for the George Floyd Justice in Policing Act."
"The judge concluded that Taylor’s boyfriend, Kenneth Walker, was responsible for her March 13, 2020, death because he fired a warning shot that hit an officer in the thigh.",Anonymous Sources,,,"The judge ruled — negating Walker’s constitutional rights as a legal gun owner, and his rights under the state’s Castle Doctrine, better known as the stand your ground law."
