SourcedStatement,SourceType,Name,Title,Justification
She then told me that I felt like a sheep and she imitated the noises of one.,Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network; senior at North Country Union High School,"faced hair discrimination in Vermont, sharing personal experiences"
"Once, when she was wearing a head covering because she was in the midst of braiding her hair, Wilburn said a student pulled it off and ran away in the school hall. When she wore a headwrap another time, students said she looked like Marge Simpson and that she looked too African for their comfort. “Later in the day, someone took it off me,” she said.",Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network; senior at North Country Union High School,"faced hair discrimination in Vermont, sharing personal experiences"
I wouldn’t be scared of going out with a bonnet or a head wrap if this bill was in place at the time of these incidents.,Named Person,Aaliyah Wilburn,leader with the Vermont Student Anti-Racism Network; senior at North Country Union High School,"faced hair discrimination in Vermont, sharing personal experiences"
I think it’s a huge problem in our schools and this bill would help address it.,Named Person,Addie Lentzner,executive director of the student anti-racism network,"expertise in student anti-racism, observing hair discrimination in schools"
"Modeled after language promoted as the CROWN Act and already enacted in 23 other states, including New York and Maine, the bill aims to prevent “an erasure and minimization of the experiences of marginalized people,” particularly Black and brown people.",Named Person,Rep. Saudia LaMont,D-Morristown,"sponsor of the bill, advocating for marginalized communities"
"She cited a 2023 study that found 66% of Black girls in predominantly white schools and 44% of Black girls in all schools report experiencing hair discrimination, and that the experiences typically happen before they are 10.",Named Person,Rep. Saudia LaMont,D-Morristown,"sponsor of the bill, advocating for marginalized communities; sharing personal experience with her daughter"
So it was in fact my 4-year-old’s idea to make a sign as a signal to her peers to stop violating her body and personal space.,Named Person,Rep. Saudia LaMont,D-Morristown,"sharing personal experience with her daughter, highlighting early onset of hair discrimination"
"Hair type, textures, styles, protective hairstyles are a symbol of one’s identity and ability to show up authentically, which includes the freedom to take pride in one’s appearance in ways people choose that feels in alignment with the traits that are associated with their race (and) improves confidence, self esteem, dignity and respect.",Named Person,Rep. Saudia LaMont,D-Morristown,"sponsor of the bill, advocating for marginalized communities; explaining significance of hair in identity"
"Hair and head coverings do not determine behavior, capacity or competency and people should not be penalized, discriminated against or treated as such.",Named Person,Rep. Saudia LaMont,D-Morristown,"sponsor of the bill, advocating for marginalized communities; emphasizing unfair treatment"
"Hair discrimination is degrading, disrespectful and invades people’s privacy in deep ways.",Named Person,Rep. Kevin “Coach” Christie,D-Hartford; primary sponsor of the bill,"highlighting severity of hair discrimination, advocating for equity"
"It seems like a small bill but in actuality, it’s another big block in the foundation of equity in the state.",Named Person,Rep. Kevin “Coach” Christie,D-Hartford; primary sponsor of the bill,emphasizing bill's significance in advancing equity in Vermont
"This bill is an important step in advancing equity and a step in the right direction towards people feeling safe and welcome in our state, no matter where they are in Vermont.",Named Person,Rep. Daisy Berbeco,"D-Winooski; sponsor of the bill, representing Vermont’s most diverse community","advocating for equity, ensuring safety and welcome for all in Vermont"
The reality that people of color are often ostracized or mistreated because of their hair. It can be as seemingly innocent as people wanting to touch it — which is really an invasion of people’s space.,Named Person,Rep. Mike Mrowicki,D-Putney; sponsor of the bill,"sharing constituent experiences, highlighting need for the bill in Vermont’s changing demographics"
