,article_w_version,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
0,1-Harris-Trump-Reuters-Poll_avg,0.5700000000000001,1.0,0.5700000000000001,1.0,1.0,1.0,1.0,0.8153846153846154,0.8153846153846154,0.15,0.43,0.0,11.4,11.4,0.0,20.0
1,1-Harris-Trump-Reuters-Poll_vv1,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.5,0.0,10.0,10.0,0.0,20.0
2,1-Harris-Trump-Reuters-Poll_vv2,0.65,1.0,0.65,1.0,1.0,1.0,1.0,0.8461538461538461,0.8461538461538461,0.15,0.35,0.0,13.0,13.0,0.0,20.0
3,1-Harris-Trump-Reuters-Poll_vv3,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.5,0.0,10.0,10.0,0.0,20.0
4,1-Harris-Trump-Reuters-Poll_vv4,0.65,1.0,0.65,1.0,1.0,1.0,1.0,0.23076923076923078,0.23076923076923078,0.15,0.35,0.0,13.0,13.0,0.0,20.0
5,1-Harris-Trump-Reuters-Poll_vv5,0.55,1.0,0.55,1.0,1.0,1.0,1.0,1.0,1.0,0.15,0.45,0.0,11.0,11.0,0.0,20.0
6,11-Nebraska-felons-crim-justice_avg,0.8875,1.0,0.8875,1.0,1.0,1.0,1.0,0.6625816993464052,0.7892156862745098,0.8375,0.11249999999999999,0.2901519851116625,17.75,17.75,8.5,28.5
7,11-Nebraska-felons-crim-justice_vv1,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.6111111111111112,0.7222222222222222,0.85,0.1,0.2,18.0,18.0,5.0,25.0
8,11-Nebraska-felons-crim-justice_vv3,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.6666666666666666,0.9444444444444444,0.85,0.1,0.23076923076923078,18.0,18.0,6.0,26.0
9,11-Nebraska-felons-crim-justice_vv4,0.85,1.0,0.85,1.0,1.0,1.0,1.0,0.7058823529411765,0.8235294117647058,0.8,0.15,0.3548387096774194,17.0,17.0,11.0,31.0
10,11-Nebraska-felons-crim-justice_vv5,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.85,0.1,0.375,18.0,18.0,12.0,32.0
11,31-SV-GT-vermont_bill_avg,0.984,0.9753333333333334,0.96,0.9753333333333334,0.9753333333333334,1.0,0.9753333333333334,0.392,0.5526666666666666,0.712,0.016,0.10962301587301586,24.6,24.0,3.2,28.2
12,31-SV-GT-vermont_bill_vv1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.56,0.56,0.0,0.07407407407407407,25.0,25.0,2.0,27.0
13,31-SV-GT-vermont_bill_vv2,0.96,0.9583333333333334,0.92,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.5416666666666666,0.5416666666666666,0.52,0.04,0.07407407407407407,24.0,23.0,2.0,27.0
14,31-SV-GT-vermont_bill_vv3,0.96,0.9583333333333334,0.92,0.9583333333333334,0.9583333333333334,1.0,0.9583333333333334,0.4583333333333333,0.5416666666666666,0.52,0.04,0.10714285714285714,24.0,23.0,3.0,28.0
15,31-SV-GT-vermont_bill_vv4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.56,1.0,0.0,0.07407407407407407,25.0,25.0,2.0,27.0
16,31-SV-GT-vermont_bill_vv5,1.0,0.96,0.96,0.96,0.96,1.0,0.96,0.48,0.56,0.96,0.0,0.21875,25.0,24.0,7.0,32.0
17,4-SFO-Labor-Day_avg,1.0,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002,1.0,0.8000000000000002,0.2,0.5399999999999998,0.6,0.0,0.2732600732600733,10.0,8.0,3.8,13.8
18,4-SFO-Labor-Day_vv1,1.0,0.7,0.7,0.7,0.7,1.0,0.7,0.0,0.7,0.6,0.0,0.23076923076923078,10.0,7.0,3.0,13.0
19,4-SFO-Labor-Day_vv2,1.0,0.8,0.8,0.8,0.8,1.0,0.8,0.2,0.7,0.6,0.0,0.23076923076923078,10.0,8.0,3.0,13.0
20,4-SFO-Labor-Day_vv3,1.0,0.9,0.9,0.9,0.9,1.0,0.9,0.2,0.7,0.6,0.0,0.3333333333333333,10.0,9.0,5.0,15.0
21,4-SFO-Labor-Day_vv4,1.0,0.7,0.7,0.7,0.7,1.0,0.7,0.3,0.3,0.6,0.0,0.2857142857142857,10.0,7.0,4.0,14.0
22,4-SFO-Labor-Day_vv5,1.0,0.9,0.9,0.9,0.9,1.0,0.9,0.3,0.3,0.6,0.0,0.2857142857142857,10.0,9.0,4.0,14.0
