SourcedStatement,SourceType,Name,Title,Justification
"“These technical errors should not prevent the intent of the voters from being realized and the signatures counted towards verification,” the lawyers stated in their brief.",Named Organization Sources,Kaufman Legal Group,,who represented Tonya Love
The Alameda County Registrar is scheduled to send the final ballot for printing on Friday.,Named Organization Sources,Alameda County Registrar,,who is responsible for printing the ballots
The East Oakland Collective nonprofit cheered on Love's message.,Named Organization Sources,East Oakland Collective,,who supported Tonya Love's message
Love said that she would not be running for the District 7 seat.,Named Person Sources,Tonya Love,District 7 council candidate,who made a statement on Instagram
"“While we are disappointed by the court’s decision not to place us on the ballot in November, I remain undeterred in my commitment to serving Oakland and our communities,” she wrote.",Named Person Sources,Tonya Love,District 7 council candidate,who made a statement on Instagram
“My dedication to our city does not begin nor end with a campaign.,Named Person Sources,Tonya Love,District 7 council candidate,who made a statement on Instagram
There are many ways to effect change and ensure our voices are heard.,Named Person Sources,Tonya Love,District 7 council candidate,who made a statement on Instagram
"I will continue to work alongside each of you, advocating for public health, safety, and equitable development in Oakland.”",Named Person Sources,Tonya Love,District 7 council candidate,who made a statement on Instagram
"“These technical errors should not prevent the intent of the voters from being realized and the signatures counted towards verification,” the lawyers stated in their brief.",Named Person Sources,Kaufman Legal Group,,who represented Tonya Love
"One person who tried but failed to gather enough signatures to run for the district seat was David Newton, a nephew of Black Panther Party founder Huey Newton.",Named Person Sources,David Newton,nephew of Black Panther Party founder Huey Newton,who tried to gather signatures to run for the district seat
"In an interview with The Oaklandside last week, Newton was resigned to his failure to gather enough signatures–he picked up 37–but said he would work with whoever came out ahead in the race to help improve the community.",Named Person Sources,David Newton,nephew of Black Panther Party founder Huey Newton,who commented on his failure to gather signatures
"Judge Markman said that it appeared that the county registrar, Tim Dupuis, didn’t do “anything wrong” in this instance.",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,who presided over the case
"“My understanding is that there are other candidates for this particular district city council who would’ve liked the opportunity to have more time to gather and submit signatures, and the process needs to be uniform,” he said.",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,who presided over the case
"“In its implementation, it looks like the ROV attempted to do that here.”",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,who presided over the case
The judge also noted that he was wary of approving the request lest it turn the courts into “a clearing house for attempting to verify signatures.”,Named Person Sources,Michael Markman,Alameda County Superior Court Judge,who presided over the case
"“There are only three in this one,” he said, “but I can imagine scenarios where it could be 23 in future cases.”",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,who presided over the case
The message was cheered on by several community members and organizations such as the East Oakland Collective nonprofit.,Unnamed Group of People,community members,,who commented on Love's Instagram post
"One person who tried but failed to gather enough signatures to run for the district seat was David Newton, a nephew of Black Panther Party founder Huey Newton. In an interview with The Oaklandside last week, Newton was resigned to his failure to gather enough signatures–he picked up 37–but said he would work with whoever came out ahead in the race to help improve the community.",Unnamed Group of People,voters,,who Newton said he would work with
