No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"""It could be a very long and challenging night for them,"" Tara Newsom, a political science professor at St. Petersburg College, in St. Petersburg, Florida, said about the progressive candidates' odds.",Named Person,Tara Newsom,political science professor at St. Petersburg College,,
2,"Trump won the state by 14 percentage points in his historic 2024 presidential victory, but polls show the race is close between Sullivan and Peltola, a moderate who would be the first Alaska Native in the Senate.",Document,,,polls,
3,"""It’s a populist message. It’s not a crazy idea that we should have universal child care, paid family and medical leave, Medicare for all, especially when you look at other peer nations of the United States,"" Larkin said during an Aug. 11 interview with Florida Today, part of the USA TODAY Network. Larkin has been endorsed by the DSA.",Named Person,Oliver Larkin,,,"activist and union organizer Oliver Larkin, a member of the Democratic Socialists of America (DSA)"
4,"""In South Florida, that means attacking the insurance crisis, bringing down health care and prescription drug costs, expanding the supply of housing, protecting Social Security and Medicare, and making sure tax relief is aimed at working families instead of the elite,"" Moskowitz said. ""We also need disciplined budgeting. Affordability does not improve when Washington adds trillions to the debt while working families are still getting squeezed.""",Named Person,Jared Moskowitz,,,two-term Democratic Rep.
5,"If either Larkin, Manley, or Nixon wins their primary, it would be considered a major upset, said Kyle Kondik, the managing editor of the nonpartisan Sabato's Crystal Ball newsletter at the University of Virginia's Center for Politics.",Named Person,Kyle Kondik,managing editor of the nonpartisan Sabato's Crystal Ball newsletter at the University of Virginia's Center for Politics.,,
6,"""If Moskowitz loses to Larkin, it would definitely damage the Democrats' chances of holding that seat. I think the Republican candidate would be favored if Larkin wins and advances to November."" Kondik said. ""I believe that Wasserman Schultz should beat Manley and the rest of the field.",Named Person,Kyle Kondik,managing editor of the nonpartisan Sabato's Crystal Ball newsletter at the University of Virginia's Center for Politics.,,
7,"""I don't think Florida voters are ready to support these far-left candidates running for office,"" Kondik added.",Named Person,Kyle Kondik,managing editor of the nonpartisan Sabato's Crystal Ball newsletter at the University of Virginia's Center for Politics.,,
8,"""This is big-time MAGA country,"" Newsom said. ""What works in New York and other parts of the country may not fly here.""",Named Person,Tara Newsom,political science professor at St. Petersburg College,,
9,"""I'm curious to see what happens going forward,"" Newsom said. ""Trump's support is good for the primary, but his favorability rating is tanking. What kind of effect will that and other factors have on Donalds from becoming the first Black governor of Florida? Time will tell.""",Named Person,Tara Newsom,political science professor at St. Petersburg College,,
10,"But he may face a tough test from Peltola, who has raised around $18.5 million, about $6.8 million more than Sullivan, according to the Federal Election Commission.",Named Organization,Federal Election Commission,,,
11,An Alaska Survey Research poll on Aug. 11 reported that Peltola held a 1.6-point edge over Sen. Sullivan.,Named Organization,Alaska Survey Research,,,
12,"A  New York Times/Siena poll in June had Sullivan 2 points ahead, and an Alaska Survey Research poll in April had Peltola with a 7-point lead.",Named Organization,New York Times/Siena,,,
13,"A  New York Times/Siena poll in June had Sullivan 2 points ahead, and an Alaska Survey Research poll in April had Peltola with a 7-point lead.",Named Organization,Alaska Survey Research,,,
