No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"“It’s another option for people,” Mayor Daniel Lurie said at a press conference Wednesday at the site. “We are going to try everything at our disposal to help people get off the street and stop people from dying.”",Named Person,Daniel Lurie,San Francisco Mayor,,
2,"“This is not a voluntary situation by any means,” Sheriff Paul Miyamoto said. “It’s intended to keep people out of jail. But it’s not a ‘get out of jail free’ card, because there are consequences to being publicly intoxicated and being taken in.”",Named Person,Paul Miyamoto,Sherriff,,"At the press conference, officials danced around questions about how long alleged users can be detained, at times offering contradictory answers."
3,"“Technically, they can walk out,” Singh said. “There are no locked doors.”",Named Person,Rani Singh,Chief Legal Cousel at the San Francisco Sheriff's Office,,"As reporters continued pressing for details, Lurie spokesperson Charles Lutvak ended the press conference. But Rani Singh, chief legal counsel at the San Francisco Sheriff’s Office, offered a slightly different explanation afterward."
4,"“No one will be holding them,” Singh said. “But you can create an environment where, hopefully, they don’t want to leave.”",Named Person,Rani Singh,Chief Legal Cousel at the San Francisco Sheriff's Office,,
5,But Singh emphasized that anyone still under the influence of drugs when leaving the center could be rearrested for public intoxication.,Named Person,Rani Singh,Chief Legal Cousel at the San Francisco Sheriff's Office,,
6,"“While the facility is not physically locked, individuals are detained until they are able to care for themselves and appropriate for release,” the Sheriff’s Office said in a statement. “If someone chooses to leave, they may be subject to rearrest and booked at the county jail.”",Named Organization,San Francisco Sheriff's Office,,,A spokesperson for the mayor deferred comment to the sheriff’s department.
7,"Drug rehab director Cedric Akbar, who stood behind Lurie in February as he signed the legislation(opens in new tab) inside City Hall, said he felt he had been misled.",Named Person,Cedric Akbar,Drug Rehab Director,,who stood behind Lurie in February as he signed the legislation(opens in new tab) inside City Hall
8,"“We were told they were going to be held for 72 hours,” Akbar said. “It does give police more time to be out on the street, but I guess everything else was hot air.”",Named Person,Cedric Akbar,Drug Rehab Director,,who stood behind Lurie in February as he signed the legislation(opens in new tab) inside City Hall
9,"Supervisor Matt Dorsey, a sponsor of the legislation, told The Standard he was under the impression that clients of the center would be under the sheriff’s custody.",Named Person,Matt Dorsey,Supervisor,,a sponsor of the legislation
10,"He later called back to say the sheriff assured him people can be detained at the center. When asked about the discrepancy between what he heard from the sheriff and their legal counsel, Dorsey again hung up to call the mayor’s homelessness chief, Kunal Modi.",Named Person,Matt Dorsey,Supervisor,,a sponsor of the legislation
11,"A manager of a nearby business, who asked not to be named, said she is worried the center may lead to more drug-related activities around her storefront.",Anonymous Source,,Nearby Business Manager,,Neighbors of the center are wary.
12,"“They’re intoxicated when they come in,” she said. “What’s to say the moment they’re cognizant again, they’re not going to be like, ‘I’m out of here’?”",Anonymous Source,,Nearby Business Manager,,Neighbors of the center are wary.
13,"Emma Carrillo, who was reclining on a mattress near Victoria Manolo Draves Park, said people would stay in the facility if they were too intoxicated to leave. “If they’re passed out, yeah,” Carrillo said.",Named Person,Emma Carrillo,,,Homeless people who were near the RESET Center on Thursday had not heard of the new facility but said they would take advantage of its showers and comfortable chairs if they found themselves there.
14,"Donald Kempf, 40, was curious about how much help the center could provide. “Do they feed you?” he asked. “Would it clear your warrants?”",Named Person,Donald Kempf,,,Homeless people who were near the RESET Center on Thursday had not heard of the new facility but said they would take advantage of its showers and comfortable chairs if they found themselves there.
15,"Individuals with warrants will not be admitted, according to the contract signed with operator Connections Health Solutions.",Document,,,contract,
16,"In Seattle, for example, roughly 50% are brought in by police, 35% are referred from hospital settings, and 15% admit themselves, according to Connections CEO Colin LeClair.",Named Person,Colin LeClair,Connections CEO,,"However, San Francisco is the only city in which all patients will be referred to the program by police."
17,"“In an ideal world, you would have a fleet of mobile social workers out the street, responding to calls from the community and picking up patients,” LeClair said. “We’re not there yet. No city in the country is there yet.”",Named Person,Colin LeClair,Connections CEO,,
18,"According to the most recent data available, the team in January transported 46% of clients to a hospital or rehab, while 44% remained at the scene of the incident.",Document,,,data,
19,"“For us not to do this, and to try this model, would be a dereliction of duty for us as a city,” Lurie said of the RESET Center.",Named Person,Daniel Lurie,San Francisco Mayor,,
