No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"One gold miner in Laos was brought out of a flooded cave in a perilous two-hour operation where monsoon rains have trapped a group for over a week, one of the divers involved in Friday's rescue told CBS News in an exclusive interview.",Unnamed Person,Diver,,,one of the divers involved in Friday's rescue
2,"Lead rescue diver Mikko Paasi told CBS News that he and his fellow rescuers essentially ""sandwiched"" the rescued miner between them through the partially submerged cave.",Named Person,Mikko Paasi,lead rescue diver,,
3,"The miner was scuba diving for the first time through the kind of murk that challenges world-class divers.Paasi explained that there was no real time for scuba training, describing the situation as a ""trust-me dive.""",Named Person,Mikko Paasi,lead rescue diver,,
4,"""I got him through the restrictions and everything and, and he's healthy and he's alive,"" Paasi said.",Named Person,Mikko Paasi,lead rescue diver,,
5,"The round trip to where the group is trapped takes a trained team of divers about five hours.  Complicating efforts is Laos' monsoon season, which creates a ""ticking clock,"" lead rescue diver Mikko Paasi told CBS News chief correspondent Matt Gutman.",Named Person,Mikko Paasi,lead rescue diver,,
6,"""The environment is so hostile that anything can happen,"" Paasi said.",Named Person,Mikko Paasi,lead rescue diver,,
7,"The rescuers carried five oxygen tanks and an extra breathing device — known as a regulator — for the miner, but he was essentially tethered to them. The diving portion of the rescue took about 10 minutes, Paasi said.",Named Person,Mikko Paasi,lead rescue diver,,
8,"""It's not a nice place to dive,"" Paasi said. ""The guy was super strong and... props for him for that.""",Named Person,Mikko Paasi,lead rescue diver,,
9,"Paasi, who was also involved in the rescue of a youth soccer team from a flooded cave in Thailand in 2018, said the operation was risky because the fear of suffocation is the primary cause of panic, and when people panic, they typically claw at their rescuers, which could be fatal or cause a blockage.",Named Person,Mikko Paasi,lead rescue diver,,
10,"In some portions of the climb, the tunnel was about the width of a hubcap, Paasi said.",Named Person,Mikko Paasi,lead rescue diver,,
11,"""Today we were lucky, you know, well... let's say not lucky, but everything worked out as we planned,"" Paasi said. ""But there's... a lot of... like moving parts that can go wrong, obviously.""",Named Person,Mikko Paasi,lead rescue diver,,
12,"Rescue Volunteer for People said on social media that a person, who was not named, was brought out safely at 8:37 p.m. local time on Friday. It was not immediately clear how the miner was rescued. The organization said their name would be announced later.",Named Organization,Rescue Volunteer for People,,,
13,"This video grab provided by the Association Of Volunteers For Lao People, shows rescuers evacuating the first of five villagers, center, who had been trapped in a cave in Xaisomboun province, Laos, Friday, May 29, 2026.",Named Organization,Association of Volunteers for Lao People,,,
14,"The rescue team had hoped to be able to pump the water out of the cave, but five days of those efforts have not succeeded.",Unnamed Group,Rescue Team,,,
15,"The scuba idea was ""the last option,"" Paasi said, because it would put both the miners and the rescue divers at ""quite high risk.""",Named Person,Mikko Paasi,lead rescue diver,,
16,"Paasi said Friday there is still hope that they will be able to pump the water out of the cave and have the remaining miners crawl out. But so far, the pumping process has had limited success.",Named Person,Mikko Paasi,lead rescue diver,,
17,"The timeline to extract the four remaining miners is still being worked out, according to Paasi. He said new rescue personnel are on scene, as well extra equipment.",Named Person,Mikko Paasi,lead rescue diver,,
18,"""We need to make a plan,"" Paasi said. ""How do we make everything the most efficient that we can? ... Now we know that it can be done, and it can be improved for the safety of the guys and for the rescue teams as well.""",Named Person,Mikko Paasi,lead rescue diver,,
19,Paasi said the rescue team is no longer searching for the two missing miners because they are believed to either no longer be alive or trapped in spaces too small for the divers to enter.,Named Person,Mikko Paasi,lead rescue diver,,
20,The rescue team has asked the Laos government for immunity from charges in case someone dies during the rescue mission.,Unnamed Group,Rescue Team,,,
21,"""Finding them was difficult, but finding them, in a way, was the easy part,"" said Josh Morris, who helped lead the rescue of a youth soccer team from a flooded cave in Thailand in 2018. ""You have to have a whole practiced, well-thought out plan to move people in conditions where the risks of serious problems is very high.""",Named Person,Josh Morris,,,who helped lead the rescue of a youth soccer team from a flooded cave in Thailand in 2018
