No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,Canadian Prime Minister Mark Carney said Tuesday that Canada would move faster to reduce its economic reliance on the United States as retaliatory tariffs took effect on about $20 billion worth of U.S. goods and the country braced for President Donald Trump’s response,Named Person,Mark Carney,Canadian Prime Minister,,
2,"“In too many areas, they wanted dependency, not a true economic partnership,” Carney said in a prerecorded video outlining his government’s plan to withstand the trade war. The prime minister said four decades of deeper economic integration had left Canada too reliant on the U.S.",Named Person,Mark Carney,Canadian Prime Minister,,
3,"The latest U.S. trade actions will cause short-term pain, Carney acknowledged, but he said it pushes Canada to move faster on investment, infrastructure and trade diversification. He acknowledged the shift would be costly but said standing still would cost more.",Named Person,Mark Carney,Canadian Prime Minister,,
4,"Carney contrasted Canada’s deteriorating relationship with Washington with its growing ties to countries he described as more reliable. “For the past year and a half, we have been steering our economy toward trusted partners,” he said.",Named Person,Mark Carney,Canadian Prime Minister,,
5,"“It was easy business, but it meant we relied too much on one economic partner,” he said. “That time is over.”",Named Person,Mark Carney,Canadian Prime Minister,,
6,"Carney defended the retaliation, saying Canada was matching the latest U.S. measures dollar for dollar while supporting affected workers and industries and accelerating efforts to expand trade with other countries.",Named Person,Mark Carney,Canadian Prime Minister,,
7,"“We can’t let American goods into Canada tariff-free while they charge our companies to export to them,” he said.",Named Person,Mark Carney,Canadian Prime Minister,,
8,"Canada was not seeking to escalate the confrontation, he said, but the tariffs were necessary to protect Canadian workers",Named Person,Mark Carney,Canadian Prime Minister,,
9,"The prime minister also defended Canada’s decision to walk away from the talks, saying Washington sought limits on French-language and cultural protections, influence over future trade deals, and terms that would weaken the auto, steel and forestry sectors.",Named Person,Mark Carney,Canadian Prime Minister,,
10,U.S. Trade Representative Jamieson Greer has suggested Washington could retaliate by blocking some Canadian products from the U.S. market.,Named Person,Jamieson Greer,U.S. Trade Representative,,
11,"Since Canada-U.S. trade talks collapsed Aug. 21, Trump and his administration have imposed additional tariffs and issued a series of threats and attacks portraying Canada as weak and dependent.",Named Organization,Trump administration,,,
12,"Since Canada-U.S. trade talks collapsed Aug. 21, Trump and his administration have imposed additional tariffs and issued a series of threats and attacks portraying Canada as weak and dependent.",Named Person,Donald Trump,President,,
13,"Carney praised those efforts, saying “every time we choose to buy Canadian and travel in Canada, we are sending a message that nobody is in the stands, 40 million of us are on the ice.”",Named Person,Mark Carney,Canadian Prime Minister,,
14,"Gabriel Brunet, a spokesman for Canada-U.S. Trade Minister Dominic LeBlanc, said officials from both countries remain in contact even though formal negotiations have not resumed.",Named Person,Gabriel Brunet,spokesman,,spokesman for Canada-U.S. Trade Minister Dominic LeBlanc
15,"“Canadian and American officials have maintained ongoing discussions on a range of issues, although formal trade negotiations are not taking place at this stage,” Brunet said.",Named Person,Gabriel Brunet,spokesman,,spokesman for Canada-U.S. Trade Minister Dominic LeBlanc
16,Former U.S. trade official Wendy Cutler said neither side appeared eager to make the first move.,Named Person,Wendy Cutler,Former U.S. trade official,,
17,"“With a growing public approval rating now topping 70%, Prime Minister Carney is not in any hurry to reach out to Washington. But importantly, he has not closed the door to talks,” she said. “Clearly, at this point each side does not want to look too anxious to reengage in fear of looking weak.”",Named Person,Wendy Cutler,Former U.S. trade official,,
