No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"As the pandemic hit, orders cratered at KB and Katie Brown’s print shop in Minneapolis. They knew they would need help — exactly what the Paycheck Protection Program was meant to provide.",Named Person,KB Brown,,,
2,"As the pandemic hit, orders cratered at KB and Katie Brown’s print shop in Minneapolis. They knew they would need help — exactly what the Paycheck Protection Program was meant to provide.",Named Person,Katie Brown,,,
3,"But despite trying three lenders, they never got one of the forgivable COVID-19 loans handed out from April through early August. They had to furlough their four employees and still don’t fully understand what went wrong in a process that felt Byzantine and inequitable to them.",Named Person,KB Brown,,,
4,"But despite trying three lenders, they never got one of the forgivable COVID-19 loans handed out from April through early August. They had to furlough their four employees and still don’t fully understand what went wrong in a process that felt Byzantine and inequitable to them.",Named Person,Katie Brown,,,
5,"“I just don’t think the program was slated towards really small businesses,” said KB Brown, who is watching with dread as firms in his majority Black and lower-income community struggle and close. “It’s bullshit.”",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
6,"Congress wanted the U.S. Small Business Administration to ensure that PPP loans prioritized small businesses in “underserved” markets, a term that includes low-income communities, rural areas and businesses owned by people of color, women and veterans.",Named Organization,Congress,,,
7,"But the SBA’s inspector general warned in early May that it could find no evidence the SBA told lenders to do that. By the time the agency sent a memo to that effect in mid-June, nearly all the loans had been issued.",Named Organization,U.S. Small Business Administration,,,
8,"The result: Most PPP loans went to businesses in communities that already had more access to resources, according to a Center for Public Integrity analysis of recently released SBA data.",Named Organization,Center for Public Integrity,,,
9,"Loans didn’t reach a greater share of businesses in the lowest-income communities, where median household income is about $40,000 or less and recessions hit the hardest. Instead, the numbers fell just shy of their share of small employers in the U.S., the Public Integrity analysis found.",Named Organization,Center for Public Integrity,,,
10,"That’s hardly priority status, Baltimore economist Anirban Basu said.",Named Person,Anirban Basu,Baltimore economist,,
11,"“It means that a higher share of businesses in lower-income areas are financially vulnerable and therefore increases the likelihood of business failures in precisely those communities,” said Basu, whose own firm received a PPP loan. “And these are communities that can’t afford to lose businesses.”",Named Person,Anirban Basu,Baltimore economist,,whose own firm received a PPP loan
12,Rural areas did only slightly better: The PPP reached them in proportion to their share of small employers.,Named Organization,Center for Public Integrity,,,
13,"But a May survey by Color Of Change and UnidosUS suggested that Black and Hispanic business owners were often denied the help, and many feared their firms would not last the year.",Named Organization,Color Of Change,,,
14,"But a May survey by Color Of Change and UnidosUS suggested that Black and Hispanic business owners were often denied the help, and many feared their firms would not last the year.",Named Organization,UnidosUS,,,
15,"“We believe that instead of providing desperately needed relief to qualifying small businesses, the PPP propped up so many barriers and reinforced so many racial inequities,” said Arisha Hatch, vice president of Color Of Change, a racial justice organization.",Named Person,Arisha Hatch,vice president of Color Of Change,,a racial justice organization
16,"But BOM, a community development financial institution whose mission is to help the types of borrowers that Congress wanted the SBA to prioritize, is small and processed about 1,000 loans. Bank of America issued more than 340,000, according to the SBA’s records.",Named Organization,U.S. Small Business Administration,,,
17,Bank of America limited its participation in the program to its existing business clients. The company said it committed $250 million — the equivalent of 1% of the total amount in PPP loans it ultimately processed — so more community development financial institutions could get the loans to underserved areas.,Named Organization,Bank of America,,,
18,"“About 44% of the loans we made were to businesses located in either low- or moderate-income areas or neighborhoods with greater than 50% minority residents,” said Bill Halldin, a Bank of America spokesman.",Named Person,Bill Halldin,a Bank of America spokesman,,
19,"If the PPP starts up again, though, the federal government must correct the problems that made the program hard for those smallest firms to access, said Gwendy Brown, vice president of research and policy at the Opportunity Fund, a nonprofit business lender.",Named Person,Gwendy Brown,vice president of research and policy at the Opportunity Fund,,a nonprofit business lender
20,"Tiny businesses don’t have the same financial documents that larger firms do, and the rules must account for that, she said. She also thinks the fees the SBA provides banks should incentivize the smallest loans, and amounts under $150,000 ought to be automatically forgiven.",Named Person,Gwendy Brown,vice president of research and policy at the Opportunity Fund,,a nonprofit business lender
21,"“Let’s find the smallest businesses, businesses owned by people of color, and let’s get them some money,” Brown said. “So much money … did not get to so many people who needed it.”",Named Person,Gwendy Brown,vice president of research and policy at the Opportunity Fund,,a nonprofit business lender
22,"It’s not surprising that lower-income areas would end up with less from a program designed to push money out as quickly as possible, said Richard Clinch, an economist with the University of Baltimore. But it doesn’t have to be that way if the PPP gets another round. The SBA could set targets and coordinate with local leaders on outreach, he noted.",Named Person,Richard Clinch,an economist with the University of Baltimore,,
23,"In a one-sentence statement, the agency said: “SBA’s historically successful COVID relief loan programs have helped millions of small businesses and tens of millions of American workers when they needed it most.”",Named Organization,U.S. Small Business Administration,,,
24,"That’s what happened to Rosa Daniels and her daughter, Dana Myers. Daniels said their Main Street Bakery & Gift Shop in Columbia, South Carolina, which employs six people, tried to apply for a PPP loan a few days after the program launched on April 3. The bakery’s bank, Wells Fargo, required businesses to fill out an “expression of interest” form to get in line for the right to fill out an application, so she did.",Named Person,Rosa Daniels,,,
25,"She waited, checking anxiously on the status for days. “They kept telling me, ‘We’ve got your [form], it’s pending, others are ahead of you,’” she said.",Named Person,Rosa Daniels,,,
26,"It wasn’t until April 15, as the SBA was warning that the money was nearly gone, that Wells Fargo received her formal application. Not sure what she would do if she didn’t get the loan, Daniels tried another institution the same day. Self-Help Federal Credit Union, part of a family of nonprofits that also owns the building in Washington, D.C., where Public Integrity’s offices are located, finished processing her application on April 16 — but they’d run out of time.",Named Person,Rosa Daniels,,,
27,"The $349 billion had been used up, the SBA announced.",Named Organization,U.S. Small Business Administration,,,
28,"“My opinion: I think they ran out of money because they were giving it to such large, large businesses,” said Daniels, who is Black. “Really, the small business owners, the really small businesses, got left out.”",Named Person,Rosa Daniels,,Black,
29,"Wells Fargo, the fourth-largest PPP lender by number of loans, sent 8% to the lowest-income ZIP codes and 2% to rural areas. The bank said it processed requests on a first-come, first-serve basis, and that areas with low-to-moderate income or where at least half the residents are people of color accounted for 41% of its PPP lending.",Named Organization,Wells Fargo,,,
30,"“We’ve remained committed to helping as many small businesses as possible, and serving those hardest hit by the current environment, particularly diverse-owned businesses,” Manuel Venegas, a Wells Fargo spokesman, said in a statement.",Named Person,Manuel Venegas,a Wells Fargo spokesman,,
31,"What made the uncertain wait for a PPP loan so stressful for Daniels and her daughter was that it came as the bakery struggled from a one-two punch of plummeting business and refund requests for wedding cakes. Events were canceled, but the bakery had already bought supplies and could not return them.",Named Person,Rosa Daniels,,,
32,"“A lot of minority people learned in this process that … they really didn’t have a [banking] relationship, and they didn’t have anyone to call,” said Kenneth White, board chair of the Maryland Black Chamber of Commerce and a banker. “They were left out in the cold.”",Named Person,Kenneth White,board chair of the Maryland Black Chamber of Commerce,banker,
33,"There’s evidence that this occurred in the Paycheck Protection Program. The National Community Reinvestment Coalition said it found unequal treatment during its “mystery shopper” tests of national and regional banks, in which pairs of testers with similar financial profiles but different races asked for small-business assistance.",Named Organization,National Community Reinvestment Coalition,,,
34,"Credit unions, community development financial institutions and other smaller lending outfits salvaged the PPP for a lot of Black-owned businesses, said Melvin M. Coleman, executive director at the Atlanta Black Chambers.",Named Person,Melvin M. Coleman,executive director at the Atlanta Black Chambers,,
35,"If not for that, Coleman said, “I think it would have been a disaster.”",Named Person,Melvin M. Coleman,executive director at the Atlanta Black Chambers,,
36,"That’s exactly what it was for KB and Katie Brown, the owners of the Minneapolis print shop. Wolfpack Promotionals saw business dwindle as the pandemic upended the market for items such as conference swag. They first tried their bank for a PPP loan and got nowhere. So they applied to PayPal and Square, both top PPP lenders.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
37,"That’s exactly what it was for KB and Katie Brown, the owners of the Minneapolis print shop. Wolfpack Promotionals saw business dwindle as the pandemic upended the market for items such as conference swag. They first tried their bank for a PPP loan and got nowhere. So they applied to PayPal and Square, both top PPP lenders.",Named Person,Katie Brown,,,
38,"Katie Brown said after she submitted their online application to PayPal, the company indicated in a pop-up message on her screen that they had been approved for just under $8,000. All she had to do was upload some additional documentation. She did that. When she checked back later, she said the online portal told her no more information was required.",Named Person,Katie Brown,,,
39,"As she waited for the money — and waited — she called PayPal to get information. She was transferred a lot, she said, but couldn’t reach anyone.",Named Person,Katie Brown,,,
40,"The Browns, unsure what was happening, thought the funding would eventually arrive. But when SBA released the names of all PPP recipients last week, Wolfpack was not on it.",Named Person,KB Brown,,,who is watching with dread as firms in his majority Black and lower-income community struggle and close
41,"The Browns, unsure what was happening, thought the funding would eventually arrive. But when SBA released the names of all PPP recipients last week, Wolfpack was not on it.",Named Person,Katie Brown,,,
