No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"The brand announced on Wednesday, May 13, that it’s launching two new frozen products that feature Nutella layers and swirls.",Named Organization,Nutella,,,
2,"Nutella Ice Cream, which comes in 14-ounce containers, offers ""a rich, multi-textured, spoonable format,"" per a release shared with PEOPLE. It can be found in stores for a suggested price starting at $4.36.",Named Organization,Nutella,,,
3,"The new ice cream is also available in 3.04-ounce single-serve wafer cones, made for ""spontaneous moments on the go."" A four pack has a suggested retail price starting at $5.47.",Named Organization,Nutella,,,
4,"""This is the freezer-aisle debut that's been a long time coming,"" the brand adds.",Named Organization,Nutella,,,
5,Food Network star Alex Guarnaschelli commented on the brand's Instagram announcement with a series of clapping hands emojis.,Named Person,Alex Guarnaschelli,Food Network star,,
6,"Last month, Nutella announced that it was releasing a new flavor for the first time in its over 60 year history, Nutella Peanut. The new flavor is now available nationwide in major retailers.",Named Organization,Nutella,,,
7,"""This marks the brand's first flavor innovation in its over 60 year history, delivering a new taste experience that blends the unmistakable creaminess of Nutella with the delicious taste of roasted peanuts,"" the brand, which began in 1964, said in an April 15 press release.",Named Organization,Nutella,,,
8,"The release added that the new flavor is ""perfectly spreadable"" for a sandwich or other treats at ""afternoon snack time.""",Named Organization,Nutella,,,
9,"""It happened just minutes before the Artemis II crew traveled the longest distance humans have ever gone into space,"" the narrator of a clip CNN posted of the moment commented.",Unnamed Person,,,narrator,the narrator of a clip CNN posted of the moment
10,"""Best Nutella commercial ever 😂 ,"" one commenter wrote on the video.",Unnamed Person,,,commenter,
11,"The company responded by sharing the video on X, writing, “Nutella is out of this world” over it.",Named Organization,Nutella,,,
12,"“Honored to have traveled further than any spread in history 🚀 Taking spreading smiles to new heights ♥️,” the brand added.",Named Organization,Nutella,,,
