No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"""The biggest thing for me,"" Sheba Everett says, ""is that my six-year-old will be able to say, 'This is my childhood home. This is the home I grew up in.'""",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; Everett, who has lived on Open Air Camp Road with her daughters since early 2020"
2,"(Jessica Sheffield, executive director of the ERA, previously told the INDY that property management staff had assured her ""they made the repairs tenants requested"" and that she doesn't know why tenants were never notified of the planned sale to the state.)",Named Person,Jessica Sheffield,executive director of the ERA,,
3,"The organization published an insert for the Festival for the Eno in the INDY last month presenting a rescindment of the eviction notices and a plan to transfer most of the houses to a housing nonprofit that will ensure ""they're forever preserved as affordable homes in Durham."" The ERA has also waived tenants' rental payments since October and worked on needed repairs, according to the insert.",Named Organization,Eno River Association,,land trust and conservation nonprofit,
4,"In an email to the INDY, Sheffield wrote that the organization cannot currently discuss further details of the agreement, including the identity of the housing nonprofit, due to a confidentiality clause in the land transaction.",Named Person,Jessica Sheffield,executive director of the ERA,,
5,"In a letter paired with the fundraiser, Everett bared her soul. 

She was a single mother with three jobs, she wrote. The same day she received the eviction notice, her eldest daughter’s car was totaled during a hit-and-run. She had recently exhausted her savings to pay for her late brother’s funeral expenses and support the children he left behind. She was reluctant to ask for help, she wrote, but she needed it.",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; Everett, who has lived on Open Air Camp Road with her daughters since early 2020"
6,"""I had no organizing experience,"" says Everett, who has lived on Open Air Camp Road with her daughters since early 2020. ""I didn't know what to do. So I was just like, 'I'm gonna tell my community.'""",Named Person,Sheba Everett,chief spokesperson of the ERTA,,"Everett is one of 27 tenants who faced displacement when the Eno River Association (ERA), a land trust and conservation nonprofit, issued eviction notices last year; Everett, who has lived on Open Air Camp Road with her daughters since early 2020; Branches Community School, where Everett works as a preschool teacher, launched a GoFundMe on her behalf."
7,"The St Dres weren't ERA tenants, they told Everett, but could help strategize around fighting the evictions.",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
8,"""We started by talking to people about their connection to the homes,"" Leslie says. ""We asked, 'Do you want to stay here?' which is different from, 'Do you believe you can stay here?'""",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
9,"If the latter question is posed, the conversation typically comes to a screeching halt, Leslie explains. But when people are encouraged to discuss the experiences they've had in a home, they internalize their right to remain there. Like most long-term tenants who pay off entire mortgages on homes via rent and get no equity, several ERA tenants realized that they had invested more money into their homes than their landlords. They wanted to push back.",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
10,"""Once a few houses were willing to fight, it built solidarity,"" Leslie says, ""and the houses who might have been reticent were down.""",Named Person,Leslie St Dre,,tenant organizer,a couple with more than a decade of organizing experience who had recently moved to Durham with their child following displacement from the Bay Area
