No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"Scientists called the new finding “very concerning” as a collapse would have catastrophic consequences for Europe, Africa and the Americas.",Unnamed Group of People,,Scientists,,
2,Scientists spotted warning signs of a tipping point in 2021 and know that the Amoc has collapsed in the Earth’s past.,Unnamed Group of People,,Scientists,,
3,"They found an estimated slowdown of 42% to 58% in 2100, a level almost certain to end in collapse.",Unnamed Group of People,,Scientists,,
4,"Dr Valentin Portmann, at the Inria Centre de recherche Bordeaux Sud-Ouest in France and who led the new research, said: “We found that the Amoc is going to decline more than expected compared to the average of all climate models. This means we have an Amoc that is closer to a tipping point.”",Named Person,Valentin Portmann,"Researcher, Inria Centre de recherche Bordeaux Sud-Ouest",,led the new research
5,"Prof Stefan Rahmstorf, at the Potsdam Institute for Climate Impact Research in Germany, said: “This is an important and very concerning result. It shows that the ‘pessimistic’ models, which show a strong weakening of the Amoc by 2100, are, unfortunately, the realistic ones, in that they agree better with observational data.”",Named Person,Stefan Rahmstorf,"Professor, Potsdam Institute for Climate Impact Research",,
6,"He added: “I now am increasingly worried that we may well pass that Amoc shutdown tipping point, where it becomes inevitable, in the middle of this century, which is quite close.”",Named Person,Stefan Rahmstorf,"Professor, Potsdam Institute for Climate Impact Research",,has studied the Amoc for 35 years
7,"Rahmstorf, who has studied the Amoc for 35 years, has said a collapse must be avoided “at all costs”. “I argued this when we thought the chance of an Amoc shutdown was maybe 5%, and even then we were saying that risk is too high, given the massive impacts. Now it looks like it’s more than 50%. The most dramatic and drastic climate changes we see in the last 100,000 years of Earth history have been when the Amoc switched to a different state.”",Named Person,Stefan Rahmstorf,"Professor, Potsdam Institute for Climate Impact Research",,has studied the Amoc for 35 years
8,"However, a major weakening is now expected by scientists and that alone could have serious impacts in the decades to come.",Unnamed Group of People,,Scientists,,
9,"The new research, published in the journal Science Advances, explored four different ways of using real-world observations to assess the models. They found a method called ridge regression, which had been little used in climate science before now, provided the best results.",Document,Science Advances,,study,explored four different ways of using real-world observations to assess the models
10,"This makes the work “very credible”, said Rahmstorf.",Named Person,Stefan Rahmstorf,"Professor, Potsdam Institute for Climate Impact Research",,has studied the Amoc for 35 years
11,"Rahmstorf said Amoc slowdown in 2100 may be even greater than in the new, pessimistic assessment. This is because the computer models do not include the meltwater from the Greenland ice cap that is also freshening the ocean waters: “That is one additional factor that means the reality is probably still worse.”",Named Person,Stefan Rahmstorf,"Professor, Potsdam Institute for Climate Impact Research",,has studied the Amoc for 35 years
