No,Sourced Statements,Type of Source,Name of Source,Title of Source,Source Descriptors,Source Justification
1,"""The Radical Left Lunatics might not like this, but I think it is quite nice!!!"" he posted alongside an illustration of Jesus with his arm around the president's shoulder and an American flag in the background.",Named Person,Donald Trump,President of the United States,,null
2,"""President Trump has taken courageous action to address a threat that past presidents have talked about for 47 years, but only he had the courage to address,"" Anna Kelly, a White House spokeswoman, said in a statement. ""The United States military quickly achieved all of the goals enumerated at the beginning of Operation Epic Fury,"" she added, referring to the name of the campaign in Iran.",Named Person,Anna Kelly,White House spokeswoman,,null
3,"Ms. Kelly said that the blockade was ""increasing leverage as U.S. negotiators work to eliminate Iran's nuclear threat for good.""",Named Person,Anna Kelly,White House spokeswoman,,null
4,"Inside the White House, some of Mr. Trump's advisers have privately acknowledged that his attack on the pope was not productive. They believe a slate of events later this week will help shift attention toward some of the administration's economic initiatives, and a tax season that has some Americans celebrating larger-than-average returns.",Anonymous Source,null,null,,some of Mr. Trump's advisers
5,"""President Trump has always been able to enact America First foreign policy while enhancing the livelihoods of Americans at home, including by cutting taxes, reshoring manufacturing, eliminating burdensome regulations, and more,"" Ms. Kelly said.",Named Person,Anna Kelly,White House spokeswoman,,null
6,"""The leaders they have now — it's a new regime, OK?"" Mr. Trump said, adding: ""And I think we're doing very well, but it only matters what the end result is, and maybe it'll happen fairly soon. Who knows?""",Named Person,Donald Trump,President of the United States,,"Earlier in the day, Mr. Trump sat for an interview with Maria Bartiromo of Fox Business, who wanted to know whether his decision to blockade the strait had positively affected negotiations with Tehran."
7,"“Trump reacts to FEMA official’s claim he teleported to Waffle House,” was a headline that appeared on CNN’s website this week.",Named Organization,CNN,CNN website,,"A conga line of reporters also call and ask him about whatever they want to, creating additional mini news cycles."
8,"He has always been like this, said Whit Ayres, a longtime Republican pollster. ""It all depends upon whether his recent behavior affects his job approval or changes anyone's opinion about him that they didn't already have before.""",Named Person,Whit Ayres,a longtime Republican pollster,,null
9,"According to Mr. Ayres, the most critical variable in a midterm election is the job approval of the president. When a president has an approval above 50 percent, the average loss of House seats for his party is 14. When the president's job approval is below 50 percent, the average loss for his party in the House is 32 seats.",Named Person,Whit Ayres,a longtime Republican pollster,,null
10,"""He'll double down, lie more and say that everything's perfectly fine and great, and then do all his bonkers postings,"" said Stephanie Grisham, a former White House press secretary for Mr. Trump. But she added: ""He's being erratic, even for him.""",Named Person,Stephanie Grisham,a former White House press secretary for Mr. Trump,,null
11,"""I'd stay focused on the administration, on the economic issues, the pocketbook issues that I think most Americans care about, and let the church be the church,"" Senator John Thune, Republican of South Dakota and the majority leader, told reporters on Wednesday.",Named Person,John Thune,"Senator, Republican of South Dakota; majority leader",,"Mr. Thune was responding to a question about Vice President JD Vance warning the pope, the spiritual leader of 1.4 billion Catholics — a group that includes Mr. Vance — to be “careful” when talking about theology."
12,"Senator Thom Tillis, a North Carolina Republican who is not running for re-election this year, said in an interview with NBC that he would withhold a vote to confirm Kevin M. Warsh, Mr. Trump's nominee to replace Jerome H. Powell as the chair of the Federal Reserve, if the Trump administration did not end a criminal investigation into Mr. Powell's handling of costly renovations at the Fed's headquarters in Washington.",Named Person,Thom Tillis,"Senator, North Carolina Republican",,a North Carolina Republican who is not running for re-election this year
13,"As for the attack on the pope, Mr. Tillis suggested that Mr. Trump show some grace. When you're wrong, you're wrong, or if you made a mistake, or maybe it was just a misconception, just get past it, he said. ""Move on.""",Named Person,Thom Tillis,"Senator, North Carolina Republican",,a North Carolina Republican who is not running for re-election this year
14,"""I am willing to risk the giving up of my Rights and Privileges as a Citizen for our Great Military and Country!"" he declared on social media — striking, given his history of railing against the F.B.I.'s use of a different part of the Foreign Intelligence Surveillance Act, or FISA, during the investigation into Russia and his 2016 campaign.",Named Person,Donald Trump,President of the United States,,null
15,"“Alright. That’s enough,” said Jesus in the image Ms. Palin posted. “Give me the phone.”",Named Person,Sarah Palin,former governor of Alaska,,"former governor of Alaska and onetime candidate for vice president, shared a Jesus meme of her own."
