SourcedStatement,SourceType,Name,Title,Justification
,Named Organization Sources,Nebraska Legislature,,passed the bill by a wide margin; previously had a two-year waiting period for voting rights restoration after felony convictions
,Named Organization Sources,Black and Pink,,"advocacy group employing TJ King, an outreach specialist"
,Named Organization Sources,Associated Press,,publisher of the news article
means everything for the thousands of people who have not been full participants in society,Named Person Sources,TJ King,Nebraska-based outreach specialist with the advocacy group Black and Pink,who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier
"Studies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops... We spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate. One year, I brought in a little chart that says if we just cut it by 10 percent, we’re saving around $5 million a year.",Named Person Sources,Justin Wayne,Omaha state Sen.,"introducer of the bill, who is barred by term limits from running this year for a third term"
,Named Person Sources,Nicole Porter,senior director of advocacy at The Sentencing Project,reporting on the impact of expanded voting rights; voting rights have been restored to over 2 million people
,Named Person Sources,Gary Fields,Associated Press writer,"contributor to the report from Washington, D.C."
,Named Person Sources,Pete Ricketts,then-Republican Gov.,vetoed a similar bill in 2017
,Named Person Sources,Jim Pillen,Republican Gov.,whose office did not immediately respond to messages asking whether he would sign the bill into law
,Named Person Sources,Ron DeSantis,Republican Gov.,champion of an election police unit that arrested former felons in Florida
,Named Person Sources,Donald Trump,,"mentioned in unrelated context, assembling his second administration"
"As of October 2023, 26 states and the District of Columbia had expanded voting rights to people living with felony convictions, according to The Sentencing Project, a nonprofit sentencing advocacy group that studies criminal justice policy.",Document Sources,The Sentencing Project,,a nonprofit sentencing advocacy group that studies criminal justice policy
Several of them said they were confused by the arrests because they had been allowed to register to vote.,Unnamed Group of People,former felons,,those arrested by an election police unit in Florida
