SourcedStatement,SourceType,Name,Title,Justification
"For years, Woods’ relationship with his longtime landlord has been deteriorating. About nine months ago, the two men agreed he could withhold rent until repairs were made, he said. In the meantime, he started looking for a new place to live. But, his landlord’s unwillingness to cooperate with rental history checks by property management firms made finding a new home for his family of five extremely difficult.",Named Person,Bryant Woods,null,Woods is a tenant who faced eviction and had a deteriorating relationship with his landlord.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person,Deborah Henderson,Judge,Henderson is a judge who helped secure funding for the pre-litigation mediation program.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person,Erika Sugarmon,Shelby County Commissioner,Sugarmon is a Shelby County Commissioner who helped secure funding for the pre-litigation mediation program.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person,Cindy Ettingoff,then-CEO of Memphis Area Legal Services,Ettingoff is the former CEO of Memphis Area Legal Services who helped secure funding for the pre-litigation mediation program.
"But receiving the money from the county turned into an adventure. The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said.",Named Person,Deborah Henderson,Judge,Henderson is a judge who helped secure funding for the pre-litigation mediation program.
But Henderson has been happy with the results since then.,Named Person,Deborah Henderson,Judge,Henderson is a judge who helped secure funding for the pre-litigation mediation program.
"Recently, MALS worked with a woman who was living in a house that “should not be lived in by anyone” and was starting to fall behind on rent, Henderson said. It seemed like a case headed toward an eviction for the tenant, a code violation for the landlord or both. But with MALS’ help, the landlord is making repairs, and the tenant is using some leftover rental assistance funds to catch up on rent.",Named Person,Deborah Henderson,Judge,Henderson is a judge who helped secure funding for the pre-litigation mediation program.
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Named Person,Cedric Harris,MALS attorney,Harris is a MALS attorney leading the pre-litigation mediation program.
"Nicole Grida, the new MALS CEO, said her team has started creating marketing materials for the program, building partnerships with local nonprofits and screening folks who call in for other services to see if they will fit the program’s criteria, which has resulted in many promising leads.",Named Person,Nicole Grida,MALS CEO,Grida is the new CEO of MALS who is working on promoting the pre-litigation mediation program.
"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists.",Named Person,Nicole Grida,MALS CEO,Grida is the new CEO of MALS who is working on promoting the pre-litigation mediation program.
"Woods’ case, for instance, sounded like a perfect fit for mediation, Henderson said, if only they’d found him before the eviction was filed.",Named Person,Deborah Henderson,Judge,Henderson is a judge who helped secure funding for the pre-litigation mediation program.
"Henderson believes the program will require a much longer pilot period before it’s able to produce the proof necessary to create a housing court. But, despite the rough start, she remains “very hopeful” for its future.",Named Person,Deborah Henderson,Judge,Henderson is a judge who helped secure funding for the pre-litigation mediation program.
