SourcedStatement,SourceType,Name,Title,Justification
"The U.S. Army was making 14,000 artillery shells a month prior to the conflict. Now, officials at the plant told Morning Edition that the army is producing 36,000 shells a month, up from 24,000 just six months ago.",Named Organization Sources,U.S. Army,,Providing official production numbers for artillery shells
"The Biden administration announced this month it would be sending an additional $250 million dollars worth of new military aid to Ukraine, including air defense missiles and 155mm howitzer rounds.",Named Organization Sources,The Biden Administration,,Announcing official military aid to Ukraine
"The Tobyhanna Army Depot, which specializes in logistics support and radar equipment for foreign allies such as Ukraine, estimates that the company has a $2.4 billion dollar impact on the area and that it is the largest industrial employer in the region.",Named Organization Sources,Tobyhanna Army Depot,,Providing economic impact and employment information
,Named Organization Sources,Lockheed Martin,,"Mentioned as one of the major munition plants in the region, contributing to the economy"
,Named Organization Sources,Raytheon,,"Mentioned in the context of a $277 million contract, highlighting the economic impact of defense contracts"
,Named Organization Sources,WHYY News,,"Publisher of the article, providing fact-based journalism"
"We’re all about quality jobs, and that’s a quality organization.",Named Person Sources,Bob Durkin,President and Chief Executive Officer of the Scranton Chamber of Commerce,Representing the interests of the local business community
"It’s not $277 million that stays here. But, you know, it’s a good chunk of it. And it’s important that we keep that work coming.",Named Person Sources,Matt Cartwright,"Congressman, House Appropriations Committee","Representing Scranton and Northeastern Pennsylvania, providing context on the economic impact of defense contracts"
I don’t really think that people dwell or concentrate on anything that’s going on outside of their sphere of influence. We’re kind of busy concentrating on what’s going on in Scranton.,Named Person Sources,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,Providing insight into the local focus of plant workers
"With the Ukraine support, you know, one day I was sitting there thinking about what needs to be done, and it kind of hit me that what we were doing directly affects whether people live or die.",Named Person Sources,Jim Jarick,Senior Technology Center Engineer at the Tobyhanna Army Depot,Highlighting the personal impact of working on Ukraine support efforts
"At the height of last year’s counteroffensive, the Ukrainians were firing about 6,000 a day. The Russians are [firing] probably about 10,000 a day.",Named Person Sources,Mark Cancian,Senior Advisor at the Center for Strategic and International Studies,Providing expert analysis on the Ukraine-Russia conflict
"Our first task is to save our people. Without artillery, we cannot do this.",Named Person Sources,Col. Olksandr Popov,Commander of a Ukrainian Artillery Unit,Highlighting Ukraine’s reliance on artillery in the conflict
"We had a job fair in the middle of a heat wave and there was still a line going out of the door. We had another one when it was pouring rain, and the same thing happened.",Unnamed Group of People,Job fair attendees,,Illustrating the high demand for jobs at the Tobyhanna Army Depot
